#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
3909.64 9.69e-03 9.90e-01 9.84e-10 1.46e-24 1.09e-23 
4148.46 1.24e-02 9.88e-01 5.61e-10 1.32e-24 1.05e-23 
4401.86 1.72e-02 9.83e-01 2.74e-10 1.02e-24 8.48e-24 
4670.75 2.67e-02 9.73e-01 1.29e-10 1.00e-24 1.17e-23 
4956.05 3.12e-02 9.69e-01 6.53e-11 1.27e-24 1.47e-23 
5258.79 3.76e-02 9.62e-01 3.36e-11 2.28e-24 3.07e-23 
5580.02 4.08e-02 9.59e-01 1.26e-11 3.14e-24 4.36e-23 
5920.87 2.91e-02 9.71e-01 4.78e-12 4.72e-24 7.82e-23 
6282.54 1.96e-02 9.80e-01 1.59e-12 5.25e-24 9.80e-23 
6666.30 2.71e-02 9.73e-01 4.38e-13 3.86e-24 9.32e-23 
7073.50 6.23e-02 9.38e-01 9.71e-14 2.22e-24 6.40e-23 
7505.58 1.11e-01 8.89e-01 1.47e-14 8.28e-25 3.50e-23 
7964.05 2.77e-01 7.23e-01 1.40e-15 2.57e-25 1.27e-23 
8450.53 5.94e-01 4.06e-01 5.32e-17 5.31e-26 4.23e-24 
8966.72 8.61e-01 1.39e-01 8.66e-18 1.35e-25 7.47e-23 
9514.44 9.35e-01 6.50e-02 2.60e-17 1.42e-24 4.09e-22 
10095.62 1.00e+00 2.93e-05 1.12e-18 7.90e-27 1.27e-26 
10712.30 1.00e+00 1.14e-06 4.89e-19 1.52e-27 6.14e-27 
11366.65 1.00e+00 3.25e-08 1.59e-19 1.20e-28 4.99e-26 
12061.10 1.00e+00 7.76e-10 3.17e-20 3.76e-29 4.39e-26 
12793.43 1.00e+00 2.51e-11 6.03e-21 5.57e-30 9.95e-28 
13528.61 1.00e+00 1.01e-12 1.77e-21 1.10e-31 7.66e-31 
14194.74 1.00e+00 8.56e-14 8.09e-22 4.72e-32 4.72e-32 
14757.77 1.00e+00 1.78e-14 6.99e-22 2.88e-32 2.88e-32 
15240.48 1.00e+00 4.44e-15 5.25e-22 1.56e-32 1.56e-32 
15646.99 1.00e+00 1.14e-15 1.94e-22 7.88e-33 7.88e-33 
15960.30 1.00e+00 3.82e-16 7.76e-23 4.13e-33 4.13e-33 
16187.41 1.00e+00 2.27e-16 6.75e-23 3.19e-33 3.65e-33 
16354.17 1.00e+00 1.92e-16 9.64e-23 3.00e-33 3.00e-33 
16484.18 1.00e+00 2.04e-16 1.73e-22 3.30e-33 3.30e-33 
16593.12 1.00e+00 2.49e-16 2.79e-22 3.91e-33 3.91e-33 
16691.99 1.00e+00 2.96e-16 4.22e-22 4.50e-33 4.50e-33 
16788.59 1.00e+00 3.46e-16 7.99e-22 4.96e-33 4.96e-33 
16888.37 1.00e+00 4.09e-16 1.00e-21 5.39e-33 5.39e-33 
16998.79 1.00e+00 4.49e-16 1.22e-21 5.87e-33 5.87e-33 
17146.37 1.00e+00 3.74e-16 8.74e-22 6.46e-33 6.46e-33 
17415.23 1.00e+00 2.95e-16 5.44e-22 7.48e-33 1.07e-32 
17888.12 1.00e+00 8.08e-16 3.55e-21 8.81e-33 8.81e-33 
18532.37 1.00e+00 9.99e-16 3.97e-21 7.46e-33 7.46e-33 
19260.76 1.00e+00 1.18e-15 2.98e-21 4.35e-33 4.35e-33 
20034.10 1.00e+00 1.67e-15 1.72e-21 1.84e-33 1.84e-33 
20838.00 1.00e+00 2.08e-15 7.13e-22 5.78e-34 5.78e-34 
21647.97 1.00e+00 2.56e-15 6.76e-22 1.62e-34 1.62e-34 
22447.94 1.00e+00 3.22e-15 1.24e-22 6.48e-35 6.48e-35 
23245.88 1.00e+00 1.27e-15 8.39e-24 2.44e-34 2.62e-31 
24052.47 1.00e+00 5.19e-15 7.39e-23 2.39e-35 2.39e-35 
24867.72 1.00e+00 5.52e-15 2.86e-22 1.89e-35 1.89e-35 
25698.86 1.00e+00 6.29e-15 5.16e-23 1.75e-35 1.75e-35 
26587.16 1.00e+00 8.41e-15 7.93e-23 1.92e-35 1.92e-35 
27637.54 1.00e+00 8.62e-15 5.31e-22 2.60e-35 2.60e-35 
28986.97 1.00e+00 1.36e-14 3.94e-22 4.69e-35 4.69e-35 
#TIME: 34.78 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 4.87e-02 9.51e-01 1.43e-10 1.28e-23 2.46e-22 
999.11 4.83e-02 9.52e-01 1.54e-10 1.24e-23 2.02e-22 
1267.34 3.02e-02 9.70e-01 1.96e-10 1.47e-23 2.23e-22 
1514.05 2.96e-02 9.70e-01 2.28e-10 9.50e-24 1.04e-22 
1808.80 2.68e-02 9.73e-01 3.41e-10 7.56e-24 6.82e-23 
1919.29 2.29e-02 9.77e-01 3.75e-10 6.51e-24 6.31e-23 
2160.92 9.26e-03 9.91e-01 5.88e-10 6.14e-24 5.37e-23 
2292.92 6.11e-03 9.94e-01 7.18e-10 6.15e-24 4.90e-23 
2432.98 9.47e-03 9.91e-01 9.00e-10 4.13e-24 1.95e-23 
2581.60 7.42e-03 9.93e-01 1.12e-09 6.12e-24 3.73e-23 
2739.29 5.43e-03 9.95e-01 1.06e-09 4.43e-24 3.03e-23 
2906.62 5.65e-03 9.94e-01 1.02e-09 3.18e-24 2.32e-23 
3084.17 7.57e-03 9.92e-01 9.21e-10 2.06e-24 1.41e-23 
3272.56 8.67e-03 9.91e-01 8.27e-10 1.84e-24 1.37e-23 
3472.46 1.23e-02 9.88e-01 6.10e-10 1.21e-24 8.41e-24 
3684.57 1.52e-02 9.85e-01 3.94e-10 9.64e-25 8.77e-24 
3909.64 1.86e-02 9.81e-01 2.69e-10 1.11e-24 9.81e-24 
4148.46 2.52e-02 9.75e-01 1.50e-10 8.84e-25 9.03e-24 
4401.86 3.61e-02 9.64e-01 7.59e-11 8.11e-25 9.69e-24 
4670.75 4.86e-02 9.51e-01 3.38e-11 7.04e-25 9.12e-24 
4956.05 7.44e-02 9.26e-01 1.67e-11 9.62e-25 1.50e-23 
5258.79 5.90e-02 9.41e-01 8.54e-12 1.58e-24 2.48e-23 
5580.02 5.36e-02 9.46e-01 3.13e-12 2.25e-24 4.23e-23 
5920.87 4.40e-02 9.56e-01 1.08e-12 2.89e-24 5.69e-23 
6282.54 4.83e-02 9.52e-01 3.57e-13 3.09e-24 7.00e-23 
6666.30 3.51e-02 9.65e-01 9.70e-14 2.40e-24 6.64e-23 
7073.50 7.08e-02 9.29e-01 1.99e-14 1.16e-24 3.74e-23 
7505.58 1.47e-01 8.53e-01 2.78e-15 5.07e-25 2.56e-23 
7964.05 4.01e-01 5.99e-01 1.86e-16 1.21e-25 9.71e-24 
8450.53 9.70e-01 3.01e-02 1.48e-18 7.26e-27 1.19e-24 
8966.72 9.97e-01 2.74e-03 2.01e-19 1.39e-27 4.07e-26 
9514.44 9.93e-01 6.78e-03 7.88e-19 4.97e-28 6.48e-28 
10095.62 1.00e+00 6.32e-06 1.03e-18 4.62e-27 4.34e-25 
10712.30 1.00e+00 2.23e-07 4.72e-19 6.68e-28 1.01e-25 
11366.65 1.00e+00 6.00e-09 1.57e-19 2.23e-28 8.39e-26 
12061.10 1.00e+00 1.37e-10 3.29e-20 1.60e-29 1.86e-27 
12793.43 1.00e+00 4.35e-12 5.51e-21 1.82e-30 1.03e-28 
13528.61 1.00e+00 2.09e-13 1.62e-21 1.17e-31 1.17e-31 
14194.74 1.00e+00 2.07e-14 9.31e-22 5.02e-32 5.02e-32 
14757.77 1.00e+00 4.95e-15 9.31e-22 3.07e-32 3.07e-32 
15240.48 1.00e+00 1.10e-15 4.21e-22 1.65e-32 1.65e-32 
15646.99 1.00e+00 3.18e-16 2.27e-22 8.38e-33 8.38e-33 
15960.30 1.00e+00 1.69e-16 1.68e-22 4.40e-33 4.40e-33 
16187.41 1.00e+00 1.43e-16 1.59e-22 3.39e-33 3.39e-33 
16354.17 1.00e+00 1.66e-16 2.28e-22 3.20e-33 3.20e-33 
16484.18 1.00e+00 2.07e-16 3.87e-22 3.51e-33 3.51e-33 
16593.12 1.00e+00 2.66e-16 5.78e-22 4.16e-33 4.16e-33 
16691.99 1.00e+00 2.90e-16 7.34e-22 4.78e-33 4.78e-33 
16788.59 1.00e+00 3.21e-16 8.66e-22 5.28e-33 5.28e-33 
16888.37 1.00e+00 3.68e-16 1.02e-21 5.73e-33 5.73e-33 
16998.79 1.00e+00 4.47e-16 1.38e-21 6.24e-33 6.24e-33 
17146.37 1.00e+00 4.31e-16 1.80e-21 6.87e-33 6.87e-33 
17415.23 1.00e+00 5.72e-16 4.67e-21 7.96e-33 7.96e-33 
17888.12 1.00e+00 7.29e-16 3.41e-21 9.37e-33 9.37e-33 
18532.37 1.00e+00 9.29e-16 3.96e-21 7.93e-33 7.93e-33 
19260.76 1.00e+00 1.23e-15 3.43e-21 4.62e-33 4.62e-33 
20034.10 1.00e+00 1.33e-15 1.26e-21 1.96e-33 1.96e-33 
20838.00 1.00e+00 2.10e-15 8.05e-22 6.14e-34 6.14e-34 
21647.97 1.00e+00 1.90e-15 1.51e-22 5.20e-34 2.30e-32 
22447.94 1.00e+00 3.14e-15 1.39e-22 6.89e-35 6.89e-35 
23245.88 1.00e+00 4.12e-15 3.54e-22 3.80e-35 3.80e-35 
24052.47 1.00e+00 5.28e-15 9.56e-23 2.54e-35 2.54e-35 
24867.72 3.79e-02 9.62e-01 2.77e-09 1.05e-19 2.48e-16 
25698.86 1.00e+00 6.51e-15 8.87e-23 1.86e-35 1.86e-35 
26587.16 1.00e+00 7.74e-15 1.02e-22 2.04e-35 2.04e-35 
27637.54 1.00e+00 9.80e-15 2.24e-22 2.76e-35 2.76e-35 
28986.97 1.68e-01 8.32e-01 6.27e-09 3.83e-20 1.56e-18 
#TIME: 35.50 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 8.85e-02 9.11e-01 3.98e-11 1.26e-23 2.24e-22 
999.11 9.72e-02 9.03e-01 3.22e-11 8.16e-24 1.40e-22 
1267.34 9.81e-02 9.02e-01 3.29e-11 7.36e-24 1.09e-22 
1514.05 8.64e-02 9.14e-01 3.92e-11 4.39e-24 5.98e-23 
1808.80 3.33e-02 9.67e-01 7.27e-11 4.81e-24 5.89e-23 
1919.29 4.21e-02 9.58e-01 8.17e-11 4.59e-24 5.71e-23 
2160.92 2.32e-02 9.77e-01 1.25e-10 3.83e-24 3.82e-23 
2292.92 1.27e-02 9.87e-01 1.74e-10 4.16e-24 3.78e-23 
2432.98 1.82e-02 9.82e-01 2.01e-10 3.08e-24 3.74e-23 
2581.60 1.08e-02 9.89e-01 2.43e-10 2.78e-24 1.84e-23 
2739.29 8.33e-03 9.92e-01 2.54e-10 2.20e-24 1.56e-23 
2906.62 1.17e-02 9.88e-01 2.40e-10 1.76e-24 1.30e-23 
3084.17 1.18e-02 9.88e-01 2.40e-10 1.64e-24 1.46e-23 
3272.56 2.22e-02 9.78e-01 1.93e-10 1.01e-24 7.59e-24 
3472.46 2.04e-02 9.80e-01 1.61e-10 8.93e-25 8.11e-24 
3684.57 2.33e-02 9.77e-01 1.05e-10 6.76e-25 7.02e-24 
3909.64 3.65e-02 9.63e-01 6.96e-11 7.08e-25 7.21e-24 
4148.46 5.14e-02 9.49e-01 3.89e-11 6.45e-25 8.80e-24 
4401.86 5.33e-02 9.47e-01 1.93e-11 5.33e-25 7.05e-24 
4670.75 9.32e-02 9.07e-01 8.33e-12 5.24e-25 8.54e-24 
4956.05 1.00e-01 9.00e-01 4.02e-12 7.20e-25 1.28e-23 
5258.79 1.18e-01 8.82e-01 1.93e-12 1.00e-24 1.97e-23 
5580.02 4.98e-02 9.50e-01 7.75e-13 1.61e-24 3.70e-23 
5920.87 6.96e-02 9.30e-01 2.57e-13 2.14e-24 5.94e-23 
6282.54 5.11e-02 9.49e-01 7.83e-14 2.23e-24 7.22e-23 
6666.30 8.58e-02 9.14e-01 1.92e-14 1.46e-24 5.41e-23 
7073.50 1.03e-01 8.97e-01 3.27e-15 5.12e-25 2.47e-23 
7505.58 3.72e-01 6.28e-01 3.16e-16 1.57e-25 9.93e-24 
7964.05 9.86e-01 1.40e-02 1.04e-18 2.95e-27 3.76e-25 
8450.53 8.83e-01 1.17e-01 6.12e-17 6.11e-24 5.60e-21 
8966.72 1.00e+00 3.50e-04 1.44e-18 2.97e-25 6.71e-22 
9514.44 1.00e+00 2.93e-05 3.56e-20 4.12e-28 1.22e-24 
10095.62 1.00e+00 1.23e-06 9.53e-19 1.69e-27 2.11e-25 
10712.30 1.00e+00 3.91e-08 4.22e-19 1.44e-28 3.66e-26 
11366.65 1.00e+00 9.92e-10 1.39e-19 6.43e-29 7.97e-27 
12061.10 1.00e+00 2.41e-11 3.25e-20 1.89e-29 3.19e-27 
12793.43 1.00e+00 8.23e-13 5.74e-21 5.18e-31 5.18e-31 
13528.61 1.00e+00 4.49e-14 1.70e-21 1.25e-31 1.51e-31 
14194.74 1.00e+00 4.78e-15 9.42e-22 5.34e-32 5.34e-32 
14757.77 1.00e+00 1.35e-15 1.04e-21 3.26e-32 3.26e-32 
15240.48 1.00e+00 3.32e-16 6.52e-22 1.76e-32 1.76e-32 
15646.99 1.00e+00 1.69e-16 4.27e-22 8.91e-33 8.91e-33 
15960.30 1.00e+00 1.42e-16 3.09e-22 4.67e-33 4.67e-33 
16187.41 1.00e+00 1.62e-16 3.51e-22 3.60e-33 3.60e-33 
16354.17 1.00e+00 1.52e-16 2.60e-22 3.40e-33 3.40e-33 
16484.18 1.00e+00 2.04e-16 4.00e-22 3.74e-33 3.74e-33 
16593.12 1.00e+00 2.32e-16 5.14e-22 4.43e-33 4.43e-33 
16691.99 1.00e+00 2.49e-16 5.88e-22 5.09e-33 5.09e-33 
16788.59 1.00e+00 2.84e-16 7.70e-22 5.61e-33 5.61e-33 
16888.37 1.00e+00 3.31e-16 1.07e-21 6.09e-33 6.09e-33 
16998.79 1.00e+00 3.77e-16 1.24e-21 6.63e-33 6.63e-33 
17146.37 1.00e+00 4.47e-16 1.90e-21 7.30e-33 7.30e-33 
17415.23 1.00e+00 5.25e-16 2.36e-21 8.46e-33 8.46e-33 
17888.12 1.00e+00 7.40e-16 4.36e-21 9.96e-33 9.96e-33 
18532.37 1.00e+00 8.35e-16 3.74e-21 8.44e-33 8.44e-33 
19260.76 1.00e+00 1.18e-15 3.37e-21 4.92e-33 4.92e-33 
20034.10 1.00e+00 1.43e-15 2.03e-21 2.08e-33 2.08e-33 
20838.00 1.00e+00 1.83e-15 6.75e-22 6.53e-34 6.53e-34 
21647.97 1.00e+00 4.82e-16 1.51e-23 1.83e-34 1.83e-34 
22447.94 1.00e+00 3.05e-15 1.46e-22 7.33e-35 7.33e-35 
23245.88 1.00e+00 4.16e-15 1.17e-22 4.04e-35 4.04e-35 
24052.47 1.00e+00 5.32e-15 1.04e-22 2.70e-35 2.70e-35 
24867.72 1.00e+00 6.45e-15 3.41e-35 2.13e-35 2.13e-35 
25698.86 1.00e+00 9.09e-15 1.81e-22 1.98e-35 1.98e-35 
26587.16 1.00e+00 1.21e-14 3.03e-22 2.17e-35 2.17e-35 
27637.54 1.00e+00 1.34e-14 4.07e-22 2.94e-35 2.94e-35 
28986.97 1.00e+00 1.92e-14 8.47e-35 5.30e-35 5.30e-35 
#TIME: 36.23 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 1.69e-01 8.31e-01 8.09e-12 6.35e-24 9.74e-23 
999.11 2.08e-01 7.92e-01 5.13e-12 4.26e-24 9.23e-23 
1267.34 1.90e-01 8.10e-01 6.40e-12 5.69e-24 1.42e-22 
1514.05 1.40e-01 8.60e-01 7.31e-12 3.05e-24 7.09e-23 
1808.80 4.93e-02 9.51e-01 1.34e-11 2.86e-24 4.35e-23 
1919.29 5.49e-02 9.45e-01 1.67e-11 2.92e-24 4.06e-23 
2160.92 7.28e-02 9.27e-01 2.83e-11 2.63e-24 3.34e-23 
2292.92 2.20e-02 9.78e-01 3.37e-11 2.16e-24 2.41e-23 
2432.98 1.31e-02 9.87e-01 4.35e-11 2.02e-24 2.65e-23 
2581.60 2.74e-02 9.73e-01 4.64e-11 1.37e-24 1.62e-23 
2739.29 1.38e-02 9.86e-01 5.67e-11 1.59e-24 1.94e-23 
2906.62 2.39e-02 9.76e-01 5.30e-11 1.03e-24 1.16e-23 
3084.17 1.93e-02 9.81e-01 5.56e-11 8.75e-25 8.09e-24 
3272.56 3.26e-02 9.67e-01 4.71e-11 6.63e-25 7.81e-24 
3472.46 3.53e-02 9.65e-01 3.67e-11 4.67e-25 5.00e-24 
3684.57 4.03e-02 9.60e-01 2.62e-11 4.60e-25 5.90e-24 
3909.64 4.48e-02 9.55e-01 1.63e-11 4.44e-25 6.20e-24 
4148.46 7.63e-02 9.24e-01 9.07e-12 4.30e-25 6.99e-24 
4401.86 1.03e-01 8.97e-01 4.52e-12 3.72e-25 6.65e-24 
4670.75 1.47e-01 8.53e-01 1.85e-12 2.82e-25 5.36e-24 
4956.05 2.10e-01 7.90e-01 8.39e-13 4.10e-25 8.54e-24 
5258.79 1.14e-01 8.86e-01 4.72e-13 8.23e-25 2.23e-23 
5580.02 9.64e-02 9.04e-01 1.68e-13 1.07e-24 2.91e-23 
5920.87 9.66e-02 9.03e-01 5.25e-14 1.23e-24 3.82e-23 
6282.54 8.19e-02 9.18e-01 1.58e-14 1.46e-24 5.40e-23 
6666.30 9.59e-02 9.04e-01 3.37e-15 7.40e-25 3.53e-23 
7073.50 3.84e-01 6.16e-01 3.57e-16 2.16e-25 1.80e-23 
7505.58 7.21e-01 2.79e-01 3.35e-17 9.39e-26 1.46e-23 
7964.05 9.76e-01 2.39e-02 4.39e-17 1.10e-23 4.47e-20 
8450.53 9.99e-01 6.38e-04 9.33e-20 2.47e-28 2.47e-28 
8966.72 1.00e+00 8.32e-05 2.98e-18 4.39e-26 3.60e-25 
9514.44 1.00e+00 5.67e-06 1.63e-18 2.75e-25 7.41e-22 
10095.62 1.00e+00 2.30e-07 9.31e-19 1.20e-27 3.04e-25 
10712.30 1.00e+00 6.74e-09 4.20e-19 1.18e-27 1.02e-24 
11366.65 1.00e+00 1.57e-10 1.31e-19 3.59e-29 1.01e-26 
12061.10 1.00e+00 3.96e-12 2.84e-20 3.30e-30 3.30e-30 
12793.43 1.00e+00 1.65e-13 5.97e-21 5.51e-31 5.51e-31 
13528.61 1.00e+00 1.05e-14 1.94e-21 1.33e-31 1.33e-31 
14194.74 1.00e+00 1.51e-15 1.65e-21 5.68e-32 5.68e-32 
14757.77 1.00e+00 2.78e-16 6.93e-22 3.47e-32 3.49e-32 
15240.48 1.00e+00 2.07e-16 1.38e-21 1.87e-32 1.87e-32 
15646.99 1.00e+00 1.55e-16 7.47e-22 9.47e-33 9.47e-33 
15960.30 1.00e+00 1.49e-16 4.53e-22 4.97e-33 4.97e-33 
16187.41 1.00e+00 1.43e-16 2.86e-22 3.83e-33 3.83e-33 
16354.17 1.00e+00 1.55e-16 3.38e-22 3.61e-33 3.61e-33 
16484.18 1.00e+00 1.86e-16 3.89e-22 3.97e-33 3.97e-33 
16593.12 1.00e+00 2.48e-16 6.47e-22 4.71e-33 4.71e-33 
16691.99 1.00e+00 2.79e-16 9.36e-22 5.41e-33 5.41e-33 
16788.59 1.00e+00 2.71e-16 8.76e-22 5.97e-33 5.97e-33 
16888.37 1.00e+00 3.35e-16 1.29e-21 6.48e-33 6.48e-33 
16998.79 1.00e+00 3.77e-16 1.52e-21 7.05e-33 7.05e-33 
17146.37 1.00e+00 4.28e-16 1.86e-21 7.76e-33 7.76e-33 
17415.23 1.00e+00 5.28e-16 2.75e-21 9.00e-33 9.00e-33 
17888.12 1.00e+00 6.98e-16 4.23e-21 1.06e-32 1.06e-32 
18532.37 1.00e+00 8.94e-16 5.29e-21 8.97e-33 8.97e-33 
19260.76 1.00e+00 1.09e-15 3.27e-21 5.23e-33 5.23e-33 
20034.10 1.00e+00 1.50e-15 2.22e-21 2.22e-33 2.22e-33 
20838.00 1.00e+00 1.96e-15 9.72e-22 6.94e-34 6.94e-34 
21647.97 1.00e+00 4.01e-16 4.55e-23 1.95e-34 1.95e-34 
22447.94 1.00e+00 2.76e-15 1.35e-22 7.79e-35 7.79e-35 
23245.88 1.00e+00 3.99e-15 1.16e-22 4.30e-35 4.30e-35 
24052.47 1.00e+00 1.40e-15 7.98e-24 2.87e-35 2.87e-35 
24867.72 1.00e+00 6.59e-15 1.16e-22 2.27e-35 2.27e-35 
25698.86 1.00e+00 6.24e-15 6.85e-23 2.10e-35 2.10e-35 
26587.16 1.00e+00 1.65e-15 4.13e-24 2.56e-35 3.24e-31 
27637.54 1.00e+00 1.11e-14 2.26e-22 3.12e-35 3.12e-35 
28986.97 1.00e+00 1.71e-14 7.00e-22 5.64e-35 5.64e-35 
#TIME: 36.98 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 2.87e-01 7.13e-01 1.88e-12 4.70e-24 1.20e-22 
999.11 2.48e-01 7.52e-01 1.12e-12 3.95e-24 1.34e-22 
1267.34 3.48e-01 6.52e-01 1.08e-12 3.31e-24 8.62e-23 
1514.05 3.39e-01 6.61e-01 1.18e-12 1.78e-24 5.04e-23 
1808.80 2.80e-01 7.20e-01 2.14e-12 1.55e-24 3.20e-23 
1919.29 2.17e-01 7.83e-01 3.22e-12 1.85e-24 3.43e-23 
2160.92 7.52e-02 9.25e-01 5.48e-12 1.51e-24 2.29e-23 
2292.92 5.39e-02 9.46e-01 8.04e-12 1.64e-24 2.80e-23 
2432.98 8.20e-02 9.18e-01 9.41e-12 1.42e-24 2.30e-23 
2581.60 4.01e-02 9.60e-01 1.00e-11 1.11e-24 2.19e-23 
2739.29 2.55e-02 9.74e-01 1.34e-11 1.09e-24 1.50e-23 
2906.62 2.32e-02 9.77e-01 1.23e-11 7.10e-25 1.14e-23 
3084.17 2.41e-02 9.76e-01 1.22e-11 5.62e-25 8.21e-24 
3272.56 3.43e-02 9.66e-01 1.04e-11 3.67e-25 5.48e-24 
3472.46 5.03e-02 9.50e-01 8.97e-12 3.50e-25 6.06e-24 
3684.57 5.78e-02 9.42e-01 6.07e-12 3.24e-25 5.25e-24 
3909.64 7.92e-02 9.21e-01 3.79e-12 3.21e-25 6.27e-24 
4148.46 1.32e-01 8.68e-01 2.10e-12 3.02e-25 6.39e-24 
4401.86 2.18e-01 7.82e-01 9.48e-13 2.24e-25 4.93e-24 
4670.75 1.87e-01 8.13e-01 4.14e-13 2.30e-25 7.01e-24 
4956.05 2.43e-01 7.57e-01 1.71e-13 2.57e-25 8.06e-24 
5258.79 1.71e-01 8.29e-01 9.87e-14 5.13e-25 1.41e-23 
5580.02 1.45e-01 8.55e-01 3.29e-14 5.89e-25 1.98e-23 
5920.87 1.39e-01 8.61e-01 9.73e-15 7.75e-25 3.40e-23 
6282.54 2.68e-01 7.32e-01 2.12e-15 5.25e-25 2.30e-23 
6666.30 3.65e-01 6.35e-01 3.87e-16 2.97e-25 2.10e-23 
7073.50 9.44e-01 5.63e-02 8.30e-18 2.92e-26 4.35e-24 
7505.58 9.36e-01 6.42e-02 9.25e-18 1.27e-25 2.48e-23 
7964.05 9.99e-01 1.08e-03 1.25e-18 4.36e-27 3.55e-27 
8450.53 1.00e+00 1.58e-04 4.75e-18 2.19e-24 3.60e-20 
8966.72 1.00e+00 1.75e-05 2.76e-18 1.15e-26 5.05e-25 
9514.44 1.00e+00 1.06e-06 1.62e-18 4.55e-27 1.42e-26 
10095.62 1.00e+00 3.84e-08 8.24e-19 3.56e-28 9.26e-26 
10712.30 1.00e+00 1.06e-09 3.79e-19 6.40e-29 4.30e-27 
11366.65 1.00e+00 2.51e-11 1.29e-19 1.66e-29 1.18e-27 
12061.10 1.00e+00 6.84e-13 2.94e-20 3.51e-30 9.31e-28 
12793.43 1.00e+00 3.28e-14 6.12e-21 5.86e-31 5.86e-31 
13528.61 1.00e+00 2.53e-15 2.22e-21 1.41e-31 1.41e-31 
14194.74 1.00e+00 3.04e-16 9.78e-22 6.04e-32 6.04e-32 
14757.77 1.00e+00 2.11e-16 3.34e-21 3.69e-32 3.69e-32 
15240.48 1.00e+00 1.58e-16 1.49e-21 1.99e-32 1.99e-32 
15646.99 1.00e+00 1.75e-16 1.23e-21 1.01e-32 1.01e-32 
15960.30 1.00e+00 1.38e-16 4.16e-22 5.29e-33 5.29e-33 
16187.41 1.00e+00 1.39e-16 3.25e-22 4.08e-33 4.08e-33 
16354.17 1.00e+00 1.53e-16 3.44e-22 3.84e-33 3.84e-33 
16484.18 1.00e+00 1.80e-16 4.23e-22 4.22e-33 4.22e-33 
16593.12 1.00e+00 2.13e-16 5.66e-22 5.01e-33 5.01e-33 
16691.99 1.00e+00 2.52e-16 8.03e-22 5.75e-33 5.75e-33 
16788.59 1.00e+00 2.96e-16 1.21e-21 6.34e-33 6.34e-33 
16888.37 1.00e+00 3.29e-16 1.32e-21 6.89e-33 6.89e-33 
16998.79 1.00e+00 3.74e-16 1.63e-21 7.50e-33 7.50e-33 
17146.37 1.00e+00 4.14e-16 1.99e-21 8.25e-33 8.25e-33 
17415.23 1.00e+00 4.90e-16 2.69e-21 9.57e-33 9.57e-33 
17888.12 1.00e+00 7.12e-16 4.90e-21 1.13e-32 1.13e-32 
18532.37 1.00e+00 8.49e-16 4.73e-21 9.54e-33 9.54e-33 
19260.76 1.00e+00 9.88e-16 3.19e-21 5.56e-33 5.56e-33 
20034.10 1.00e+00 1.50e-15 2.29e-21 2.36e-33 2.36e-33 
20838.00 1.00e+00 1.80e-15 8.48e-22 7.38e-34 7.38e-34 
21647.97 1.00e+00 2.25e-15 1.85e-21 2.07e-34 2.07e-34 
22447.94 1.00e+00 2.87e-15 1.84e-22 8.29e-35 8.29e-35 
23245.88 1.00e+00 3.86e-15 1.24e-22 4.57e-35 4.57e-35 
24052.47 1.00e+00 5.12e-15 4.32e-22 3.05e-35 3.05e-35 
24867.72 1.00e+00 6.72e-15 1.23e-22 2.41e-35 2.41e-35 
25698.86 1.00e+00 8.69e-15 2.02e-22 2.23e-35 2.23e-35 
26587.16 1.00e+00 6.87e-15 5.56e-22 2.46e-35 2.46e-35 
27637.54 1.00e+00 5.46e-15 7.33e-23 3.32e-35 3.32e-35 
28986.97 1.00e+00 8.58e-15 2.14e-22 5.99e-35 5.99e-35 
#TIME: 37.74 
#NVEL: 67 
