#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8 cr9
1.1677e+04 1.0397e-05 9.9583e-01 4.1601e-03 7.3483e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.8425e-05 9.9905e-01 9.2965e-04 8.4695e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 3.2521e-05 9.9975e-01 2.1662e-04 1.1519e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 5.6540e-05 9.9989e-01 4.8625e-05 1.3586e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 8.2767e-05 9.9990e-01 1.2852e-05 2.2159e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.1617e-04 9.9988e-01 3.9692e-06 5.9178e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 2.0237e-04 9.9980e-01 7.0255e-07 3.1217e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 4.7628e-04 9.9952e-01 5.1810e-08 1.2191e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.2308e-03 9.9877e-01 3.0183e-09 2.4452e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 3.2504e-03 9.9675e-01 1.5783e-10 3.5377e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 7.0024e-03 9.9300e-01 1.3230e-11 1.9898e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.6220e-02 9.8378e-01 9.1069e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 2.9666e-02 9.7033e-01 1.1853e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 5.1454e-02 9.4855e-01 1.6270e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 7.3590e-02 9.2641e-01 3.1628e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 9.4181e-02 9.0582e-01 7.8240e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 9.9541e-02 9.0046e-01 4.0999e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 8.4690e-02 9.1531e-01 4.7565e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 8.0110e-02 9.1989e-01 3.3987e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.1048e-01 8.8952e-01 5.8555e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.3974e-01 8.6026e-01 1.3495e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 2.2345e-01 7.7655e-01 1.1122e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 2.3392e-01 7.6608e-01 2.2487e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 3.0481e-01 6.9519e-01 1.0781e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 7.9147e-02 9.2085e-01 1.5086e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.2418e-01 8.7582e-01 5.4342e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 7.8044e-02 9.2196e-01 6.2047e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 5.5809e-02 9.4419e-01 5.9720e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 2.7240e-01 7.2760e-01 5.6777e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 4.5768e-02 9.5423e-01 1.1549e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 3.0224e-01 6.9776e-01 6.5559e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.3996e-04 9.9986e-01 3.8523e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 4.2819e-02 9.5718e-01 2.0262e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 9.9583e-04 9.9900e-01 6.2628e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 6.6822e-05 9.9993e-01 2.9643e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 2.2530e-03 9.9775e-01 1.7687e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 7.1021e-03 9.9290e-01 3.6118e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 2.7476e-01 7.2524e-01 1.0400e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 8.0780e-01 1.9220e-01 3.7946e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.6279e-01 8.3721e-01 2.1444e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 8.3130e-01 1.6870e-01 7.1344e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 3.8844e-04 9.9961e-01 5.1038e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.5111e-01 8.4889e-01 4.7736e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 4.2614e-06 1.0000e+00 1.1953e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 8.2952e-02 9.1705e-01 1.0472e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 4.1247e-04 9.9959e-01 4.3369e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 2.1488e-02 9.7851e-01 2.5520e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.8651e-03 9.9813e-01 2.4332e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 9.5183e-01 4.8169e-02 7.4758e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 7.9659e-01 2.0341e-01 9.6314e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 9.6519e-01 3.4806e-02 7.9329e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 9.8903e-01 1.0975e-02 7.5647e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 2.8527e-03 9.9715e-01 4.4659e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 9.3114e-01 6.8864e-02 1.9597e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 4.5825e-01 5.4175e-01 8.3385e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 2.9307e-01 7.0693e-01 4.0216e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 3.2680e-01 6.7320e-01 1.6882e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 9.2856e-02 9.0714e-01 8.1796e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 2.1716e-01 7.8284e-01 3.8045e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 2.3340e-01 7.6660e-01 2.5310e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 9.4964e-13 1.6086e-01 8.3914e-01 2.7665e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 4.5518e-13 9.9500e-02 9.0050e-01 8.0324e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 2.3908e-14 1.3013e-02 9.8699e-01 4.5898e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 3.2692e-14 1.6252e-02 9.8375e-01 2.9777e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 3.5436e-06 1.0000e+00 2.0911e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 4.7106
#NVEL: 115
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8 cr9
4.2577e+02 1.1259e-26 1.7251e-16 3.7013e-08 1.5132e-02 9.8329e-01 1.5781e-03 2.4423e-10 6.8996e-30 0.0000e+00 0.0000e+00
8.5779e+02 1.5508e-20 3.9798e-12 1.6494e-05 2.1521e-01 7.8465e-01 1.2953e-04 3.9510e-12 1.7609e-31 0.0000e+00 0.0000e+00
8.7843e+02 2.8259e-22 1.0924e-13 7.9208e-07 3.5616e-02 9.6173e-01 2.6525e-03 3.2295e-09 9.3504e-26 0.0000e+00 0.0000e+00
9.1772e+02 8.3461e-24 4.8245e-15 5.6835e-08 7.0530e-03 9.6726e-01 2.5688e-02 5.9513e-07 2.9271e-21 1.0742e-39 0.0000e+00
9.7304e+02 1.7314e-24 1.2021e-15 1.7478e-08 3.3561e-03 9.3068e-01 6.5960e-02 5.4701e-06 2.4835e-19 1.1860e-36 0.0000e+00
1.0350e+03 1.0585e-24 7.7734e-16 1.2043e-08 2.6418e-03 9.1001e-01 8.7337e-02 1.0743e-05 9.7115e-19 1.0273e-35 0.0000e+00
1.1000e+03 8.5258e-25 6.4179e-16 1.0224e-08 2.3761e-03 8.9920e-01 9.8413e-02 1.4358e-05 1.7482e-18 2.6084e-35 0.0000e+00
1.1690e+03 5.6963e-25 4.4896e-16 7.5295e-09 1.9464e-03 8.7592e-01 1.2211e-01 2.4394e-05 5.1397e-18 1.4444e-34 0.0000e+00
1.2425e+03 2.3421e-25 2.0219e-16 3.7581e-09 1.2205e-03 8.0567e-01 1.9303e-01 7.8275e-05 5.7406e-17 6.8272e-33 0.0000e+00
1.3205e+03 4.3926e-26 4.3606e-17 9.5031e-10 4.5778e-04 6.0516e-01 3.9379e-01 5.9591e-04 4.5878e-15 8.3281e-30 0.0000e+00
1.4033e+03 4.1071e-27 4.8563e-18 1.2869e-10 9.9462e-05 3.0817e-01 6.8647e-01 5.2564e-03 7.3669e-13 3.8662e-26 7.1466e-44
1.4915e+03 3.5095e-28 4.9967e-19 1.6225e-11 1.9202e-05 1.2744e-01 8.4559e-01 2.6959e-02 4.7604e-11 4.6910e-23 2.3088e-39
1.5852e+03 3.3755e-29 5.8052e-20 2.3148e-12 3.9800e-06 5.0952e-02 8.5781e-01 9.1234e-02 1.3399e-09 1.5247e-20 1.1612e-35
1.6847e+03 2.6231e-30 5.5266e-21 2.7548e-13 6.8725e-07 1.6999e-02 7.2661e-01 2.5639e-01 3.0803e-08 3.9608e-18 4.5446e-32
1.7904e+03 1.5180e-31 3.9438e-22 2.4877e-14 8.9296e-08 4.2519e-03 4.6049e-01 5.3526e-01 5.1960e-07 7.4317e-16 1.2606e-28
1.9028e+03 7.0392e-33 2.2542e-23 1.8099e-15 9.1548e-09 8.1566e-04 2.1567e-01 7.8351e-01 5.5979e-06 7.9821e-14 1.7686e-25
2.0223e+03 2.8406e-34 1.1149e-24 1.1425e-16 7.9816e-10 1.3052e-04 8.2789e-02 9.1703e-01 4.6566e-05 6.3570e-12 1.7584e-22
2.1493e+03 1.0030e-35 4.9154e-26 6.6058e-18 6.4009e-11 1.9179e-05 2.9117e-02 9.7053e-01 3.3812e-04 4.2241e-10 1.3825e-19
2.2843e+03 3.8635e-37 2.3608e-27 4.1858e-19 5.5410e-12 2.9519e-06 1.0357e-02 9.8748e-01 2.1584e-03 2.2215e-08 7.6402e-17
2.4277e+03 2.6139e-38 1.9226e-28 4.3296e-20 7.4011e-13 6.2842e-07 4.3852e-03 9.8596e-01 9.6523e-03 5.5487e-07 1.2988e-14
2.5802e+03 3.9228e-39 3.2994e-29 8.8499e-21 1.8132e-13 2.1227e-07 2.3883e-03 9.7092e-01 2.6686e-02 5.0070e-06 4.3777e-13
2.7422e+03 1.5818e-39 1.4435e-29 4.2697e-21 9.6610e-14 1.3154e-07 1.8280e-03 9.5807e-01 4.0086e-02 1.2118e-05 1.7959e-12
2.9144e+03 2.1830e-39 2.0296e-29 6.0137e-21 1.3609e-13 1.7560e-07 2.1719e-03 9.6881e-01 2.9010e-02 5.9155e-06 5.6087e-13
3.0973e+03 1.6941e-38 1.4652e-28 3.8066e-20 7.4729e-13 6.7880e-07 4.6955e-03 9.8803e-01 7.2767e-03 2.9196e-07 4.4600e-15
3.2918e+03 1.5695e-36 1.1324e-26 2.2141e-18 3.0878e-11 1.2512e-05 2.4184e-02 9.7546e-01 3.4199e-04 4.0320e-10 1.1760e-19
3.4986e+03 4.9122e-34 2.6750e-24 3.6254e-16 3.0353e-09 4.2158e-04 1.6427e-01 8.3530e-01 6.9784e-06 1.0918e-13 2.5085e-25
3.7182e+03 2.4705e-31 8.2234e-22 6.4710e-14 2.5366e-07 9.7625e-03 6.4337e-01 3.4687e-01 6.1771e-08 1.1646e-17 1.9405e-31
3.9517e+03 1.5710e-28 3.0849e-19 1.3700e-11 2.0022e-05 1.4007e-01 8.3925e-01 2.0660e-02 1.6766e-11 6.2996e-24 1.0006e-40
4.1999e+03 1.1772e-25 1.6278e-16 4.6958e-09 1.7316e-03 8.8678e-01 1.1147e-01 1.5712e-05 1.0564e-18 7.1064e-36 0.0000e+00
4.4636e+03 1.2176e-23 1.1697e-14 2.0559e-07 1.9679e-02 9.7609e-01 4.2312e-03 6.8544e-09 1.5476e-25 0.0000e+00 0.0000e+00
4.7438e+03 6.3186e-22 4.1524e-13 4.2754e-06 1.2352e-01 8.7623e-01 2.4504e-04 1.0913e-11 4.4150e-31 0.0000e+00 0.0000e+00
5.0416e+03 8.2355e-21 4.1895e-12 2.9142e-05 3.5804e-01 6.4191e-01 2.5924e-05 9.1454e-14 4.2931e-35 0.0000e+00 0.0000e+00
5.3582e+03 2.5490e-20 1.1752e-11 6.8023e-05 5.3715e-01 4.6277e-01 6.5587e-06 5.7944e-15 2.3159e-37 0.0000e+00 0.0000e+00
5.6947e+03 4.4203e-20 1.9845e-11 1.0540e-04 6.4464e-01 3.5525e-01 2.6179e-06 9.6273e-16 7.8650e-39 0.0000e+00 0.0000e+00
6.0522e+03 7.5627e-20 3.2944e-11 1.5920e-04 7.4334e-01 2.5650e-01 9.5444e-07 1.4069e-16 2.2014e-40 0.0000e+00 0.0000e+00
6.4323e+03 1.4887e-19 6.2453e-11 2.6452e-04 8.4759e-01 1.5214e-01 2.1787e-07 8.9456e-18 1.3859e-42 0.0000e+00 0.0000e+00
6.8362e+03 3.6253e-19 1.4335e-10 4.9825e-04 9.3295e-01 6.6551e-02 2.4872e-08 1.6978e-19 1.4013e-45 0.0000e+00 0.0000e+00
7.2654e+03 1.1727e-18 4.1329e-10 1.0673e-03 9.7774e-01 2.1194e-02 1.4294e-09 1.0077e-21 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 5.8780e-18 1.7152e-09 2.8615e-03 9.9272e-01 4.4223e-03 3.1334e-11 1.1319e-24 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 6.5737e-17 1.4374e-08 1.2200e-02 9.8738e-01 4.1865e-04 1.0513e-13 4.6857e-29 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 3.9765e-15 5.5493e-07 1.4243e-01 8.5757e-01 5.3481e-06 3.2836e-18 5.2911e-37 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 6.0748e-13 3.4978e-05 9.4648e-01 5.3482e-02 1.8833e-10 2.8673e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.1785e-11 2.8766e-04 9.9879e-01 9.1956e-04 4.7412e-15 7.2058e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.0694e-10 1.4192e-03 9.9855e-01 3.4478e-05 9.2147e-19 7.9874e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 7.0489e-10 5.6021e-03 9.9440e-01 1.9978e-06 5.5151e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 4.9543e-09 2.2661e-02 9.7734e-01 1.1164e-07 3.1383e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 4.6906e-08 1.0674e-01 8.9326e-01 4.1134e-09 7.1827e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 4.2039e-07 4.3282e-01 5.6718e-01 7.1000e-11 4.1438e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 2.0928e-06 8.6082e-01 1.3918e-01 3.1746e-13 3.3717e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 5.2275e-06 9.7665e-01 2.3350e-02 1.2999e-15 3.7975e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 9.9206e-06 9.9566e-01 4.3291e-03 7.8741e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.7511e-05 9.9901e-01 9.7062e-04 9.1231e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 3.1307e-05 9.9975e-01 2.1847e-04 1.1193e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 5.3922e-05 9.9990e-01 5.0132e-05 1.4071e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 7.3566e-05 9.9991e-01 1.5701e-05 3.7505e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0787e-04 9.9989e-01 4.3680e-06 7.4061e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.8004e-04 9.9982e-01 8.5813e-07 5.2801e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 3.8851e-04 9.9961e-01 7.8054e-08 3.7681e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 9.9985e-04 9.9900e-01 4.6477e-09 8.0896e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 2.7446e-03 9.9726e-01 2.2494e-10 9.4433e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 5.5249e-03 9.9448e-01 2.2694e-11 9.1084e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.1759e-02 9.8824e-01 1.9770e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.8439e-02 9.8156e-01 4.0821e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 3.2139e-02 9.6786e-01 6.1482e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 4.4099e-02 9.5590e-01 1.5113e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 5.7453e-02 9.4255e-01 3.8878e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 7.0358e-02 9.2964e-01 1.2707e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 8.1849e-02 9.1815e-01 4.8936e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0232e-01 8.9768e-01 1.3145e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0433e-01 8.9567e-01 6.5575e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.1961e-01 8.8039e-01 2.1476e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.2466e-01 8.7534e-01 8.4088e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.4416e-01 8.5584e-01 1.1502e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 7.0445e-02 9.2955e-01 1.3835e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.9195e-01 8.0805e-01 7.8648e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 4.6998e-02 9.5300e-01 1.1346e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.1494e-01 8.8506e-01 1.5134e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.1512e-01 8.8488e-01 4.4229e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.4811e-04 9.9985e-01 2.8212e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.2678e-01 8.7322e-01 3.1138e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
