#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6
1.1784e+04 3.7973e-05 9.9727e-01 2.6898e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 7.4538e-05 9.9925e-01 6.7134e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.4470e-04 9.9969e-01 1.6330e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 2.2112e-04 9.9973e-01 5.3713e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 3.7342e-04 9.9961e-01 1.5131e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 7.6268e-04 9.9923e-01 2.8864e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 2.0953e-03 9.9790e-01 2.8118e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 6.9349e-03 9.9307e-01 1.8702e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 2.5023e-02 9.7498e-01 9.6278e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 7.0213e-02 9.2979e-01 7.4266e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.3473e-01 8.6527e-01 1.1723e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 2.8694e-01 7.1306e-01 1.0195e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 4.4143e-01 5.5857e-01 1.4287e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 5.7317e-01 4.2683e-01 2.3664e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 5.9912e-01 4.0088e-01 1.2400e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 7.1958e-01 2.8042e-01 1.8008e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 7.4666e-01 2.5334e-01 9.0499e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 8.2692e-01 1.7308e-01 1.4716e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 8.3468e-01 1.6532e-01 8.7747e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 8.2198e-01 1.7802e-01 8.0496e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 9.0137e-01 9.8630e-02 6.4170e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 9.2638e-01 7.3625e-02 9.9522e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 6.9811e-01 3.0189e-01 3.6910e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 9.3142e-01 6.8582e-02 5.8779e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 9.0076e-01 9.9235e-02 5.3814e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 9.3156e-01 6.8442e-02 5.8338e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 9.1678e-01 8.3222e-02 4.9374e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 9.7971e-01 2.0287e-02 2.3461e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 6.2648e-01 3.7352e-01 4.0194e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 9.5868e-01 4.1324e-02 7.0604e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.9551e-03 9.9804e-01 8.5353e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.3434e-01 8.6566e-01 6.1090e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 2.8115e-03 9.9719e-01 1.6678e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 2.0159e-04 9.9980e-01 1.8929e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 7.1834e-01 2.8166e-01 8.0209e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 2.5849e-02 9.7415e-01 4.6074e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 9.9854e-01 1.4564e-03 1.3715e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 9.9654e-01 3.4558e-03 1.2173e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 9.9942e-01 5.8012e-04 4.0760e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 9.9394e-01 6.0645e-03 3.0298e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.2308e-03 9.9877e-01 3.3199e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 6.9698e-01 3.0302e-01 7.1051e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 2.0495e-05 9.9998e-01 6.0044e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 4.3899e-01 5.6101e-01 7.8072e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 9.9999e-01 8.5476e-06 1.1801e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 9.9998e-01 2.1614e-05 1.4592e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.1035e-02 9.8897e-01 4.0840e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 9.9862e-01 1.3809e-03 1.7893e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 9.8937e-01 1.0626e-02 5.5436e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 9.9909e-01 9.0535e-04 2.4710e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 9.9991e-01 8.9586e-05 1.7916e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 2.3376e-02 9.7662e-01 1.3844e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 9.9861e-01 1.3875e-03 3.1018e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 9.9185e-01 8.1514e-03 4.4360e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 9.8691e-01 1.3088e-02 1.3675e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 9.7056e-01 2.9439e-02 1.2509e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 9.3454e-01 6.5465e-02 1.2666e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 9.3012e-01 6.9877e-02 1.2499e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 9.3458e-01 6.5419e-02 9.0565e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.9357e-14 2.8718e-03 9.9713e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 7.1884e-15 1.5177e-03 9.9848e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 3.8033e-17 4.9038e-05 9.9995e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.6355e-17 2.8290e-05 9.9997e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.3061e-05 9.9999e-01 2.5354e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 4.6145
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6
4.2577e+02 3.2628e-18 4.2684e-09 9.9933e-01 6.6685e-04 1.8113e-13 7.6740e-30 0.0000e+00
8.5779e+02 1.1845e-14 2.3880e-07 9.9989e-01 1.0611e-04 1.1484e-14 5.2995e-31 0.0000e+00
8.7843e+02 5.4782e-15 1.5428e-07 9.9712e-01 2.8758e-03 2.7747e-11 4.2001e-25 0.0000e+00
9.1772e+02 2.7070e-15 1.0655e-07 9.6511e-01 3.4889e-02 1.0316e-08 1.2783e-20 5.5414e-40
9.7304e+02 1.8995e-15 8.7113e-08 9.0307e-01 9.6932e-02 1.2514e-07 1.0349e-18 5.2333e-37
1.0350e+03 1.6955e-15 8.1177e-08 8.7223e-01 1.2777e-01 2.5153e-07 3.5844e-18 3.6652e-36
1.1000e+03 1.6096e-15 7.8520e-08 8.5679e-01 1.4321e-01 3.3712e-07 6.0493e-18 8.3339e-36
1.1690e+03 1.4413e-15 7.3012e-08 8.2143e-01 1.7857e-01 6.0028e-07 1.7050e-17 4.2530e-35
1.2425e+03 1.0910e-15 5.9696e-08 7.1105e-01 2.8895e-01 2.2813e-06 1.9572e-16 2.0465e-33
1.3205e+03 5.6338e-16 3.4526e-08 4.3896e-01 5.6102e-01 2.1461e-05 1.4371e-14 2.1734e-30
1.4033e+03 1.6110e-16 1.1492e-08 1.5732e-01 8.4244e-01 2.3175e-04 2.0275e-12 8.6045e-27
1.4915e+03 4.0199e-17 3.3884e-09 5.0536e-02 9.4801e-01 1.4500e-03 1.1761e-10 8.8424e-24
1.5852e+03 1.0911e-17 1.0923e-09 1.7925e-02 9.7573e-01 6.3440e-03 3.3414e-09 2.7734e-21
1.6847e+03 2.8119e-18 3.3841e-10 6.1428e-03 9.6733e-01 2.6530e-02 8.9638e-08 8.0296e-19
1.7904e+03 6.7793e-19 9.8558e-11 1.9759e-03 8.9530e-01 1.0273e-01 2.2032e-06 2.0909e-16
1.9028e+03 1.4239e-19 2.5037e-11 5.5440e-04 6.8965e-01 3.0976e-01 3.8650e-05 3.4539e-14
2.0223e+03 2.1031e-20 4.4672e-12 1.0866e-04 3.6631e-01 6.3313e-01 4.5026e-04 3.6776e-12
2.1493e+03 2.0434e-21 5.3444e-13 1.4531e-05 1.3201e-01 8.6456e-01 3.4163e-03 2.4443e-10
2.2843e+03 1.7588e-22 5.6452e-14 1.7117e-06 4.0179e-02 9.4066e-01 1.9159e-02 1.0863e-08
2.4277e+03 2.1637e-23 8.2265e-15 2.7277e-07 1.3868e-02 9.1532e-01 7.0813e-02 2.1565e-07
2.5802e+03 4.6984e-24 2.0194e-15 7.1627e-08 6.1984e-03 8.3303e-01 1.6077e-01 1.5431e-06
2.7422e+03 2.2281e-24 1.0358e-15 3.8902e-08 4.2602e-03 7.7618e-01 2.1956e-01 3.3781e-06
2.9144e+03 3.1046e-24 1.4770e-15 5.8017e-08 5.5397e-03 8.2031e-01 1.7415e-01 1.8355e-06
3.0973e+03 1.7693e-23 7.9637e-15 3.2108e-07 1.5816e-02 9.2656e-01 5.7620e-02 1.2574e-07
3.2918e+03 6.4411e-22 2.4891e-13 1.0214e-05 1.1585e-01 8.8042e-01 3.7174e-03 2.5777e-10
3.4986e+03 3.0069e-20 9.0462e-12 3.4955e-04 6.2518e-01 3.7441e-01 5.7258e-05 5.6632e-14
3.7182e+03 7.1781e-19 1.3683e-10 3.9450e-03 9.5618e-01 3.9871e-02 2.0202e-07 2.6684e-18
3.9517e+03 2.3331e-17 2.7400e-09 5.9199e-02 9.3982e-01 9.8381e-04 4.3173e-11 1.3050e-24
4.1999e+03 4.5493e-16 4.1299e-08 8.5151e-01 1.4849e-01 2.8702e-07 3.2484e-18 1.9979e-36
4.4636e+03 9.1980e-16 6.3688e-08 9.9668e-01 3.3156e-03 2.7195e-11 2.5033e-25 0.0000e+00
4.7438e+03 1.8173e-15 9.5183e-08 9.9985e-01 1.4566e-04 1.6817e-14 6.2793e-31 0.0000e+00
5.0416e+03 2.9542e-15 1.3004e-07 9.9998e-01 1.6431e-05 9.7285e-17 7.8623e-35 0.0000e+00
5.3582e+03 3.5924e-15 1.5037e-07 9.9999e-01 5.0386e-06 5.8892e-18 5.8048e-37 0.0000e+00
5.6947e+03 3.7954e-15 1.5992e-07 1.0000e+00 2.4190e-06 1.0190e-18 2.6460e-38 0.0000e+00
6.0522e+03 4.0562e-15 1.7173e-07 1.0000e+00 1.1204e-06 1.6213e-19 1.0431e-39 0.0000e+00
6.4323e+03 4.4553e-15 1.9090e-07 1.0000e+00 3.7037e-07 1.1522e-20 9.9618e-42 0.0000e+00
6.8362e+03 5.1549e-15 2.2456e-07 1.0000e+00 7.8711e-08 2.8595e-22 1.5414e-44 0.0000e+00
7.2654e+03 6.7399e-15 2.8985e-07 1.0000e+00 1.1059e-08 2.6889e-24 0.0000e+00 0.0000e+00
7.7216e+03 1.0507e-14 4.2860e-07 1.0000e+00 8.4801e-10 6.1054e-27 0.0000e+00 0.0000e+00
8.2065e+03 2.1699e-14 8.0711e-07 1.0000e+00 1.8486e-11 7.1210e-31 0.0000e+00 0.0000e+00
8.7177e+03 7.3021e-14 2.4715e-06 1.0000e+00 2.2073e-14 8.4491e-38 0.0000e+00 0.0000e+00
9.2147e+03 8.5204e-13 2.1494e-05 9.9998e-01 1.1819e-19 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.2968e-11 1.8890e-04 9.9981e-01 1.2910e-24 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.0145e-10 9.3868e-04 9.9906e-01 1.8092e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 6.1304e-10 3.6207e-03 9.9638e-01 8.9735e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 4.0140e-09 1.3922e-02 9.8608e-01 5.0118e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 3.8469e-08 6.4556e-02 9.3544e-01 1.1452e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 4.2436e-07 2.9790e-01 7.0210e-01 6.2918e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 2.9073e-06 7.5394e-01 2.4606e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 8.7799e-06 9.4844e-01 5.1548e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.8701e-05 9.8886e-01 1.1118e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 3.6326e-05 9.9719e-01 2.7763e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 6.9882e-05 9.9921e-01 7.1990e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.3315e-04 9.9969e-01 1.8151e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 2.1398e-04 9.9973e-01 5.4124e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 3.2626e-04 9.9966e-01 1.8637e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 6.3908e-04 9.9936e-01 3.8575e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.7914e-03 9.9821e-01 3.6117e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 5.5811e-03 9.9442e-01 2.7357e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.7777e-02 9.8222e-01 1.8786e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 4.4312e-02 9.5569e-01 1.9695e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.1481e-01 8.8519e-01 1.6546e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 2.1635e-01 7.8365e-01 2.3796e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 3.5928e-01 6.4072e-01 3.3582e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 4.8056e-01 5.1944e-01 6.5120e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 5.7387e-01 4.2613e-01 1.5943e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 6.0215e-01 3.9785e-01 8.5573e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 5.5993e-01 4.4007e-01 1.0878e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 5.5446e-01 4.4554e-01 8.3158e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 6.6913e-01 3.3087e-01 1.3516e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 7.4708e-01 2.5292e-01 2.9343e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 8.6135e-01 1.3865e-01 1.9328e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 8.8380e-01 1.1620e-01 4.1804e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 9.3283e-01 6.7174e-02 1.8860e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 7.1784e-01 2.8216e-01 7.4959e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 8.4441e-01 1.5559e-01 2.3828e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 7.7130e-01 2.2870e-01 4.0577e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 7.1000e-01 2.9000e-01 5.1548e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 9.6034e-01 3.9664e-02 1.8169e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 7.0223e-01 2.9777e-01 1.3436e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 9.7105e-01 2.8951e-02 2.1544e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 2.9381e-03 9.9706e-01 3.5904e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 7.2205e-01 2.7795e-01 2.8889e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 3.0838e-02 9.6916e-01 1.1142e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.5431e-03 9.9846e-01 3.2180e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 8.5040e-02 9.1496e-01 4.5112e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 2.7462e-01 7.2538e-01 1.1112e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 9.7751e-01 2.2490e-02 4.9236e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 9.9858e-01 1.4168e-03 8.0672e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 9.5742e-01 4.2580e-02 1.6872e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 9.9893e-01 1.0666e-03 1.6052e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.6777e-02 9.8322e-01 1.5531e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 9.5970e-01 4.0298e-02 4.4746e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.1189e-04 9.9989e-01 1.5955e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 9.2347e-01 7.6529e-02 1.7174e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 2.2103e-02 9.7790e-01 1.8911e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 7.1488e-01 2.8512e-01 1.1262e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.2527e-01 8.7473e-01 1.6602e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 9.9985e-01 1.4754e-04 2.1986e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 9.9912e-01 8.7540e-04 3.0263e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 9.9991e-01 9.1153e-05 2.5368e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 9.9998e-01 2.2746e-05 2.7252e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 2.3288e-01 7.6712e-01 4.6035e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 9.9982e-01 1.7873e-04 6.6977e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 9.9609e-01 3.9133e-03 4.6409e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 9.9161e-01 8.3876e-03 3.3586e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 9.9324e-01 6.7583e-03 1.3192e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 9.6269e-01 3.7313e-02 1.9241e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 9.8813e-01 1.1875e-02 4.4230e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 9.8945e-01 1.0550e-02 2.7915e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 5.9880e-13 2.7535e-02 9.7246e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 2.7345e-13 1.6717e-02 9.8328e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.3889e-14 2.3878e-03 9.9761e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.8954e-14 2.9365e-03 9.9706e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 2.1041e-04 9.9979e-01 1.0654e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 4.7106
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6
4.2577e+02 3.1977e-18 4.2867e-09 9.9953e-01 4.7280e-04 7.8831e-14 1.7515e-30 0.0000e+00
8.5779e+02 1.1651e-14 2.3981e-07 9.9993e-01 6.8242e-05 3.9559e-15 8.0023e-32 0.0000e+00
8.7843e+02 5.5675e-15 1.5629e-07 9.9821e-01 1.7926e-03 8.9067e-12 5.6363e-26 0.0000e+00
9.1772e+02 2.7270e-15 1.0732e-07 9.7590e-01 2.4099e-02 4.1631e-09 2.5379e-21 4.3121e-41
9.7304e+02 1.9162e-15 8.8378e-08 9.2862e-01 7.1381e-02 5.7357e-08 2.5300e-19 5.5715e-38
1.0350e+03 1.6992e-15 8.2283e-08 9.0156e-01 9.8439e-02 1.2729e-07 1.0367e-18 5.0488e-37
1.1000e+03 1.6067e-15 7.9506e-08 8.8722e-01 1.1278e-01 1.7917e-07 1.9026e-18 1.3059e-36
1.1690e+03 1.4397e-15 7.4175e-08 8.5604e-01 1.4396e-01 3.3419e-07 5.7838e-18 7.4660e-36
1.2425e+03 1.1130e-15 6.2022e-08 7.6020e-01 2.3980e-01 1.3125e-06 6.8905e-17 3.7489e-34
1.3205e+03 6.0281e-16 3.7748e-08 4.9684e-01 5.0315e-01 1.3707e-05 5.8099e-15 4.7780e-31
1.4033e+03 1.8469e-16 1.3413e-08 1.9005e-01 8.0979e-01 1.5970e-04 8.9242e-13 2.0885e-27
1.4915e+03 4.6882e-17 4.0111e-09 6.1836e-02 9.3711e-01 1.0506e-03 5.6083e-11 2.4223e-24
1.5852e+03 1.2701e-17 1.2898e-09 2.1888e-02 9.7340e-01 4.7131e-03 1.6680e-09 8.1813e-22
1.6847e+03 3.2431e-18 3.9664e-10 7.4659e-03 9.7235e-01 2.0186e-02 4.6778e-08 2.5444e-19
1.7904e+03 7.7936e-19 1.1557e-10 2.4131e-03 9.1658e-01 8.1003e-02 1.2175e-06 7.2137e-17
1.9028e+03 1.6760e-19 3.0142e-11 6.9699e-04 7.3839e-01 2.6089e-01 2.3434e-05 1.3540e-14
2.0223e+03 2.6420e-20 5.7304e-12 1.4533e-04 4.2063e-01 5.7892e-01 3.0127e-04 1.6275e-12
2.1493e+03 2.6893e-21 7.1685e-13 2.0281e-05 1.5919e-01 8.3833e-01 2.4568e-03 1.1846e-10
2.2843e+03 2.3426e-22 7.6659e-14 2.4197e-06 4.9354e-02 9.3636e-01 1.4285e-02 5.5327e-09
2.4277e+03 2.8601e-23 1.1122e-14 3.8505e-07 1.7162e-02 9.2831e-01 5.4532e-02 1.1544e-07
