#NTIMES: 257
#NSTAGES: 6
#TIMES[d]: 2.2 2.42 2.662 2.9282 3.22102 3.543122 3.897434 4.287178 4.715896 5.187485 5.706233 6.276857 6.904542 7.594996 8.354497 9.189946 10.10894 11.10894 12.10894 13.108941 14.108941 15.108941 16.108941 17.108941 18.108941 19.108941 20.108941 21.108941 22.108941 23.108941 24.108941 25.108941 26.108941 27.108941 28.108941 29.108941 30.108941 31.108941 32.108941 33.108941 34.108941 35.108941 36.108941 37.108941 38.108941 39.108941 40.108941 41.108941 42.108941 43.108941 44.108941 45.108941 46.108941 47.108941 48.108941 49.108941 50.108941 51.108941 52.108941 53.108941 54.108941 55.108941 56.108941 57.108941 58.108941 59.108941 60.108941 61.108941 62.108941 63.108941 64.108941 65.108941 66.108941 67.108941 68.108941 69.108941 70.108941 71.108941 72.108941 73.108941 74.108941 75.108941 76.108941 77.108941 78.108941 79.108941 80.108941 81.108941 82.108941 83.108941 84.108941 85.108941 86.108941 87.108941 88.108941 89.108941 90.108941 91.108941 92.108941 93.108941 94.108941 95.108941 96.108941 97.108935 98.108935 99.108935 100.108935 101.108935 102.108935 103.108935 104.108935 105.108935 106.108935 107.108935 108.108935 109.108935 110.108935 111.108935 112.108935 113.108935 114.108935 115.108935 116.108935 117.108935 118.108935 119.108935 120.108935 121.108935 122.108935 123.108935 124.108935 125.108935 126.108935 127.108935 128.108935 129.108935 130.108935 131.108935 132.108935 133.108935 134.108935 135.108935 136.108935 137.108935 138.108935 139.108935 140.108935 141.108935 142.108935 143.108935 144.108935 145.108935 146.108935 147.108935 148.108935 149.108935 150.108935 151.108935 152.108935 153.108935 154.108935 155.108935 156.108935 157.108935 158.108935 159.108935 160.108935 161.108935 162.108935 163.108935 164.108935 165.108935 166.108935 167.108935 168.108935 169.108935 170.108935 171.108935 172.108935 173.108935 174.108935 175.108935 176.108935 177.108935 178.108935 179.108935 180.108935 181.108935 182.108935 183.108935 184.108935 185.108935 186.108935 187.108935 188.108935 189.108935 190.108935 191.108935 192.108935 193.108935 194.108935 195.108935 196.108935 197.108935 198.108935 199.108935 200.108935 201.108935 202.108935 203.108935 204.108935 205.108935 206.108935 207.108935 208.108935 209.108935 210.108935 211.108935 212.108935 213.108935 214.108935 215.108935 216.108935 217.108935 218.108935 219.108935 220.108935 221.108935 222.108935 223.108935 224.108935 225.108935 226.108935 227.108935 228.108935 229.108935 230.108935 231.108935 232.108935 233.108935 234.108935 235.108935 236.108935 237.108935 238.108935 239.108935 240.108935 241.108935 242.108935 243.108935 244.108935 245.108935 246.108935 247.108935 248.108935 249.108935 250.108935 
#
#TIME: 2.200000
#NVEL: 81
#vel_mid[km/s] S0 S1 S2 S3 S4 S5
3.375e+04 1.000000e+00 3.196756e-08 4.062185e-46 1.162750e-111 3.155904e-207 0.000000e+00
3.425e+04 1.000000e+00 3.894305e-08 6.301894e-46 2.387775e-111 8.947099e-207 0.000000e+00
3.475e+04 1.000000e+00 4.811836e-08 1.027200e-45 5.435829e-111 3.026694e-206 0.000000e+00
3.525e+04 9.999999e-01 8.135311e-08 4.772788e-45 1.060306e-109 3.926975e-204 0.000000e+00
3.575e+04 9.999999e-01 1.478417e-07 2.898081e-44 3.658756e-108 1.371124e-201 0.000000e+00
3.625e+04 9.999997e-01 2.895217e-07 2.367324e-43 2.410440e-106 1.491131e-198 0.000000e+00
3.675e+04 9.999995e-01 4.777880e-07 1.116280e-42 5.241604e-105 2.515140e-196 0.000000e+00
3.725e+04 9.999991e-01 8.653264e-07 7.594830e-42 2.531066e-103 1.720365e-193 0.000000e+00
3.775e+04 9.999982e-01 1.797708e-06 8.853402e-41 3.937423e-101 9.152841e-190 0.000000e+00
3.825e+04 9.999965e-01 3.537586e-06 8.714415e-40 4.372672e-99 2.774729e-186 0.000000e+00
3.875e+04 9.999954e-01 4.610564e-06 1.898488e-39 1.978207e-98 3.299563e-185 0.000000e+00
3.925e+04 9.999863e-01 1.367953e-05 8.127360e-38 4.852249e-95 2.073862e-179 1.176879e-317
3.975e+04 9.999813e-01 1.867308e-05 2.028315e-37 2.856302e-94 3.797375e-178 1.184013e-315
4.025e+04 9.999677e-01 3.225966e-05 1.138738e-36 9.039976e-93 1.232437e-175 1.348444e-311
#TIME: 36.108941
#NVEL: 81
#vel_mid[km/s] S0 S1 S2 S3 S4 S5
2.500e+02 2.372078e-09 3.486923e-02 9.651017e-01 2.908456e-05 2.933208e-16 1.080452e-38
7.500e+02 4.968157e-09 5.963860e-02 9.403499e-01 1.150906e-05 3.274672e-17 1.621576e-40
1.250e+03 1.772355e-08 1.433698e-01 8.566278e-01 2.318059e-06 8.161012e-19 1.533700e-43
1.750e+03 9.726770e-08 4.174841e-01 5.825156e-01 1.715699e-07 2.885884e-21 4.840119e-48
2.250e+03 4.815147e-07 8.404758e-01 1.595237e-01 2.327374e-09 6.512335e-25 1.962344e-54
2.750e+03 1.926155e-06 9.869801e-01 1.301799e-02 3.540468e-12 4.447786e-30 3.287273e-63
3.250e+03 9.893103e-06 9.996311e-01 3.589958e-04 4.449224e-16 3.669685e-37 3.388619e-75
3.750e+03 6.670341e-05 9.999292e-01 4.093971e-06 5.857810e-21 4.642823e-46 2.534685e-90
4.250e+03 6.343793e-04 9.993656e-01 2.703040e-08 2.213529e-26 7.033669e-56 6.606949e-107
4.750e+03 3.036668e-03 9.969633e-01 7.394609e-10 2.792228e-30 5.886581e-63 6.863859e-119
5.250e+03 1.684484e-02 9.831552e-01 1.337904e-11 1.267280e-34 7.697774e-71 3.039214e-132
5.750e+03 1.059329e-01 8.940671e-01 1.333550e-13 1.452544e-39 8.737992e-80 2.217094e-147
6.250e+03 3.329780e-01 6.670220e-01 3.090892e-15 1.773638e-43 8.162280e-87 3.002834e-159
6.750e+03 5.882172e-01 4.117828e-01 1.358435e-16 1.385787e-46 2.508413e-92 1.633503e-168
7.250e+03 7.801429e-01 2.198571e-01 7.175854e-18 2.131267e-49 2.971082e-97 9.677913e-177
7.750e+03 8.786350e-01 1.213650e-01 6.306175e-19 1.119104e-51 3.212662e-101 2.410932e-183
8.250e+03 9.370220e-01 6.297797e-02 5.214491e-20 5.575019e-54 3.350007e-105 5.984521e-190
8.750e+03 9.631689e-01 3.683107e-02 6.971863e-21 7.700452e-56 2.016161e-108 2.658805e-195
9.250e+03 9.779456e-01 2.205438e-02 1.036560e-21 1.337879e-57 1.804612e-111 2.274992e-200
9.750e+03 9.872550e-01 1.274503e-02 1.389106e-22 1.892242e-59 1.145141e-114 1.115105e-205
1.025e+04 9.928729e-01 7.127094e-03 1.678273e-23 2.167745e-61 5.083632e-118 3.045314e-211
1.075e+04 9.953099e-01 4.690087e-03 3.451706e-24 7.299803e-63 1.388487e-120 1.590800e-215
1.125e+04 9.967014e-01 3.298597e-03 8.804338e-25 3.797038e-64 7.879103e-123 2.720107e-219
1.175e+04 9.977565e-01 2.243541e-03 2.000769e-25 1.553481e-65 2.964492e-125 2.363748e-223
1.225e+04 9.984770e-01 1.523002e-03 4.485983e-26 6.145652e-67 1.047110e-127 1.836421e-227
1.275e+04 9.989223e-01 1.077734e-03 1.146791e-26 3.160783e-68 5.736494e-130 2.897434e-231
1.325e+04 9.992385e-01 7.615375e-04 2.894228e-27 1.572831e-69 2.951653e-132 4.087111e-235
1.375e+04 9.996045e-01 3.954748e-04 2.508218e-28 8.462825e-72 3.368514e-136 1.086161e-241
1.425e+04 9.997575e-01 2.424757e-04 3.741371e-29 1.372756e-73 2.477764e-139 5.994239e-247
1.475e+04 9.998342e-01 1.657575e-04 8.032526e-30 4.700451e-75 6.481309e-142 2.635689e-251
1.525e+04 9.998930e-01 1.070186e-04 1.388144e-30 1.009588e-76 7.519586e-145 2.975811e-256
1.575e+04 9.999239e-01 7.608590e-05 3.349416e-31 4.340400e-78 2.860711e-147 2.374702e-260
1.625e+04 9.999502e-01 4.983001e-05 5.953337e-32 9.717287e-80 3.504338e-150 2.864793e-265
1.675e+04 9.999681e-01 3.187661e-05 9.630489e-33 1.770444e-81 2.987267e-153 1.875926e-270
1.725e+04 9.999797e-01 2.028668e-05 1.521722e-33 3.058154e-83 2.314173e-156 1.042939e-275
1.775e+04 9.999867e-01 1.330978e-05 2.688476e-34 6.695391e-85 2.702475e-159 1.147482e-280
1.825e+04 9.999905e-01 9.483132e-06 6.440984e-35 2.803199e-86 9.713121e-162 8.206624e-285
1.875e+04 9.999937e-01 6.320806e-06 1.217578e-35 7.136273e-88 1.483006e-164 1.423751e-289
1.925e+04 9.999960e-01 4.038047e-06 1.996384e-36 1.356289e-89 1.377882e-167 1.095507e-294
1.975e+04 9.999970e-01 2.987588e-06 5.596511e-37 8.039300e-91 9.164786e-170 2.221968e-298
2.025e+04 9.999980e-01 2.030950e-06 1.171858e-37 2.600536e-92 2.164471e-172 8.203202e-303
2.075e+04 9.999985e-01 1.516956e-06 3.451330e-38 1.730465e-93 1.777297e-174 2.396256e-306
2.125e+04 9.999990e-01 9.728800e-07 6.041334e-39 3.925756e-95 2.327176e-177 3.431733e-311
2.175e+04 9.999993e-01 6.557229e-07 1.274108e-39 1.327047e-96 6.097239e-180 1.564247e-315
2.225e+04 9.999993e-01 7.007805e-07 1.305065e-39 1.184792e-96 4.279890e-180 6.983239e-316
2.275e+04 9.999995e-01 4.818529e-07 2.969508e-40 4.715352e-98 1.490623e-182 5.124449e-320
2.325e+04 9.999995e-01 5.115027e-07 2.965406e-40 3.986917e-98 9.517667e-183 1.953041e-320
2.375e+04 9.999996e-01 4.239864e-07 1.278098e-40 5.950054e-99 3.162509e-184 5.928788e-323
2.425e+04 9.999997e-01 2.992668e-07 3.210740e-41 2.928389e-100 1.594402e-186 0.000000e+00
2.475e+04 9.999998e-01 2.238148e-07 9.858730e-42 2.188534e-101 1.643555e-188 0.000000e+00
2.525e+04 9.999998e-01 1.984937e-07 5.366059e-42 5.303518e-102 1.251286e-189 0.000000e+00
2.575e+04 9.999999e-01 1.469316e-07 1.601267e-42 3.755690e-103 1.182609e-191 0.000000e+00
2.625e+04 9.999999e-01 1.227169e-07 7.153807e-43 6.085911e-104 4.557978e-193 0.000000e+00
2.675e+04 9.999999e-01 1.043010e-07 3.389692e-43 1.113000e-104 2.157884e-194 0.000000e+00
2.725e+04 9.999999e-01 8.234117e-08 1.259736e-43 1.240563e-105 4.420669e-196 0.000000e+00
2.775e+04 9.999999e-01 5.549513e-08 2.788281e-44 4.817815e-107 1.524649e-198 0.000000e+00
2.825e+04 1.000000e+00 4.101309e-08 8.383411e-45 3.501764e-108 1.521936e-200 0.000000e+00
2.875e+04 1.000000e+00 2.766035e-08 1.873279e-45 1.394880e-109 5.512070e-203 0.000000e+00
2.925e+04 1.000000e+00 1.674743e-08 2.954468e-46 2.746462e-111 6.094277e-206 0.000000e+00
2.975e+04 1.000000e+00 1.394746e-08 1.318517e-46 4.471517e-112 2.383867e-207 0.000000e+00
3.025e+04 1.000000e+00 1.164025e-08 5.926757e-47 7.388968e-113 9.563680e-209 0.000000e+00
3.075e+04 1.000000e+00 1.125562e-08 4.300173e-47 3.224487e-113 1.974079e-209 0.000000e+00
3.125e+04 1.000000e+00 7.176682e-09 8.062282e-48 9.051394e-115 3.985278e-212 0.000000e+00
3.175e+04 1.000000e+00 7.761255e-09 8.412590e-48 8.249804e-115 2.847772e-212 0.000000e+00
3.225e+04 1.000000e+00 7.179475e-09 5.285045e-48 2.688342e-115 3.591907e-213 0.000000e+00
3.275e+04 1.000000e+00 9.211848e-09 9.614376e-48 7.564722e-115 1.718513e-212 0.000000e+00
3.325e+04 1.000000e+00 1.003345e-08 1.027328e-47 7.238625e-115 1.333709e-212 0.000000e+00
3.375e+04 1.000000e+00 1.255469e-08 1.725343e-47 1.734573e-114 4.873277e-212 0.000000e+00
3.425e+04 1.000000e+00 2.533713e-08 1.385696e-46 1.002291e-112 3.854821e-209 0.000000e+00
3.475e+04 1.000000e+00 4.985096e-08 1.042710e-45 5.149940e-111 2.538583e-206 0.000000e+00
3.525e+04 9.999999e-01 1.096724e-07 1.174202e-44 6.199329e-109 7.269550e-203 0.000000e+00
3.575e+04 9.999998e-01 1.617536e-07 3.559528e-44 5.159154e-108 2.274385e-201 0.000000e+00
3.625e+04 9.999998e-01 2.316420e-07 9.925425e-44 3.661699e-107 5.496795e-200 0.000000e+00
3.675e+04 9.999996e-01 4.306286e-07 7.024213e-43 1.843028e-105 3.879859e-197 0.000000e+00
3.725e+04 9.999993e-01 7.454441e-07 4.042083e-42 6.227925e-104 1.428418e-194 0.000000e+00
3.775e+04 9.999986e-01 1.374299e-06 3.027163e-41 3.773216e-102 1.479572e-191 0.000000e+00
3.825e+04 9.999978e-01 2.190784e-06 1.369066e-40 8.003232e-101 2.540820e-189 0.000000e+00
3.875e+04 9.999951e-01 4.923989e-06 2.198761e-39 2.517921e-98 4.682949e-185 0.000000e+00
3.925e+04 9.999952e-01 4.821535e-06 1.678854e-39 1.229163e-98 1.178017e-185 0.000000e+00
3.975e+04 9.999902e-01 9.831496e-06 1.849793e-38 1.711674e-96 5.217931e-182 4.298371e-322
4.025e+04 9.999850e-01 1.502095e-05 6.969957e-38 2.414710e-95 4.337228e-180 5.327856e-319
#TIME: 37.108941
#NVEL: 81
#vel_mid[km/s] S0 S1 S2 S3 S4 S5
2.500e+02 5.814590e-09 6.470554e-02 9.352841e-01 1.038444e-05 2.650328e-17 1.150491e-40
7.500e+02 1.267947e-08 1.127824e-01 8.872138e-01 3.740194e-06 2.459276e-18 1.248802e-42
1.250e+03 4.489697e-08 2.621642e-01 7.378351e-01 6.318218e-07 4.584076e-20 7.410046e-46
1.750e+03 2.066970e-07 6.206471e-01 3.793526e-01 3.174460e-08 9.505798e-23 1.094176e-50
2.250e+03 7.875186e-07 9.288519e-01 7.114730e-02 2.611986e-10 1.103556e-26 1.770072e-57
2.750e+03 3.044739e-06 9.953868e-01 4.610137e-03 2.562037e-13 3.658839e-32 9.272384e-67
3.250e+03 1.621605e-05 9.998799e-01 1.038922e-04 1.908731e-17 1.129640e-39 1.695256e-79
3.750e+03 1.169241e-04 9.998820e-01 1.072226e-06 2.015101e-22 9.910216e-49 7.218919e-95
4.250e+03 1.129682e-03 9.988703e-01 7.012387e-09 7.560023e-28 1.511809e-58 1.965604e-111
4.750e+03 5.494309e-03 9.945057e-01 1.821521e-10 8.397443e-32 1.004710e-65 1.379370e-123
5.250e+03 3.496577e-02 9.650342e-01 2.260596e-12 1.523140e-36 2.516990e-74 3.753683e-138
5.750e+03 1.986580e-01 8.013420e-01 2.049003e-14 1.563363e-41 2.489226e-83 2.262066e-153
6.250e+03 4.748794e-01 5.251206e-01 5.585305e-16 3.422150e-45 7.317028e-90 2.260820e-164
6.750e+03 7.240643e-01 2.759357e-01 2.014012e-17 2.073717e-48 1.614095e-95 7.821191e-174
7.250e+03 8.562714e-01 1.437286e-01 1.297869e-18 5.466862e-51 5.227524e-100 2.622924e-181
7.750e+03 9.223745e-01 7.762553e-02 1.190224e-19 3.313853e-53 7.511605e-104 1.084574e-187
8.250e+03 9.586577e-01 4.134231e-02 1.143491e-20 2.312607e-55 1.416821e-107 7.239470e-194
8.750e+03 9.786633e-01 2.133668e-02 1.036826e-21 1.466952e-57 2.311437e-111 3.879389e-200
9.250e+03 9.884964e-01 1.150357e-02 1.106957e-22 1.307368e-59 6.725842e-115 5.346445e-206
9.750e+03 9.935806e-01 6.419408e-03 1.327582e-23 1.474144e-61 2.903697e-118 1.392863e-211
1.025e+04 9.962968e-01 3.703213e-03 1.766538e-24 2.040816e-63 1.760856e-121 6.244190e-217
1.075e+04 9.975969e-01 2.403092e-03 3.437904e-25 6.087312e-65 3.882032e-124 2.270186e-221
1.125e+04 9.984536e-01 1.546416e-03 6.447651e-26 1.670035e-66 7.367476e-127 6.387599e-226
1.175e+04 9.989774e-01 1.022608e-03 1.309848e-26 5.347144e-68 1.800500e-129 2.681617e-230
1.225e+04 9.993443e-01 6.556525e-04 2.365170e-27 1.328336e-69 2.825703e-132 5.363791e-235
1.275e+04 9.995459e-01 4.540703e-04 5.482732e-28 5.471423e-71 1.039467e-134 4.280905e-239
1.325e+04 9.997137e-01 2.863072e-04 9.053968e-29 1.100742e-72 1.109359e-137 4.383455e-244
1.375e+04 9.998226e-01 1.774317e-04 1.378853e-29 1.840217e-74 8.483994e-141 2.533776e-249
1.425e+04 9.998855e-01 1.145321e-04 2.381502e-30 3.948329e-76 9.826536e-144 2.853323e-254
1.475e+04 9.999303e-01 6.971508e-05 3.276934e-31 5.181009e-78 4.815542e-147 7.593443e-260
1.525e+04 9.999502e-01 4.981728e-05 7.974144e-32 2.250620e-79 1.851580e-149 6.105610e-264
1.575e+04 9.999688e-01 3.116469e-05 1.187712e-32 3.439331e-81 1.163484e-152 2.405854e-269
1.625e+04 9.999788e-01 2.122676e-05 2.405713e-33 1.006156e-82 2.243566e-155 6.092242e-274
1.675e+04 9.999872e-01 1.277745e-05 3.104686e-34 1.132160e-84 8.284181e-159 9.892644e-280
1.725e+04 9.999914e-01 8.554556e-06 5.943042e-35 2.951754e-86 1.314648e-161 1.823357e-284
1.775e+04 9.999947e-01 5.263829e-06 8.463321e-36 4.148489e-88 7.225519e-165 5.839659e-290
1.825e+04 9.999970e-01 3.030651e-06 9.682188e-37 3.730689e-90 1.865604e-168 5.455611e-296
1.875e+04 9.999980e-01 1.980469e-06 1.772028e-37 9.136905e-92 2.741364e-171 9.240858e-301
1.925e+04 9.999984e-01 1.555458e-06 6.240691e-38 8.852015e-93 4.297587e-173 7.871448e-304
1.975e+04 9.999991e-01 9.480886e-07 9.208618e-39 1.413806e-94 3.099295e-176 4.246152e-309
2.025e+04 9.999994e-01 5.801609e-07 1.406168e-39 2.464737e-96 2.638297e-179 3.077902e-314
2.075e+04 9.999996e-01 4.023752e-07 3.329589e-40 1.074096e-97 1.081550e-181 2.986054e-318
2.125e+04 9.999997e-01 3.372107e-07 1.497243e-40 1.756943e-98 4.219016e-183 1.165995e-320
2.175e+04 9.999997e-01 2.533630e-07 4.681435e-41 1.365771e-99 4.659917e-185 4.940656e-324
2.225e+04 9.999998e-01 2.106935e-07 2.058685e-41 2.140327e-100 1.695080e-186 0.000000e+00
2.275e+04 9.999998e-01 1.792287e-07 9.771994e-42 3.925127e-101 8.056177e-188 0.000000e+00
2.325e+04 9.999998e-01 1.508155e-07 4.478028e-42 6.702848e-102 3.395267e-189 0.000000e+00
2.375e+04 9.999998e-01 1.546797e-07 3.954346e-42 4.375175e-102 1.388020e-189 0.000000e+00
2.425e+04 9.999999e-01 1.054273e-07 9.036611e-43 1.805905e-103 5.285250e-192 0.000000e+00
2.475e+04 9.999999e-01 8.818395e-08 4.069911e-43 2.982800e-104 2.109468e-193 0.000000e+00
2.525e+04 9.999999e-01 6.757058e-08 1.375343e-43 2.746129e-105 3.135581e-195 0.000000e+00
2.575e+04 9.999999e-01 5.838279e-08 6.902649e-44 5.662859e-106 1.823936e-196 0.000000e+00
2.625e+04 1.000000e+00 4.678602e-08 2.708017e-44 7.077041e-107 4.552902e-198 0.000000e+00
2.675e+04 1.000000e+00 3.181360e-08 6.218009e-45 2.980426e-108 1.812186e-200 0.000000e+00
2.725e+04 1.000000e+00 3.256869e-08 5.437688e-45 1.901375e-108 7.104876e-201 0.000000e+00
2.775e+04 1.000000e+00 1.984058e-08 8.746337e-46 3.895070e-110 8.396582e-204 0.000000e+00
2.825e+04 1.000000e+00 1.721317e-08 4.458969e-46 8.307593e-111 5.180037e-205 0.000000e+00
2.875e+04 1.000000e+00 9.660007e-09 5.517143e-47 1.003427e-112 2.520607e-208 0.000000e+00
2.925e+04 1.000000e+00 6.075901e-09 9.910754e-48 2.586015e-114 4.411496e-211 0.000000e+00
2.975e+04 1.000000e+00 5.711496e-09 6.560602e-48 9.370694e-115 6.655668e-212 0.000000e+00
3.025e+04 1.000000e+00 5.702089e-09 5.279754e-48 5.044443e-115 1.957019e-212 0.000000e+00
3.075e+04 1.000000e+00 3.772445e-09 1.118560e-48 1.817574e-116 6.030469e-215 0.000000e+00
3.125e+04 1.000000e+00 4.436689e-09 1.531038e-48 2.869102e-116 1.086991e-214 0.000000e+00
3.175e+04 1.000000e+00 4.181046e-09 1.021664e-48 1.056601e-116 1.685120e-215 0.000000e+00
3.225e+04 1.000000e+00 3.204252e-09 3.487345e-49 1.000666e-117 2.647835e-217 0.000000e+00
3.275e+04 1.000000e+00 5.233642e-09 1.385464e-48 1.368485e-116 1.817811e-215 0.000000e+00
3.325e+04 1.000000e+00 9.856649e-09 8.769731e-48 4.824646e-115 6.179083e-213 0.000000e+00
3.375e+04 1.000000e+00 1.374781e-08 2.098238e-47 2.371726e-114 7.592550e-212 0.000000e+00
3.425e+04 1.000000e+00 2.488420e-08 1.182004e-46 6.670780e-113 1.781751e-209 0.000000e+00
3.475e+04 1.000000e+00 3.803442e-08 3.863617e-46 6.250031e-112 6.577702e-208 0.000000e+00
3.525e+04 9.999999e-01 8.712465e-08 4.916302e-45 9.565361e-110 2.802356e-204 0.000000e+00
3.575e+04 9.999999e-01 1.438360e-07 2.167148e-44 1.712199e-108 3.211983e-202 0.000000e+00
3.625e+04 9.999997e-01 3.102580e-07 2.479252e-43 2.276574e-106 1.163896e-198 0.000000e+00
3.675e+04 9.999998e-01 2.444442e-07 8.864157e-44 2.283101e-107 1.941436e-200 0.000000e+00
3.725e+04 9.999992e-01 8.271486e-07 5.347889e-42 1.046093e-103 3.260785e-194 0.000000e+00
3.775e+04 9.999990e-01 1.004404e-06 8.854815e-42 2.613009e-103 1.371370e-193 0.000000e+00
3.825e+04 9.999973e-01 2.693369e-06 2.663475e-40 3.070512e-100 2.441602e-188 0.000000e+00
3.875e+04 9.999953e-01 4.744990e-06 1.752175e-39 1.452097e-98 1.690853e-185 0.000000e+00
3.925e+04 9.999923e-01 7.651024e-06 8.257002e-39 3.358873e-97 3.371793e-183 4.940656e-324
3.975e+04 9.999905e-01 9.502304e-06 1.491168e-38 1.012055e-96 1.968049e-182 7.905050e-323
4.025e+04 9.999850e-01 1.502084e-05 6.348261e-38 1.846488e-95 2.548774e-180 2.005907e-319
#TIME: 38.108941
#NVEL: 81
#vel_mid[km/s] S0 S1 S2 S3 S4 S5
2.500e+02 1.384230e-08 1.167344e-01 8.832619e-01 3.629996e-06 2.360863e-18 1.221345e-42
7.500e+02 3.078680e-08 2.029810e-01 7.970178e-01 1.159499e-06 1.767436e-19 9.253053e-45
1.250e+03 1.033259e-07 4.330515e-01 5.669482e-01 1.509946e-07 2.206783e-21 2.964690e-48
1.750e+03 3.791931e-07 7.912428e-01 2.087568e-01 4.862866e-09 2.523583e-24 1.914449e-53
2.250e+03 1.242439e-06 9.712028e-01 2.879594e-02 2.504932e-11 1.474471e-28 1.113876e-60
2.750e+03 4.893471e-06 9.984685e-01 1.526569e-03 1.575527e-14 2.240106e-34 1.579713e-70
3.250e+03 2.657576e-05 9.999440e-01 2.941387e-05 7.706117e-19 3.089221e-42 6.838469e-84
3.750e+03 2.090529e-04 9.997907e-01 2.745926e-07 6.624438e-24 1.973992e-51 1.869322e-99
4.250e+03 1.939307e-03 9.980607e-01 1.967319e-09 3.137989e-29 4.625672e-61 1.061114e-115
4.750e+03 9.919679e-03 9.900803e-01 4.462024e-11 2.496195e-33 1.680029e-68 2.675866e-128
5.250e+03 7.286355e-02 9.271365e-01 3.513108e-13 1.533282e-38 6.066405e-78 2.802705e-144
5.750e+03 2.985231e-01 7.014769e-01 4.751182e-15 4.827943e-43 4.847300e-86 5.974012e-158
6.250e+03 5.925126e-01 4.074874e-01 1.306813e-16 1.284181e-46 2.216997e-92 1.349092e-168
6.750e+03 7.994265e-01 2.005735e-01 5.078384e-18 1.037727e-49 8.735551e-98 1.313954e-177
7.250e+03 8.970803e-01 1.029197e-01 3.555936e-19 3.456749e-52 4.403326e-102 9.507875e-185
7.750e+03 9.477520e-01 5.224800e-02 2.806320e-20 1.586504e-54 4.036705e-106 1.933670e-191
8.250e+03 9.733035e-01 2.669647e-02 2.428949e-21 9.097992e-57 5.529733e-110 7.763954e-198
8.750e+03 9.865659e-01 1.343415e-02 2.059058e-22 5.067265e-59 7.273537e-114 2.940661e-204
9.250e+03 9.933539e-01 6.646077e-03 1.663036e-23 2.558820e-61 8.092788e-118 8.439319e-211
9.750e+03 9.965626e-01 3.437377e-03 1.543323e-24 1.698959e-63 1.415701e-121 4.983910e-217
1.025e+04 9.979470e-01 2.052956e-03 2.274029e-25 2.862470e-65 1.182775e-124 3.703167e-222
1.075e+04 9.987500e-01 1.250014e-03 3.522912e-26 5.279334e-67 1.137969e-127 3.405228e-227
1.125e+04 9.992142e-01 7.858385e-04 5.980453e-27 1.159500e-68 1.453868e-130 4.888800e-232
1.175e+04 9.995366e-01 4.633514e-04 7.994331e-28 1.528495e-70 7.651154e-134 1.598885e-237
1.225e+04 9.996846e-01 3.153730e-04 1.721429e-28 5.342415e-72 2.102475e-136 7.776491e-242
1.275e+04 9.997963e-01 2.036603e-04 3.037794e-29 1.217919e-73 2.743973e-139 1.089502e-246
1.325e+04 9.998378e-01 1.622113e-04 1.114065e-29 1.275839e-74 4.888195e-141 1.135850e-249
1.375e+04 9.999060e-01 9.401064e-05 1.299693e-30 1.192376e-76 1.345265e-144 1.175009e-255
1.425e+04 9.999465e-01 5.345500e-05 1.384949e-31 9.052508e-79 2.545117e-148 6.384784e-262
1.475e+04 9.999625e-01 3.749893e-05 3.136385e-32 3.365175e-80 7.450048e-151 3.248213e-266
1.525e+04 9.999789e-01 2.109577e-05 3.157516e-33 2.234440e-82 1.103380e-154 1.154074e-272
1.575e+04 9.999869e-01 1.313715e-05 4.617097e-34 3.279055e-84 6.455095e-158 4.030605e-278
1.625e+04 9.999920e-01 8.040596e-06 6.390738e-35 4.309958e-86 3.139494e-161 1.044156e-283
1.675e+04 9.999947e-01 5.309772e-06 1.178308e-35 1.047708e-87 4.454118e-164 1.617823e-288
1.725e+04 9.999970e-01 3.026633e-06 1.305294e-36 8.829274e-90 1.031030e-167 1.266021e-294
1.775e+04 9.999980e-01 2.012675e-06 2.547258e-37 2.478370e-91 1.918873e-170 3.177395e-299
1.825e+04 9.999987e-01 1.317241e-06 4.772942e-38 6.466929e-93 3.187400e-173 6.717706e-304
1.875e+04 9.999991e-01 8.783223e-07 9.679425e-39 2.012096e-94 7.235868e-176 2.413335e-308
1.925e+04 9.999994e-01 6.309646e-07 2.559832e-39 1.093739e-95 4.292885e-178 4.251766e-312
1.975e+04 9.999996e-01 3.739558e-07 3.574529e-40 1.610101e-97 2.781471e-181 2.012077e-317
2.025e+04 9.999998e-01 2.189460e-07 4.877111e-41 2.293064e-99 1.728217e-184 8.893182e-323
2.075e+04 9.999998e-01 1.754654e-07 1.902182e-41 2.817615e-100 4.171652e-186 0.000000e+00
2.125e+04 9.999999e-01 9.104402e-08 1.777993e-42 1.886268e-102 7.344788e-190 0.000000e+00
2.175e+04 9.999999e-01 8.070153e-08 9.707079e-43 4.617867e-103 5.711729e-191 0.000000e+00
2.225e+04 9.999999e-01 8.002222e-08 7.655230e-43 2.389650e-103 1.573864e-191 0.000000e+00
2.275e+04 9.999999e-01 6.819979e-08 3.674832e-43 4.502908e-104 7.864301e-193 0.000000e+00
2.325e+04 9.999999e-01 6.610419e-08 2.689362e-43 2.001173e-104 1.675295e-193 0.000000e+00
2.375e+04 1.000000e+00 4.815665e-08 7.730093e-44 1.329582e-105 1.439409e-195 0.000000e+00
2.425e+04 1.000000e+00 3.172721e-08 1.604056e-44 4.565969e-107 4.066405e-198 0.000000e+00
2.475e+04 1.000000e+00 3.427769e-08 1.671772e-44 4.158784e-107 2.907488e-198 0.000000e+00
2.525e+04 1.000000e+00 2.945362e-08 8.256108e-45 8.312674e-108 1.607085e-199 0.000000e+00
