#NTIMES: 265
#NSTAGES: 3
#TIMES[d]: 1.0736 1.18096 1.299056 1.428962 1.571858 1.729044 1.901948 2.092143 2.301357 2.531493 2.784642 3.063106 3.369417 3.706359 4.076994 4.484694 4.933163 5.426479 5.969127 6.56604 7.222644 7.944908 8.739399 9.613339 10.574673 11.574673 12.574673 13.574673 14.574673 15.574673 16.574673 17.574673 18.574673 19.574673 20.574673 21.574673 22.574673 23.574673 24.574673 25.574673 26.574673 27.574673 28.574673 29.574673 30.574673 31.574673 32.574673 33.574673 34.574673 35.574673 36.574673 37.574673 38.574673 39.574673 40.574673 41.574673 42.574673 43.574673 44.574673 45.574673 46.574673 47.574673 48.57467 49.57467 50.57467 51.57467 52.57467 53.57467 54.57467 55.57467 56.57467 57.57467 58.57467 59.57467 60.57467 61.57467 62.57467 63.57467 64.57467 65.57467 66.57467 67.57467 68.57467 69.57467 70.57467 71.57467 72.57467 73.57467 74.57467 75.57467 76.57467 77.57467 78.57467 79.57467 80.57467 81.57467 82.57467 83.57467 84.57467 85.57467 86.57467 87.57467 88.57467 89.57467 90.57467 91.57467 92.57467 93.57467 94.57467 95.57467 96.57467 97.574676 98.574676 99.574676 100.574676 101.574676 102.574676 103.574676 104.574676 105.574676 106.574676 107.574676 108.574676 109.574676 110.574676 111.574676 112.574676 113.574676 114.574676 115.574676 116.574676 117.574676 118.574676 119.574676 120.574676 121.574676 122.574676 123.574676 124.574676 125.574676 126.574676 127.574676 128.574676 129.574676 130.574676 131.574676 132.574676 133.574676 134.574676 135.574676 136.574676 137.574676 138.574676 139.574676 140.574676 141.574676 142.574676 143.574676 144.574676 145.574676 146.574676 147.574676 148.574676 149.574676 150.574676 151.574676 152.574676 153.574676 154.574676 155.574676 156.574676 157.574676 158.574676 159.574676 160.574676 161.574676 162.574676 163.574676 164.574676 165.574676 166.574676 167.574676 168.574676 169.574676 170.574676 171.574676 172.574676 173.574676 174.574676 175.574676 176.574676 177.574676 178.574676 179.574676 180.574676 181.574676 182.574676 183.574676 184.574676 185.574676 186.574676 187.574676 188.574676 189.574676 190.574676 191.574676 192.574676 193.574676 194.574676 195.574676 196.574676 197.574676 198.574676 199.574676 200.574676 201.574676 202.574676 203.574676 204.574676 205.574676 206.574676 207.574676 208.574676 209.574676 210.574676 211.574676 212.574676 213.574676 214.574676 215.574676 216.574676 217.574676 218.574676 219.574676 220.574676 221.574676 222.574676 223.574676 224.574676 225.574676 226.574676 227.574676 228.574676 229.574676 230.574676 231.574676 232.574676 233.574676 234.574676 235.574676 236.574676 237.574676 238.574676 239.574676 240.574676 241.574676 242.574676 243.574676 244.574676 245.574676 246.574676 247.574676 248.574676 249.574676 250.574676
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] Ne0 Ne1 Ne2
7.506e+03 7.186278e-06 9.998857e-01 1.071317e-04
7.964e+03 1.534979e-05 9.999619e-01 2.272680e-05
8.451e+03 4.329427e-05 9.999536e-01 3.078180e-06
8.967e+03 1.519722e-04 9.998477e-01 2.831770e-07
9.514e+03 6.178352e-04 9.993821e-01 1.966497e-08
1.010e+04 2.750526e-03 9.972495e-01 1.154240e-09
1.071e+04 1.190781e-02 9.880922e-01 6.624925e-11
1.137e+04 4.509801e-02 9.549020e-01 4.121639e-12
1.206e+04 1.438731e-01 8.561269e-01 2.658146e-13
1.279e+04 3.581015e-01 6.418985e-01 1.678662e-14
1.353e+04 6.453000e-01 3.547000e-01 8.214916e-16
1.419e+04 8.367381e-01 1.632619e-01 4.313410e-17
1.476e+04 9.218853e-01 7.811475e-02 3.485767e-18
1.524e+04 9.655291e-01 3.447095e-02 2.998545e-19
1.565e+04 9.870548e-01 1.294520e-02 2.027437e-20
1.596e+04 9.956765e-01 4.323542e-03 1.132975e-21
1.619e+04 9.981083e-01 1.891663e-03 1.139466e-22
1.635e+04 9.989756e-01 1.024363e-03 1.930129e-23
1.648e+04 9.992716e-01 7.284230e-04 6.525000e-24
1.659e+04 9.994131e-01 5.868651e-04 3.007188e-24
1.669e+04 9.995224e-01 4.776395e-04 1.467656e-24
1.679e+04 9.995915e-01 4.085038e-04 8.533442e-25
1.689e+04 9.996538e-01 3.462426e-04 4.888878e-25
1.700e+04 9.996996e-01 3.004459e-04 2.985022e-25
1.715e+04 9.997502e-01 2.498207e-04 1.590602e-25
1.742e+04 9.998207e-01 1.793036e-04 5.195212e-26
1.789e+04 9.999001e-01 9.985838e-05 7.277699e-27
1.853e+04 9.999551e-01 4.487219e-05 5.722186e-28
1.926e+04 9.999787e-01 2.131010e-05 5.142511e-29
2.003e+04 9.999894e-01 1.061514e-05 5.042938e-30
2.084e+04 9.999947e-01 5.270080e-06 4.941777e-31
2.165e+04 9.999973e-01 2.659665e-06 5.354817e-32
2.245e+04 9.999986e-01 1.401876e-06 6.234028e-33
2.325e+04 9.999991e-01 8.743667e-07 1.161371e-33
2.405e+04 9.999994e-01 6.422570e-07 3.582598e-34
2.487e+04 9.999996e-01 4.092631e-07 7.542240e-35
2.570e+04 9.999997e-01 2.604956e-07 1.607606e-35
2.659e+04 9.999998e-01 1.588272e-07 2.994132e-36
2.764e+04 9.999999e-01 8.709187e-08 4.026651e-37
2.899e+04 1.000000e+00 4.030236e-08 3.272515e-38
3.065e+04 1.000000e+00 1.987401e-08 2.917646e-39
3.252e+04 1.000000e+00 8.589802e-09 1.480506e-40
3.446e+04 1.000000e+00 3.495440e-09 6.007346e-42
3.637e+04 1.000000e+00 1.594934e-09 3.620761e-43
3.815e+04 1.000000e+00 9.074485e-10 4.563539e-44
3.975e+04 1.000000e+00 4.222451e-10 3.628865e-45
4.117e+04 1.000000e+00 2.780926e-10 8.035950e-46
4.247e+04 1.000000e+00 1.728784e-10 1.412743e-46
4.369e+04 1.000000e+00 7.406231e-11 8.155114e-48
4.488e+04 1.000000e+00 7.293872e-11 5.393097e-48
4.608e+04 1.000000e+00 2.590015e-11 1.867249e-49
4.729e+04 1.000000e+00 3.055151e-11 2.167048e-49
4.852e+04 1.000000e+00 1.237650e-11 1.124843e-50
4.975e+04 1.000000e+00 1.279757e-11 8.965142e-51
5.101e+04 1.000000e+00 8.906306e-12 2.264741e-51
5.229e+04 1.000000e+00 2.367924e-12 3.515453e-53
5.360e+04 1.000000e+00 2.493634e-12 2.966947e-53
5.492e+04 1.000000e+00 1.249269e-12 2.915873e-54
5.627e+04 1.000000e+00 1.514972e-12 3.721427e-54
5.762e+04 1.000000e+00 6.283349e-13 2.133015e-55
5.899e+04 1.000000e+00 5.916209e-13 1.320444e-55
6.034e+04 1.000000e+00 8.778857e-13 3.080495e-55
6.168e+04 1.000000e+00 1.554602e-12 1.217356e-54
6.297e+04 1.000000e+00 1.486926e-12 8.165994e-55
6.422e+04 1.000000e+00 2.134982e-12 1.819055e-54
6.539e+04 1.000000e+00 2.520698e-12 2.341618e-54
6.646e+04 1.000000e+00 2.911315e-12 2.896697e-54
6.742e+04 1.000000e+00 5.280377e-13 1.660412e-56
6.826e+04 1.000000e+00 5.108504e-13 1.286315e-56
6.896e+04 1.000000e+00 5.377946e-13 1.307263e-56
6.948e+04 1.000000e+00 3.028962e-13 2.220687e-57
6.976e+04 1.000000e+00 7.399218e-13 2.853659e-56
6.989e+04 1.000000e+00 1.165504e-12 1.051009e-55
6.995e+04 1.000000e+00 2.733390e-14 1.959297e-60
6.998e+04 1.000000e+00 4.246633e-15 8.973224e-63
7.000e+04 1.000000e+00 3.556240e-15 5.357566e-63
#TIME: 24.574673
#NVEL: 114
#vel_mid[km/s] Ne0 Ne1 Ne2
4.401e+02 3.562315e-07 9.001811e-01 9.981853e-02
8.862e+02 4.069397e-07 9.173427e-01 8.265688e-02
9.061e+02 4.286773e-07 9.233970e-01 7.660258e-02
9.444e+02 4.296787e-07 9.236600e-01 7.633953e-02
9.991e+02 4.143212e-07 9.194750e-01 8.052455e-02
1.061e+03 4.096842e-07 9.181425e-01 8.185711e-02
1.126e+03 3.993978e-07 9.150476e-01 8.495203e-02
1.194e+03 3.972369e-07 9.142452e-01 8.575444e-02
1.267e+03 3.992226e-07 9.145160e-01 8.548357e-02
1.345e+03 4.050957e-07 9.153135e-01 8.468610e-02
1.427e+03 4.151775e-07 9.168053e-01 8.319425e-02
1.514e+03 4.104457e-07 9.152636e-01 8.473597e-02
1.607e+03 3.921427e-07 9.109151e-01 8.908449e-02
1.705e+03 3.798508e-07 9.074794e-01 9.252025e-02
1.809e+03 3.708811e-07 9.045174e-01 9.548227e-02
1.919e+03 3.596979e-07 9.010401e-01 9.895959e-02
2.037e+03 3.474618e-07 8.969211e-01 1.030785e-01
2.161e+03 3.361381e-07 8.938295e-01 1.061702e-01
2.293e+03 3.153376e-07 8.882114e-01 1.117883e-01
2.433e+03 3.038015e-07 8.867067e-01 1.132930e-01
2.582e+03 3.040178e-07 8.897744e-01 1.102253e-01
2.739e+03 3.174925e-07 8.981524e-01 1.018473e-01
2.907e+03 3.399558e-07 9.100897e-01 8.991000e-02
3.084e+03 3.635971e-07 9.228193e-01 7.718031e-02
3.273e+03 3.900230e-07 9.357637e-01 6.423594e-02
3.472e+03 4.271601e-07 9.490237e-01 5.097592e-02
3.685e+03 4.622125e-07 9.597850e-01 4.021453e-02
3.910e+03 4.811254e-07 9.674546e-01 3.254492e-02
4.148e+03 5.426965e-07 9.754708e-01 2.452869e-02
4.402e+03 7.082525e-07 9.843669e-01 1.563239e-02
4.671e+03 9.139464e-07 9.902912e-01 9.707911e-03
4.956e+03 1.083652e-06 9.936419e-01 6.357002e-03
5.259e+03 1.301472e-06 9.959972e-01 4.001523e-03
5.580e+03 1.703423e-06 9.977613e-01 2.236956e-03
5.921e+03 2.320979e-06 9.988412e-01 1.156486e-03
6.282e+03 3.323608e-06 9.994597e-01 5.369466e-04
6.666e+03 5.237282e-06 9.997849e-01 2.098387e-04
7.074e+03 9.185113e-06 9.999245e-01 6.634022e-05
7.506e+03 1.821562e-05 9.999656e-01 1.620965e-05
7.964e+03 4.316532e-05 9.999539e-01 2.940361e-06
8.451e+03 1.276546e-04 9.998720e-01 3.749867e-07
8.967e+03 4.367147e-04 9.995632e-01 3.638749e-08
9.514e+03 1.619077e-03 9.983809e-01 2.979284e-09
1.010e+04 6.481262e-03 9.935187e-01 2.090201e-10
1.071e+04 2.528155e-02 9.747184e-01 1.391096e-11
1.137e+04 8.916050e-02 9.108395e-01 8.955609e-13
1.206e+04 2.575348e-01 7.424652e-01 5.348642e-14
1.279e+04 5.414690e-01 4.585310e-01 2.666323e-15
1.353e+04 8.026195e-01 1.973805e-01 9.166866e-17
1.419e+04 9.228458e-01 7.715418e-02 3.748750e-18
1.476e+04 9.656601e-01 3.433988e-02 2.690487e-19
1.524e+04 9.858731e-01 1.412693e-02 1.963094e-20
1.565e+04 9.949775e-01 5.022541e-03 1.147653e-21
1.596e+04 9.984425e-01 1.557528e-03 5.211802e-23
1.619e+04 9.993487e-01 6.513022e-04 4.648817e-24
1.635e+04 9.996565e-01 3.435157e-04 7.352530e-25
1.648e+04 9.997554e-01 2.445729e-04 2.502478e-25
1.659e+04 9.998127e-01 1.873272e-04 9.981108e-26
1.669e+04 9.998391e-01 1.608516e-04 5.692124e-26
1.679e+04 9.998654e-01 1.346055e-04 3.110221e-26
1.689e+04 9.998892e-01 1.108278e-04 1.639680e-26
1.700e+04 9.999052e-01 9.483442e-05 9.619350e-27
1.715e+04 9.999221e-01 7.785590e-05 4.941380e-27
1.742e+04 9.999459e-01 5.410789e-05 1.469886e-27
1.789e+04 9.999704e-01 2.961011e-05 1.952478e-28
1.853e+04 9.999860e-01 1.398477e-05 1.761882e-29
1.926e+04 9.999937e-01 6.307358e-06 1.351930e-30
2.003e+04 9.999967e-01 3.254801e-06 1.456561e-31
2.084e+04 9.999983e-01 1.742394e-06 1.760980e-32
2.165e+04 9.999991e-01 8.549802e-07 1.734553e-33
2.245e+04 9.999995e-01 5.180249e-07 3.008232e-34
2.325e+04 9.999996e-01 3.598829e-07 7.654257e-35
2.405e+04 9.999997e-01 2.681579e-07 2.456365e-35
2.487e+04 9.999998e-01 1.899992e-07 7.041503e-36
2.570e+04 9.999999e-01 1.142406e-07 1.260878e-36
2.659e+04 9.999999e-01 6.684101e-08 2.068047e-37
2.764e+04 1.000000e+00 3.450458e-08 2.316520e-38
2.899e+04 1.000000e+00 1.708090e-08 2.306116e-39
3.065e+04 1.000000e+00 7.815552e-09 1.661532e-40
3.252e+04 1.000000e+00 4.346245e-09 1.787136e-41
3.446e+04 1.000000e+00 1.661349e-09 6.049892e-43
3.637e+04 1.000000e+00 8.965083e-10 5.987700e-44
3.815e+04 1.000000e+00 5.006890e-10 7.157131e-45
3.975e+04 1.000000e+00 2.618833e-10 8.049826e-46
4.117e+04 1.000000e+00 1.687248e-10 1.673749e-46
4.247e+04 1.000000e+00 6.173112e-11 6.275330e-48
4.369e+04 1.000000e+00 4.979601e-11 2.303732e-48
4.488e+04 1.000000e+00 2.313548e-11 1.706140e-49
4.608e+04 1.000000e+00 2.092117e-11 9.016111e-50
4.729e+04 1.000000e+00 8.896160e-12 5.380768e-51
4.852e+04 1.000000e+00 1.201689e-11 9.276261e-51
4.975e+04 1.000000e+00 2.456360e-12 6.695376e-53
5.101e+04 1.000000e+00 1.349827e-12 8.556994e-54
5.229e+04 1.000000e+00 1.496685e-12 8.358364e-54
5.360e+04 1.000000e+00 1.454838e-12 5.589857e-54
5.492e+04 1.000000e+00 1.284440e-12 2.836416e-54
5.627e+04 1.000000e+00 5.841233e-13 2.115101e-55
5.762e+04 1.000000e+00 6.221096e-13 1.859834e-55
5.899e+04 1.000000e+00 4.679281e-13 6.010223e-56
6.034e+04 1.000000e+00 1.059071e-12 4.765616e-55
6.168e+04 1.000000e+00 6.770583e-13 9.787815e-56
6.297e+04 1.000000e+00 6.214990e-13 5.820631e-56
6.422e+04 1.000000e+00 1.247600e-12 3.416832e-55
6.539e+04 1.000000e+00 9.259642e-13 1.135828e-55
6.646e+04 1.000000e+00 3.962039e-13 7.812509e-57
6.742e+04 1.000000e+00 6.093212e-13 2.259991e-56
6.826e+04 1.000000e+00 5.914108e-13 1.767777e-56
6.896e+04 1.000000e+00 4.908505e-13 9.002348e-57
6.948e+04 1.000000e+00 8.745405e-13 4.351353e-56
6.976e+04 1.000000e+00 1.276574e-13 1.562492e-58
6.989e+04 1.000000e+00 1.523078e-13 2.550234e-58
6.995e+04 1.000000e+00 3.751509e-12 2.872967e-54
6.998e+04 1.000000e+00 4.493324e-12 4.858812e-54
7.000e+04 1.000000e+00 1.710716e-12 2.848976e-55
#TIME: 25.574673
#NVEL: 114
#vel_mid[km/s] Ne0 Ne1 Ne2
4.401e+02 7.762158e-07 9.727107e-01 2.728852e-02
8.862e+02 8.727361e-07 9.776473e-01 2.235186e-02
9.061e+02 9.208160e-07 9.796164e-01 2.038267e-02
9.444e+02 9.218201e-07 9.796547e-01 2.034440e-02
9.991e+02 8.972397e-07 9.786852e-01 2.131386e-02
1.061e+03 8.850393e-07 9.781770e-01 2.182216e-02
1.126e+03 8.845496e-07 9.781479e-01 2.185123e-02
1.194e+03 8.800479e-07 9.779137e-01 2.208545e-02
1.267e+03 8.752990e-07 9.776008e-01 2.239830e-02
1.345e+03 8.935855e-07 9.780794e-01 2.191968e-02
1.427e+03 9.202100e-07 9.787155e-01 2.128354e-02
1.514e+03 9.185499e-07 9.786076e-01 2.139150e-02
1.607e+03 8.931517e-07 9.779656e-01 2.203346e-02
1.705e+03 8.665208e-07 9.770014e-01 2.299777e-02
1.809e+03 8.608824e-07 9.768077e-01 2.319142e-02
1.919e+03 8.322046e-07 9.756396e-01 2.435959e-02
2.037e+03 8.179750e-07 9.751360e-01 2.486320e-02
2.161e+03 8.032399e-07 9.748605e-01 2.513874e-02
2.293e+03 7.683484e-07 9.740571e-01 2.594214e-02
2.433e+03 7.322858e-07 9.731321e-01 2.686714e-02
2.582e+03 7.210249e-07 9.733300e-01 2.666930e-02
2.739e+03 7.428256e-07 9.752759e-01 2.472339e-02
2.907e+03 7.829298e-07 9.781970e-01 2.180222e-02
3.084e+03 8.216002e-07 9.812296e-01 1.876954e-02
3.273e+03 8.613838e-07 9.842314e-01 1.576779e-02
3.472e+03 9.203469e-07 9.873358e-01 1.266330e-02
3.685e+03 9.855066e-07 9.900882e-01 9.910789e-03
3.910e+03 1.016610e-06 9.920089e-01 7.990108e-03
4.148e+03 1.142381e-06 9.940686e-01 5.930269e-03
4.402e+03 1.472127e-06 9.962338e-01 3.764771e-03
4.671e+03 1.884992e-06 9.976764e-01 2.321724e-03
4.956e+03 2.239073e-06 9.985050e-01 1.492756e-03
5.259e+03 2.705847e-06 9.990821e-01 9.152373e-04
5.580e+03 3.582196e-06 9.995048e-01 4.916601e-04
5.921e+03 5.009535e-06 9.997576e-01 2.373777e-04
6.282e+03 7.425848e-06 9.998907e-01 1.018424e-04
6.666e+03 1.250065e-05 9.999523e-01 3.521401e-05
7.074e+03 2.407351e-05 9.999664e-01 9.571048e-06
7.506e+03 5.170895e-05 9.999462e-01 2.082137e-06
7.964e+03 1.266352e-04 9.998730e-01 3.629978e-07
8.451e+03 3.675219e-04 9.996324e-01 4.821927e-08
8.967e+03 1.171726e-03 9.988283e-01 5.312137e-09
9.514e+03 3.996558e-03 9.960034e-01 5.016905e-10
1.010e+04 1.440336e-02 9.855966e-01 4.148882e-11
1.071e+04 5.277154e-02 9.472285e-01 2.889216e-12
1.137e+04 1.740913e-01 8.259087e-01 1.740739e-13
1.206e+04 4.243476e-01 5.756524e-01 9.183474e-15
1.279e+04 7.229394e-01 2.770606e-01 3.318873e-16
1.353e+04 9.047745e-01 9.522553e-02 8.161034e-18
1.419e+04 9.665271e-01 3.347287e-02 2.794076e-19
1.476e+04 9.859015e-01 1.409848e-02 1.774036e-20
1.524e+04 9.945347e-01 5.465338e-03 1.100188e-21
1.565e+04 9.981645e-01 1.835512e-03 5.477136e-23
1.596e+04 9.994630e-01 5.370006e-04 2.134077e-24
1.619e+04 9.997943e-01 2.057187e-04 1.496899e-25
1.635e+04 9.998924e-01 1.076463e-04 2.325229e-26
1.648e+04 9.999261e-01 7.388604e-05 7.125564e-27
1.659e+04 9.999434e-01 5.662264e-05 2.846088e-27
1.669e+04 9.999526e-01 4.740444e-05 1.508187e-27
1.679e+04 9.999605e-01 3.951277e-05 8.142052e-28
1.689e+04 9.999676e-01 3.238205e-05 4.230856e-28
1.700e+04 9.999732e-01 2.682946e-05 2.258573e-28
1.715e+04 9.999784e-01 2.163022e-05 1.099144e-28
1.742e+04 9.999854e-01 1.459344e-05 2.990015e-29
1.789e+04 9.999918e-01 8.220235e-06 4.289260e-30
1.853e+04 9.999962e-01 3.815513e-06 3.636259e-31
1.926e+04 9.999981e-01 1.863265e-06 3.468526e-32
2.003e+04 9.999990e-01 1.014105e-06 4.314761e-33
2.084e+04 9.999995e-01 5.291151e-07 4.768889e-34
2.165e+04 9.999997e-01 2.935364e-07 6.634955e-35
2.245e+04 9.999998e-01 2.036164e-07 1.704934e-35
2.325e+04 9.999998e-01 1.549954e-07 5.673286e-36
2.405e+04 9.999999e-01 1.168463e-07 1.880779e-36
2.487e+04 9.999999e-01 8.460100e-08 5.732550e-37
2.570e+04 1.000000e+00 4.797145e-08 8.555673e-38
2.659e+04 1.000000e+00 2.816029e-08 1.412017e-38
2.764e+04 1.000000e+00 1.615338e-08 2.171014e-39
2.899e+04 1.000000e+00 6.818466e-09 1.354875e-40
3.065e+04 1.000000e+00 4.273861e-09 2.519267e-41
3.252e+04 1.000000e+00 2.312379e-09 2.514874e-42
3.446e+04 1.000000e+00 1.033148e-09 1.353471e-43
3.637e+04 1.000000e+00 4.090387e-10 5.410629e-45
3.815e+04 1.000000e+00 2.517545e-10 8.621169e-46
3.975e+04 1.000000e+00 1.175202e-10 6.987036e-47
4.117e+04 1.000000e+00 5.152004e-11 4.748233e-48
4.247e+04 1.000000e+00 6.801342e-11 7.516411e-48
4.369e+04 1.000000e+00 1.801136e-11 1.080132e-49
4.488e+04 1.000000e+00 2.457183e-11 1.834546e-49
4.608e+04 1.000000e+00 1.638732e-11 3.999016e-50
4.729e+04 1.000000e+00 7.628800e-12 3.107290e-51
4.852e+04 1.000000e+00 3.941723e-12 3.293556e-52
4.975e+04 1.000000e+00 3.451543e-12 1.616883e-52
5.101e+04 1.000000e+00 2.263608e-12 3.445172e-53
5.229e+04 1.000000e+00 1.028504e-12 2.544209e-54
5.360e+04 1.000000e+00 8.870309e-13 1.203279e-54
5.492e+04 1.000000e+00 2.862978e-13 3.325202e-56
5.627e+04 1.000000e+00 2.455319e-13 1.555106e-56
5.762e+04 1.000000e+00 4.271234e-13 5.646619e-56
5.899e+04 1.000000e+00 1.675111e-13 2.776926e-57
6.034e+04 1.000000e+00 1.270236e-13 9.271536e-58
6.168e+04 1.000000e+00 4.569119e-13 2.822978e-56
6.297e+04 1.000000e+00 8.323838e-13 1.225215e-55
6.422e+04 1.000000e+00 3.117329e-13 5.502370e-57
6.539e+04 1.000000e+00 2.972521e-13 3.786273e-57
6.646e+04 1.000000e+00 6.430203e-13 2.873421e-56
6.742e+04 1.000000e+00 5.735209e-13 1.709341e-56
6.826e+04 1.000000e+00 2.784112e-13 1.788522e-57
6.896e+04 1.000000e+00 9.240560e-14 6.415602e-59
6.948e+04 1.000000e+00 7.088140e-14 2.678157e-59
6.976e+04 1.000000e+00 7.461062e-15 3.839232e-62
6.989e+04 1.000000e+00 6.062298e-14 1.598769e-59
6.995e+04 1.000000e+00 9.408185e-14 5.638635e-59
6.998e+04 1.000000e+00 6.275297e-14 1.738637e-59
7.000e+04 1.000000e+00 1.753474e-14 4.355774e-61
#TIME: 26.574673
#NVEL: 114
#vel_mid[km/s] Ne0 Ne1 Ne2
4.401e+02 1.560948e-06 9.926750e-01 7.323457e-03
8.862e+02 1.779465e-06 9.942169e-01 5.781351e-03
9.061e+02 1.872143e-06 9.947249e-01 5.273215e-03
9.444e+02 1.927847e-06 9.949982e-01 4.999921e-03
9.991e+02 1.915567e-06 9.949398e-01 5.058281e-03
1.061e+03 1.865977e-06 9.946931e-01 5.305076e-03
1.126e+03 1.894421e-06 9.948346e-01 5.163528e-03
1.194e+03 1.865742e-06 9.946790e-01 5.319108e-03
1.267e+03 1.880721e-06 9.947290e-01 5.269116e-03
1.345e+03 1.935419e-06 9.949227e-01 5.075343e-03
1.427e+03 2.008908e-06 9.951504e-01 4.847589e-03
1.514e+03 1.993497e-06 9.950750e-01 4.923023e-03
1.607e+03 1.924554e-06 9.948553e-01 5.142753e-03
1.705e+03 1.879275e-06 9.946826e-01 5.315472e-03
1.809e+03 1.866237e-06 9.946348e-01 5.363287e-03
1.919e+03 1.816610e-06 9.944226e-01 5.575565e-03
2.037e+03 1.782684e-06 9.942883e-01 5.709920e-03
2.161e+03 1.730315e-06 9.941026e-01 5.895697e-03
2.293e+03 1.632498e-06 9.937514e-01 6.247002e-03
2.433e+03 1.569344e-06 9.936175e-01 6.380922e-03
2.582e+03 1.538591e-06 9.936211e-01 6.377404e-03
2.739e+03 1.578615e-06 9.940751e-01 5.923305e-03
2.907e+03 1.642834e-06 9.946970e-01 5.301369e-03
3.084e+03 1.703742e-06 9.953767e-01 4.621560e-03
3.273e+03 1.781346e-06 9.961337e-01 3.864472e-03
3.472e+03 1.911845e-06 9.969545e-01 3.043632e-03
3.685e+03 2.042298e-06 9.976325e-01 2.365448e-03
3.910e+03 2.106600e-06 9.981083e-01 1.889640e-03
4.148e+03 2.365862e-06 9.986096e-01 1.388008e-03
4.402e+03 3.053159e-06 9.991310e-01 8.659005e-04
4.671e+03 3.968562e-06 9.994840e-01 5.120788e-04
4.956e+03 4.815134e-06 9.996826e-01 3.125925e-04
5.259e+03 5.898365e-06 9.998095e-01 1.846354e-04
5.580e+03 8.085835e-06 9.999000e-01 9.191424e-05
5.921e+03 1.182358e-05 9.999474e-01 4.079991e-05
6.282e+03 1.878599e-05 9.999656e-01 1.558236e-05
6.666e+03 3.402192e-05 9.999612e-01 4.825767e-06
7.074e+03 6.904420e-05 9.999297e-01 1.221210e-06
7.506e+03 1.498244e-04 9.998499e-01 2.645328e-07
7.964e+03 3.563951e-04 9.996436e-01 4.886083e-08
8.451e+03 9.745289e-04 9.990255e-01 7.229190e-09
8.967e+03 2.917946e-03 9.970821e-01 8.874919e-10
9.514e+03 9.193054e-03 9.908069e-01 9.519197e-11
1.010e+04 3.151567e-02 9.684843e-01 8.214846e-12
1.071e+04 1.075294e-01 8.924706e-01 5.787830e-13
1.137e+04 3.155135e-01 6.844865e-01 3.034898e-14
1.206e+04 6.233844e-01 3.766156e-01 1.206758e-15
1.279e+04 8.596631e-01 1.403369e-01 3.095538e-17
1.353e+04 9.583537e-01 4.164630e-02 6.131276e-19
1.419e+04 9.866692e-01 1.333085e-02 1.689128e-20
1.476e+04 9.947496e-01 5.250430e-03 8.887496e-22
1.524e+04 9.980543e-01 1.945684e-03 4.836937e-23
1.565e+04 9.993615e-01 6.384919e-04 2.282887e-24
1.596e+04 9.998298e-01 1.702364e-04 6.952940e-26
1.619e+04 9.999389e-01 6.110983e-05 4.072812e-27
1.635e+04 9.999691e-01 3.085046e-05 5.692913e-28
1.648e+04 9.999802e-01 1.983643e-05 1.439358e-28
1.659e+04 9.999839e-01 1.608986e-05 6.761147e-29
1.669e+04 9.999873e-01 1.267097e-05 2.994270e-29
1.679e+04 9.999898e-01 1.015887e-05 1.440267e-29
1.689e+04 9.999914e-01 8.597478e-06 8.192088e-30
1.700e+04 9.999931e-01 6.884904e-06 3.948037e-30
1.715e+04 9.999948e-01 5.213752e-06 1.594173e-30
1.742e+04 9.999964e-01 3.605604e-06 4.624485e-31
1.789e+04 9.999979e-01 2.128554e-06 7.519868e-32
1.853e+04 9.999990e-01 1.003754e-06 6.541739e-33
1.926e+04 9.999995e-01 5.210269e-07 7.320027e-34
2.003e+04 9.999997e-01 2.903960e-07 9.607886e-35
2.084e+04 9.999998e-01 1.656270e-07 1.360161e-35
2.165e+04 9.999999e-01 1.003365e-07 2.424625e-36
2.245e+04 9.999999e-01 7.982837e-08 9.364864e-37
2.325e+04 9.999999e-01 6.766067e-08 4.301771e-37
2.405e+04 9.999999e-01 5.007545e-08 1.346880e-37
2.487e+04 1.000000e+00 3.537088e-08 3.802193e-38
2.570e+04 1.000000e+00 2.036245e-08 5.906975e-39
2.659e+04 1.000000e+00 1.181833e-08 9.425307e-40
2.764e+04 1.000000e+00 6.022397e-09 1.023671e-40
2.899e+04 1.000000e+00 2.927244e-09 9.932175e-42
3.065e+04 1.000000e+00 1.693352e-09 1.483353e-42
3.252e+04 1.000000e+00 8.893160e-10 1.373075e-43
3.446e+04 1.000000e+00 4.131210e-10 8.352656e-45
3.637e+04 1.000000e+00 1.866988e-10 4.952358e-46
3.815e+04 1.000000e+00 9.056368e-11 3.951650e-47
3.975e+04 1.000000e+00 5.105439e-11 5.585145e-48
4.117e+04 1.000000e+00 3.951436e-11 1.989113e-48
4.247e+04 1.000000e+00 1.653900e-11 1.116049e-49
4.369e+04 1.000000e+00 1.112050e-11 2.415084e-50
4.488e+04 1.000000e+00 6.805601e-12 4.000867e-51
4.608e+04 1.000000e+00 5.458889e-12 1.491640e-51
4.729e+04 1.000000e+00 2.625976e-12 1.280197e-52
4.852e+04 1.000000e+00 3.410999e-12 1.961062e-52
4.975e+04 1.000000e+00 1.731262e-12 1.984548e-53
5.101e+04 1.000000e+00 1.313023e-12 6.444053e-54
5.229e+04 1.000000e+00 4.602064e-13 2.249550e-55
5.360e+04 1.000000e+00 2.051925e-13 1.579642e-56
5.492e+04 1.000000e+00 3.308984e-13 4.572277e-56
5.627e+04 1.000000e+00 2.038053e-13 8.212156e-57
