#NTIMES: 265
#NSTAGES: 5
#TIMES[d]: 1.0736 1.18096 1.299056 1.428962 1.571858 1.729044 1.901948 2.092143 2.301357 2.531493 2.784642 3.063106 3.369417 3.706359 4.076994 4.484694 4.933163 5.426479 5.969127 6.56604 7.222644 7.944908 8.739399 9.613339 10.574673 11.574673 12.574673 13.574673 14.574673 15.574673 16.574673 17.574673 18.574673 19.574673 20.574673 21.574673 22.574673 23.574673 24.574673 25.574673 26.574673 27.574673 28.574673 29.574673 30.574673 31.574673 32.574673 33.574673 34.574673 35.574673 36.574673 37.574673 38.574673 39.574673 40.574673 41.574673 42.574673 43.574673 44.574673 45.574673 46.574673 47.574673 48.57467 49.57467 50.57467 51.57467 52.57467 53.57467 54.57467 55.57467 56.57467 57.57467 58.57467 59.57467 60.57467 61.57467 62.57467 63.57467 64.57467 65.57467 66.57467 67.57467 68.57467 69.57467 70.57467 71.57467 72.57467 73.57467 74.57467 75.57467 76.57467 77.57467 78.57467 79.57467 80.57467 81.57467 82.57467 83.57467 84.57467 85.57467 86.57467 87.57467 88.57467 89.57467 90.57467 91.57467 92.57467 93.57467 94.57467 95.57467 96.57467 97.574676 98.574676 99.574676 100.574676 101.574676 102.574676 103.574676 104.574676 105.574676 106.574676 107.574676 108.574676 109.574676 110.574676 111.574676 112.574676 113.574676 114.574676 115.574676 116.574676 117.574676 118.574676 119.574676 120.574676 121.574676 122.574676 123.574676 124.574676 125.574676 126.574676 127.574676 128.574676 129.574676 130.574676 131.574676 132.574676 133.574676 134.574676 135.574676 136.574676 137.574676 138.574676 139.574676 140.574676 141.574676 142.574676 143.574676 144.574676 145.574676 146.574676 147.574676 148.574676 149.574676 150.574676 151.574676 152.574676 153.574676 154.574676 155.574676 156.574676 157.574676 158.574676 159.574676 160.574676 161.574676 162.574676 163.574676 164.574676 165.574676 166.574676 167.574676 168.574676 169.574676 170.574676 171.574676 172.574676 173.574676 174.574676 175.574676 176.574676 177.574676 178.574676 179.574676 180.574676 181.574676 182.574676 183.574676 184.574676 185.574676 186.574676 187.574676 188.574676 189.574676 190.574676 191.574676 192.574676 193.574676 194.574676 195.574676 196.574676 197.574676 198.574676 199.574676 200.574676 201.574676 202.574676 203.574676 204.574676 205.574676 206.574676 207.574676 208.574676 209.574676 210.574676 211.574676 212.574676 213.574676 214.574676 215.574676 216.574676 217.574676 218.574676 219.574676 220.574676 221.574676 222.574676 223.574676 224.574676 225.574676 226.574676 227.574676 228.574676 229.574676 230.574676 231.574676 232.574676 233.574676 234.574676 235.574676 236.574676 237.574676 238.574676 239.574676 240.574676 241.574676 242.574676 243.574676 244.574676 245.574676 246.574676 247.574676 248.574676 249.574676 250.574676 
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] Ti0 Ti1 Ti2 Ti3 Ti4
1.619e+04 7.080723e-12 3.444768e-03 9.965552e-01 1.284620e-08 5.672408e-29
1.635e+04 1.161900e-11 4.831308e-03 9.951687e-01 6.401066e-09 9.417335e-30
1.648e+04 1.414352e-11 5.750980e-03 9.942490e-01 3.982573e-09 2.599950e-30
1.659e+04 1.436730e-11 6.176828e-03 9.938232e-01 2.885793e-09 1.028399e-30
1.669e+04 1.443988e-11 6.511266e-03 9.934887e-01 2.245028e-09 4.974670e-31
1.679e+04 1.440489e-11 6.742280e-03 9.932577e-01 1.879781e-09 2.968410e-31
1.689e+04 1.544990e-11 7.299064e-03 9.927009e-01 1.455184e-09 1.458353e-31
1.700e+04 1.554145e-11 7.578351e-03 9.924216e-01 1.221583e-09 8.801190e-32
1.715e+04 1.677670e-11 8.293808e-03 9.917062e-01 9.066378e-10 3.838137e-32
1.742e+04 1.862021e-11 9.485120e-03 9.905149e-01 5.702994e-10 1.049299e-32
1.789e+04 2.193743e-11 1.180142e-02 9.881986e-01 2.642109e-10 1.215025e-33
1.853e+04 3.328069e-11 1.707690e-02 9.829231e-01 9.407487e-11 7.391787e-35
1.926e+04 5.111506e-11 2.509784e-02 9.749022e-01 3.131913e-11 3.743564e-36
2.003e+04 6.572236e-11 3.333770e-02 9.666623e-01 1.207338e-11 2.679892e-37
2.084e+04 8.830130e-11 4.533348e-02 9.546665e-01 4.437969e-12 1.720048e-38
2.165e+04 1.259773e-10 6.267771e-02 9.373223e-01 1.651228e-12 1.191298e-39
2.245e+04 1.593061e-10 8.147523e-02 9.185248e-01 6.509422e-13 9.282273e-41
2.325e+04 1.707889e-10 9.561711e-02 9.043829e-01 3.133883e-13 1.186390e-41
2.405e+04 1.795201e-10 1.096399e-01 8.903601e-01 1.627961e-13 1.875018e-42
2.487e+04 2.115161e-10 1.335150e-01 8.664850e-01 7.499575e-14 2.261592e-43
2.570e+04 2.261841e-10 1.514920e-01 8.485080e-01 4.159689e-14 4.413448e-44
2.659e+04 2.666138e-10 1.834056e-01 8.165944e-01 1.886115e-14 5.219759e-45
2.764e+04 3.169208e-10 2.237162e-01 7.762838e-01 7.962511e-15 5.182486e-46
2.899e+04 5.044953e-10 3.254723e-01 6.745277e-01 1.729494e-15 1.051647e-47
3.065e+04 6.226369e-10 4.134016e-01 5.865984e-01 4.463969e-16 3.133557e-49
3.252e+04 5.526427e-10 4.568925e-01 5.431075e-01 1.533978e-16 1.593586e-50
3.446e+04 5.463804e-10 5.390630e-01 4.609370e-01 3.305970e-17 2.691195e-52
3.637e+04 5.341883e-10 6.137582e-01 3.862418e-01 7.922772e-18 6.345063e-54
3.815e+04 5.064031e-10 6.664318e-01 3.335682e-01 2.565647e-18 3.296922e-55
3.975e+04 4.761194e-10 6.951688e-01 3.048312e-01 1.261758e-18 5.034043e-56
4.117e+04 5.550507e-10 7.798455e-01 2.201545e-01 2.558675e-19 1.123572e-57
4.247e+04 4.529158e-10 7.785217e-01 2.214783e-01 1.737586e-19 3.277045e-58
4.369e+04 3.464556e-10 7.645047e-01 2.354953e-01 1.407178e-19 1.358997e-58
4.488e+04 2.966398e-10 7.785350e-01 2.214650e-01 7.243133e-20 2.121821e-59
4.608e+04 2.814732e-10 8.130810e-01 1.869190e-01 2.608016e-20 1.585117e-60
4.729e+04 2.993562e-10 8.659612e-01 1.340388e-01 5.538017e-21 3.945189e-62
4.852e+04 2.971390e-10 8.967835e-01 1.032165e-01 1.572820e-21 1.873422e-63
4.975e+04 3.079820e-10 9.270148e-01 7.298519e-02 3.484032e-22 5.386754e-65
5.101e+04 3.167739e-10 9.487060e-01 5.129399e-02 7.798352e-23 1.613976e-66
5.229e+04 2.234979e-10 9.316662e-01 6.833376e-02 1.336200e-22 3.349356e-66
5.360e+04 1.813586e-10 9.281446e-01 7.185539e-02 1.084272e-22 1.473083e-66
5.492e+04 1.598670e-10 9.339638e-01 6.603623e-02 5.730582e-23 2.657277e-67
5.627e+04 1.802658e-10 9.603444e-01 3.965558e-02 7.976199e-24 3.022650e-69
5.762e+04 1.457873e-10 9.574834e-01 4.251663e-02 6.925989e-24 1.543939e-69
5.899e+04 1.244593e-10 9.583513e-01 4.164871e-02 4.564903e-24 4.486628e-70
6.034e+04 9.222658e-11 9.473173e-01 5.268270e-02 6.778707e-24 7.096524e-70
6.168e+04 6.333919e-11 9.242876e-01 7.571237e-02 1.546657e-23 2.797492e-69
6.297e+04 4.371382e-11 8.931474e-01 1.068526e-01 3.479793e-23 1.107582e-68
6.422e+04 3.277389e-11 8.677296e-01 1.322704e-01 5.299404e-23 1.994698e-68
6.539e+04 3.298111e-11 8.918687e-01 1.081313e-01 2.050731e-23 2.034864e-69
6.646e+04 2.383226e-11 8.544013e-01 1.455987e-01 4.381676e-23 7.910671e-69
6.742e+04 1.830901e-11 8.204660e-01 1.795340e-01 7.336397e-23 1.915475e-68
6.826e+04 2.818304e-11 9.149429e-01 8.505712e-02 4.877225e-24 5.121999e-71
6.896e+04 3.035004e-11 9.332127e-01 6.678726e-02 1.917108e-24 6.202838e-72
6.948e+04 4.263001e-11 9.665855e-01 3.341449e-02 1.924529e-25 4.638301e-74
6.976e+04 1.428154e-11 8.200404e-01 1.799596e-01 4.435205e-23 3.935531e-69
6.989e+04 2.527576e-11 9.227923e-01 7.720771e-02 2.508841e-24 8.861429e-72
6.995e+04 8.614282e-12 6.943170e-01 3.056830e-01 3.171483e-22 2.733159e-67
6.998e+04 3.209716e-11 9.490184e-01 5.098162e-02 6.567944e-25 5.339535e-73
7.000e+04 3.330050e-11 9.522814e-01 4.771857e-02 5.319015e-25 3.437175e-73
#TIME: 23.574673
#NVEL: 114
#vel_mid[km/s] Ti0 Ti1 Ti2 Ti3 Ti4
4.401e+02 5.076292e-22 4.895605e-12 1.792863e-04 9.505364e-01 4.928431e-02
8.862e+02 6.340673e-22 5.957575e-12 2.047717e-04 9.588353e-01 4.095991e-02
9.061e+02 6.857149e-22 6.383802e-12 2.145524e-04 9.614351e-01 3.835034e-02
9.444e+02 6.727555e-22 6.277226e-12 2.121284e-04 9.608162e-01 3.897165e-02
9.991e+02 6.302241e-22 5.925696e-12 2.040307e-04 9.586268e-01 4.116920e-02
1.061e+03 6.058963e-22 5.723172e-12 1.992872e-04 9.572490e-01 4.255169e-02
1.126e+03 6.079183e-22 5.738205e-12 1.996076e-04 9.573338e-01 4.246656e-02
1.194e+03 5.962250e-22 5.631748e-12 1.969311e-04 9.564731e-01 4.332997e-02
1.267e+03 5.774387e-22 5.453037e-12 1.922752e-04 9.548678e-01 4.493988e-02
1.345e+03 5.906571e-22 5.498954e-12 1.921893e-04 9.544335e-01 4.537429e-02
1.427e+03 6.211789e-22 5.648747e-12 1.939073e-04 9.543738e-01 4.543226e-02
1.514e+03 5.895835e-22 5.384498e-12 1.875327e-04 9.521575e-01 4.765502e-02
1.607e+03 5.164049e-22 4.863659e-12 1.764496e-04 9.486040e-01 5.121954e-02
1.705e+03 4.725169e-22 4.529938e-12 1.687888e-04 9.457151e-01 5.411610e-02
1.809e+03 4.407172e-22 4.268420e-12 1.622756e-04 9.428458e-01 5.699193e-02
1.919e+03 3.993782e-22 3.940330e-12 1.542481e-04 9.391516e-01 6.069419e-02
2.037e+03 3.746600e-22 3.750913e-12 1.497254e-04 9.370335e-01 6.281675e-02
2.161e+03 3.286728e-22 3.396291e-12 1.411428e-04 9.327530e-01 6.710584e-02
2.293e+03 2.710944e-22 2.972039e-12 1.314050e-04 9.281293e-01 7.173932e-02
2.433e+03 2.287700e-22 2.659728e-12 1.243728e-04 9.249743e-01 7.490132e-02
2.582e+03 2.159421e-22 2.599964e-12 1.243372e-04 9.264559e-01 7.341981e-02
2.739e+03 2.305444e-22 2.813347e-12 1.327285e-04 9.334788e-01 6.638849e-02
2.907e+03 2.503685e-22 3.117087e-12 1.446150e-04 9.419266e-01 5.792878e-02
3.084e+03 2.717338e-22 3.539495e-12 1.622922e-04 9.523654e-01 4.747226e-02
3.273e+03 2.878177e-22 4.013078e-12 1.837384e-04 9.621806e-01 3.763561e-02
3.472e+03 3.139616e-22 4.706008e-12 2.134750e-04 9.713767e-01 2.840979e-02
3.685e+03 3.284207e-22 5.400873e-12 2.462095e-04 9.784723e-01 2.128146e-02
3.910e+03 2.992825e-22 5.642909e-12 2.703456e-04 9.830403e-01 1.668937e-02
4.148e+03 3.630061e-22 7.154713e-12 3.276043e-04 9.878552e-01 1.181718e-02
4.402e+03 6.498452e-22 1.184992e-11 4.559163e-04 9.923469e-01 7.197221e-03
4.671e+03 1.071847e-21 1.879252e-11 6.250435e-04 9.950193e-01 4.355659e-03
4.956e+03 1.340419e-21 2.513328e-11 7.938767e-04 9.964293e-01 2.776854e-03
5.259e+03 1.685911e-21 3.410115e-11 1.022378e-03 9.972615e-01 1.716131e-03
5.580e+03 2.631034e-21 5.407403e-11 1.434314e-03 9.976107e-01 9.550266e-04
5.921e+03 4.630396e-21 9.521602e-11 2.154455e-03 9.973679e-01 4.775957e-04
6.282e+03 8.602646e-21 1.770790e-10 3.365671e-03 9.964114e-01 2.229113e-04
6.666e+03 1.930634e-20 3.867315e-10 5.826903e-03 9.940843e-01 8.876146e-05
7.074e+03 4.927688e-20 9.635050e-10 1.109743e-02 9.888728e-01 2.974158e-05
7.506e+03 1.408668e-19 2.769223e-09 2.368917e-02 9.763030e-01 7.870798e-06
7.964e+03 5.757951e-19 1.077954e-08 6.103736e-02 9.389612e-01 1.461048e-06
8.451e+03 4.082363e-18 6.378440e-08 1.946978e-01 8.053020e-01 1.513205e-07
8.967e+03 3.161907e-17 3.807885e-07 5.404933e-01 4.595063e-01 6.942421e-09
9.514e+03 1.629897e-16 1.449976e-06 8.734591e-01 1.265394e-01 1.142442e-10
1.010e+04 6.470619e-16 4.074089e-06 9.784789e-01 2.151706e-02 9.741885e-13
1.071e+04 2.174524e-15 1.005384e-05 9.966343e-01 3.355664e-03 7.471092e-15
1.137e+04 5.854257e-15 2.190934e-05 9.994050e-01 5.730436e-04 6.969630e-17
1.206e+04 1.338813e-14 4.357321e-05 9.998486e-01 1.078382e-04 8.019843e-19
1.279e+04 3.010023e-14 8.400586e-05 9.998937e-01 2.229291e-05 1.199603e-20
1.353e+04 6.861594e-14 1.614182e-04 9.998339e-01 4.731573e-06 1.944560e-22
1.419e+04 1.341929e-13 2.805667e-04 9.997182e-01 1.198952e-06 4.909581e-24
1.476e+04 2.229061e-13 4.324748e-04 9.995671e-01 3.931278e-07 2.429516e-25
1.524e+04 4.881651e-13 7.397559e-04 9.992601e-01 1.316295e-07 1.446549e-26
1.565e+04 1.511810e-12 1.486932e-03 9.985130e-01 3.906462e-08 7.099571e-28
1.596e+04 5.986494e-12 3.356131e-03 9.966439e-01 1.053106e-08 2.952124e-29
1.619e+04 1.435819e-11 5.845124e-03 9.941549e-01 3.785809e-09 2.260008e-30
1.635e+04 2.512618e-11 8.542388e-03 9.914576e-01 1.734137e-09 3.033540e-31
1.648e+04 3.045222e-11 1.011795e-02 9.898821e-01 1.091269e-09 8.650436e-32
1.659e+04 3.095351e-11 1.085765e-02 9.891424e-01 7.928934e-10 3.451669e-32
1.669e+04 3.224808e-11 1.171428e-02 9.882857e-01 5.883777e-10 1.481045e-32
1.679e+04 3.336461e-11 1.242122e-02 9.875788e-01 4.694277e-10 7.816424e-33
1.689e+04 3.528305e-11 1.330588e-02 9.866941e-01 3.714559e-10 4.069471e-33
1.700e+04 3.633505e-11 1.402356e-02 9.859764e-01 3.024756e-10 2.274194e-33
1.715e+04 3.831070e-11 1.509081e-02 9.849092e-01 2.323651e-10 1.085384e-33
1.742e+04 4.277815e-11 1.730365e-02 9.826964e-01 1.451479e-10 2.922319e-34
1.789e+04 5.255846e-11 2.209748e-02 9.779025e-01 6.337266e-11 2.919327e-35
1.853e+04 8.255981e-11 3.265910e-02 9.673409e-01 2.122130e-11 1.528696e-36
1.926e+04 1.192046e-10 4.598794e-02 9.540121e-01 7.538012e-12 9.208687e-38
2.003e+04 1.547515e-10 6.138775e-02 9.386122e-01 2.794227e-12 6.016349e-39
2.084e+04 2.027722e-10 8.195701e-02 9.180430e-01 1.027891e-12 3.913806e-40
2.165e+04 2.768224e-10 1.098225e-01 8.901775e-01 3.888358e-13 2.871111e-41
2.245e+04 3.394659e-10 1.395834e-01 8.604166e-01 1.524121e-13 2.241000e-42
2.325e+04 3.525776e-10 1.601793e-01 8.398207e-01 7.430865e-14 2.989409e-43
2.405e+04 3.306041e-10 1.702498e-01 8.297502e-01 4.555677e-14 7.200879e-44
2.487e+04 3.593704e-10 1.962616e-01 8.037384e-01 2.306209e-14 1.113665e-44
2.570e+04 3.960723e-10 2.264618e-01 7.735382e-01 1.163686e-14 1.743203e-45
2.659e+04 4.436945e-10 2.641555e-01 7.358445e-01 5.477545e-15 2.308394e-46
2.764e+04 5.229489e-10 3.181860e-01 6.818140e-01 2.182267e-15 2.049409e-47
2.899e+04 6.742606e-10 4.015488e-01 5.984512e-01 6.612880e-16 9.718015e-49
3.065e+04 7.396593e-10 4.715751e-01 5.284249e-01 2.125528e-16 5.011262e-50
3.252e+04 7.221933e-10 5.442245e-01 4.557755e-01 5.340661e-17 1.265730e-51
3.446e+04 6.825256e-10 6.191201e-01 3.808798e-01 1.186195e-17 2.370918e-53
3.637e+04 6.313225e-10 6.791855e-01 3.208145e-01 3.131189e-18 7.132341e-55
3.815e+04 5.646964e-10 7.146607e-01 2.853393e-01 1.190409e-18 5.368561e-56
3.975e+04 6.123236e-10 7.795334e-01 2.204666e-01 3.158537e-19 2.160590e-57
4.117e+04 5.702059e-10 8.019606e-01 1.980394e-01 1.523843e-19 3.235192e-58
4.247e+04 5.142334e-10 8.239968e-01 1.760032e-01 6.629184e-20 3.623786e-59
4.369e+04 5.212149e-10 8.706185e-01 1.293815e-01 1.469572e-20 9.431709e-61
4.488e+04 3.864968e-10 8.533623e-01 1.466377e-01 1.460269e-20 6.012809e-61
4.608e+04 4.276724e-10 9.050800e-01 9.491997e-02 2.266904e-21 7.803082e-63
4.729e+04 3.074416e-10 8.822397e-01 1.177603e-01 3.139590e-21 1.040544e-62
4.852e+04 3.268107e-10 9.194770e-01 8.052299e-02 6.130553e-22 2.270022e-64
4.975e+04 2.488476e-10 9.071028e-01 9.289718e-02 6.688757e-22 1.843406e-64
5.101e+04 2.187168e-10 9.144086e-01 8.559143e-02 3.519236e-22 3.258087e-65
5.229e+04 2.685360e-10 9.551600e-01 4.483998e-02 3.092089e-23 1.395350e-67
5.360e+04 2.051458e-10 9.474867e-01 5.251330e-02 3.509679e-23 1.228695e-67
5.492e+04 2.022542e-10 9.605149e-01 3.948515e-02 9.941699e-24 6.106640e-69
5.627e+04 1.479307e-10 9.497599e-01 5.024014e-02 1.469298e-23 9.339347e-69
5.762e+04 1.562834e-10 9.664195e-01 3.358046e-02 2.916045e-24 2.247431e-70
5.899e+04 1.256414e-10 9.633716e-01 3.662842e-02 2.684979e-24 1.303590e-70
6.034e+04 8.707835e-11 9.478045e-01 5.219549e-02 5.778131e-24 4.441017e-70
6.168e+04 5.690526e-11 9.186719e-01 8.132813e-02 1.710493e-23 3.015690e-69
6.297e+04 4.656580e-11 9.120680e-01 8.793202e-02 1.609595e-23 1.918070e-69
6.422e+04 3.327277e-11 8.818214e-01 1.181786e-01 3.180096e-23 5.933657e-69
6.539e+04 2.583905e-11 8.594108e-01 1.405892e-01 4.359757e-23 8.785610e-69
6.646e+04 2.056086e-11 8.368249e-01 1.631751e-01 5.711788e-23 1.221806e-68
6.742e+04 3.308142e-11 9.315791e-01 6.842086e-02 2.553028e-24 1.401856e-71
6.826e+04 2.948796e-11 9.285894e-01 7.141062e-02 2.433736e-24 1.046284e-71
6.896e+04 2.604144e-11 9.225558e-01 7.744422e-02 2.706288e-24 1.111641e-71
6.948e+04 2.926605e-11 9.421630e-01 5.783696e-02 9.413377e-25 1.082685e-72
6.976e+04 2.063779e-11 9.018650e-01 9.813500e-02 4.927319e-24 3.266165e-71
6.989e+04 1.716710e-11 8.731315e-01 1.268685e-01 1.131508e-23 1.838141e-70
6.995e+04 6.190083e-11 9.861676e-01 1.383239e-02 1.033053e-26 8.916937e-77
6.998e+04 1.127218e-10 9.956546e-01 4.345360e-03 3.040025e-28 6.347103e-80
7.000e+04 1.190657e-10 9.961063e-01 3.893695e-03 2.172145e-28 3.172088e-80
#TIME: 24.574673
#NVEL: 114
#vel_mid[km/s] Ti0 Ti1 Ti2 Ti3 Ti4
4.401e+02 1.830586e-21 1.644016e-11 4.213692e-04 9.862545e-01 1.332410e-02
8.862e+02 2.334242e-21 2.037007e-11 4.859996e-04 9.887794e-01 1.073463e-02
9.061e+02 2.570968e-21 2.218154e-11 5.143361e-04 9.896377e-01 9.848000e-03
9.444e+02 2.582179e-21 2.226682e-11 5.156503e-04 9.896746e-01 9.809796e-03
9.991e+02 2.413215e-21 2.097668e-11 4.955806e-04 9.890837e-01 1.042076e-02
1.061e+03 2.363554e-21 2.059484e-11 4.895530e-04 9.888937e-01 1.061673e-02
1.126e+03 2.256286e-21 1.976199e-11 4.762129e-04 9.884491e-01 1.107472e-02
1.194e+03 2.239438e-21 1.960068e-11 4.732411e-04 9.883313e-01 1.119544e-02
1.267e+03 2.274308e-21 1.979042e-11 4.753199e-04 9.883659e-01 1.115880e-02
1.345e+03 2.379265e-21 2.035622e-11 4.814749e-04 9.884677e-01 1.105079e-02
1.427e+03 2.559307e-21 2.133020e-11 4.922653e-04 9.886626e-01 1.084518e-02
1.514e+03 2.512805e-21 2.095053e-11 4.859755e-04 9.884382e-01 1.107579e-02
1.607e+03 2.255726e-21 1.934268e-11 4.644263e-04 9.878236e-01 1.171193e-02
1.705e+03 2.103474e-21 1.832175e-11 4.496481e-04 9.873271e-01 1.222326e-02
1.809e+03 2.007218e-21 1.761786e-11 4.385445e-04 9.868898e-01 1.267163e-02
1.919e+03 1.877615e-21 1.672922e-11 4.252191e-04 9.863776e-01 1.319714e-02
2.037e+03 1.743813e-21 1.578745e-11 4.106305e-04 9.857632e-01 1.382619e-02
2.161e+03 1.600340e-21 1.487961e-11 3.980721e-04 9.853127e-01 1.428926e-02
2.293e+03 1.345805e-21 1.325096e-11 3.754588e-04 9.844960e-01 1.512854e-02
2.433e+03 1.182522e-21 1.229362e-11 3.643414e-04 9.843177e-01 1.531796e-02
2.582e+03 1.131038e-21 1.215963e-11 3.669486e-04 9.848329e-01 1.480016e-02
2.739e+03 1.181658e-21 1.290684e-11 3.859352e-04 9.861361e-01 1.347796e-02
2.907e+03 1.276077e-21 1.422835e-11 4.180716e-04 9.879337e-01 1.164826e-02
3.084e+03 1.325792e-21 1.554653e-11 4.559530e-04 9.897966e-01 9.747399e-03
3.273e+03 1.347607e-21 1.700285e-11 5.026135e-04 9.916161e-01 7.881323e-03
3.472e+03 1.415050e-21 1.929103e-11 5.698969e-04 9.933749e-01 6.055242e-03
3.685e+03 1.425408e-21 2.143471e-11 6.422132e-04 9.947288e-01 4.628999e-03
3.910e+03 1.281597e-21 2.215817e-11 6.995507e-04 9.956627e-01 3.637793e-03
4.148e+03 1.479006e-21 2.692588e-11 8.235078e-04 9.965123e-01 2.664145e-03
4.402e+03 2.571091e-21 4.355985e-11 1.128059e-03 9.972283e-01 1.643616e-03
4.671e+03 4.216937e-21 6.895499e-11 1.545444e-03 9.974676e-01 9.869928e-04
4.956e+03 5.257447e-21 9.224637e-11 1.964713e-03 9.974108e-01 6.244485e-04
5.259e+03 6.657169e-21 1.263838e-10 2.549853e-03 9.970712e-01 3.789349e-04
5.580e+03 1.057048e-20 2.048363e-10 3.639325e-03 9.961572e-01 2.034553e-04
5.921e+03 1.825373e-20 3.581090e-10 5.464106e-03 9.944353e-01 1.005714e-04
6.282e+03 3.448911e-20 6.854249e-10 8.755104e-03 9.912006e-01 4.429742e-05
6.666e+03 8.004875e-20 1.566365e-09 1.572485e-02 9.842589e-01 1.621802e-05
7.074e+03 2.280151e-19 4.327875e-09 3.209210e-02 9.679032e-01 4.698865e-06
7.506e+03 7.968131e-19 1.458889e-08 7.486398e-02 9.251350e-01 1.006511e-06
7.964e+03 3.839017e-18 6.281742e-08 1.964398e-01 8.035600e-01 1.433960e-07
8.451e+03 2.321392e-17 3.031960e-07 4.892891e-01 5.107105e-01 1.034790e-08
8.967e+03 1.080324e-16 1.078092e-06 8.185978e-01 1.814011e-01 3.128323e-10
9.514e+03 3.744960e-16 2.809123e-06 9.594809e-01 4.051630e-02 4.970013e-12
1.010e+04 1.246584e-15 6.804074e-06 9.927815e-01 7.211727e-03 5.366684e-14
1.071e+04 3.749293e-15 1.552109e-05 9.987419e-01 1.242598e-03 5.365498e-16
1.137e+04 9.785157e-15 3.296123e-05 9.997453e-01 2.217411e-04 5.617623e-18
1.206e+04 2.273937e-14 6.569693e-05 9.998923e-01 4.203854e-05 6.644279e-20
1.279e+04 5.291936e-14 1.289892e-04 9.998626e-01 8.425328e-06 9.214870e-22
1.353e+04 1.272673e-13 2.564303e-04 9.997419e-01 1.668134e-06 1.249329e-23
1.419e+04 2.583849e-13 4.570332e-04 9.995426e-01 3.994201e-07 2.719429e-25
1.476e+04 4.350316e-13 7.116462e-04 9.992882e-01 1.272410e-07 1.244433e-26
1.524e+04 9.824753e-13 1.246224e-03 9.987537e-01 4.012167e-08 6.311131e-28
1.565e+04 3.123194e-12 2.557794e-03 9.974422e-01 1.124392e-08 2.655846e-29
1.596e+04 1.313653e-11 6.010878e-03 9.939891e-01 2.770118e-09 8.765845e-31
1.619e+04 3.310636e-11 1.077135e-02 9.892287e-01 9.419988e-10 5.868953e-32
1.635e+04 5.974282e-11 1.600256e-02 9.839974e-01 4.172702e-10 7.288674e-33
1.648e+04 7.254647e-11 1.893616e-02 9.810638e-01 2.628727e-10 2.093332e-33
1.659e+04 7.736609e-11 2.095791e-02 9.790421e-01 1.789850e-10 7.088563e-34
1.669e+04 7.683738e-11 2.187515e-02 9.781248e-01 1.421645e-10 3.626698e-34
1.679e+04 8.115401e-11 2.349849e-02 9.765015e-01 1.102537e-10 1.783006e-34
1.689e+04 8.815441e-11 2.560693e-02 9.743931e-01 8.400097e-11 8.441396e-35
1.700e+04 9.196859e-11 2.720499e-02 9.727950e-01 6.714494e-11 4.505512e-35
1.715e+04 9.807617e-11 2.947567e-02 9.705243e-01 5.069088e-11 2.060551e-35
1.742e+04 1.125698e-10 3.438364e-02 9.656164e-01 3.030447e-11 4.976731e-36
1.789e+04 1.396623e-10 4.412111e-02 9.558789e-01 1.285990e-11 4.652969e-37
1.853e+04 2.065523e-10 6.252450e-02 9.374755e-01 4.537966e-12 2.816421e-38
1.926e+04 3.054960e-10 8.925329e-02 9.107467e-01 1.482894e-12 1.394068e-39
2.003e+04 3.761604e-10 1.147760e-01 8.852240e-01 5.664005e-13 9.980994e-41
2.084e+04 4.506618e-10 1.440754e-01 8.559246e-01 2.260468e-13 8.117025e-42
2.165e+04 6.063703e-10 1.905279e-01 8.094721e-01 8.011996e-14 5.191774e-43
2.245e+04 6.477817e-10 2.207304e-01 7.792696e-01 3.727174e-14 6.322472e-44
2.325e+04 6.104509e-10 2.374401e-01 7.625599e-01 2.088651e-14 1.202356e-44
2.405e+04 5.619831e-10 2.491130e-01 7.508870e-01 1.298727e-14 3.016376e-45
2.487e+04 5.569297e-10 2.699964e-01 7.300036e-01 7.553212e-15 6.639297e-46
2.570e+04 6.252345e-10 3.139811e-01 6.860189e-01 3.451594e-15 8.310024e-47
2.659e+04 7.024093e-10 3.646787e-01 6.353213e-01 1.497300e-15 9.257451e-48
2.764e+04 8.319533e-10 4.357683e-01 5.642317e-01 5.281860e-16 6.391146e-49
2.899e+04 9.932106e-10 5.165142e-01 4.834858e-01 1.706038e-16 3.729011e-50
3.065e+04 1.104094e-09 5.986051e-01 4.013949e-01 4.692486e-17 1.422361e-51
3.252e+04 9.288093e-10 6.324683e-01 3.675317e-01 1.735345e-17 8.971420e-53
3.446e+04 8.823420e-10 7.089867e-01 2.910133e-01 3.372263e-18 1.297192e-54
3.637e+04 7.448998e-10 7.416207e-01 2.583793e-01 1.164893e-18 7.227283e-56
3.815e+04 6.657613e-10 7.746055e-01 2.253945e-01 4.242933e-19 5.025939e-57
3.975e+04 6.791418e-10 8.190235e-01 1.809765e-01 1.360764e-19 3.117985e-58
4.117e+04 6.353682e-10 8.401660e-01 1.598340e-01 6.277703e-20 4.275376e-59
4.247e+04 6.945441e-10 8.939180e-01 1.060820e-01 1.035962e-20 6.213388e-61
4.369e+04 5.530936e-10 8.915188e-01 1.084812e-01 7.182523e-21 1.831340e-61
4.488e+04 5.392940e-10 9.186880e-01 8.131196e-02 1.807518e-21 6.467845e-63
4.608e+04 4.235158e-10 9.123239e-01 8.767605e-02 1.543574e-21 3.064268e-63
4.729e+04 4.376339e-10 9.389562e-01 6.104384e-02 3.263333e-22 7.968121e-65
4.852e+04 3.030778e-10 9.174892e-01 8.251077e-02 5.856395e-22 1.812715e-64
