#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
1267.34 3.98e-07 1.00e+00 1.28e-06 1.83e-17 2.84e-26 
1514.05 3.51e-07 1.00e+00 1.64e-06 1.20e-17 1.35e-25 
1808.80 3.50e-07 1.00e+00 1.58e-06 7.96e-18 1.03e-26 
1919.29 2.96e-07 1.00e+00 1.57e-06 7.28e-18 8.99e-27 
2160.92 2.69e-07 1.00e+00 1.79e-06 6.06e-18 6.24e-27 
2292.92 2.42e-07 1.00e+00 1.88e-06 4.39e-18 1.12e-26 
2432.98 2.25e-07 1.00e+00 1.94e-06 4.15e-18 3.98e-27 
2581.60 1.94e-07 1.00e+00 2.02e-06 3.22e-18 3.00e-27 
2739.29 1.83e-07 1.00e+00 1.87e-06 2.46e-18 2.19e-27 
2906.62 1.64e-07 1.00e+00 1.90e-06 2.21e-18 1.48e-26 
3084.17 1.62e-07 1.00e+00 1.29e-06 1.46e-18 1.09e-27 
3272.56 1.41e-07 1.00e+00 1.16e-06 1.21e-18 7.66e-28 
3472.46 1.32e-07 1.00e+00 8.35e-07 1.13e-18 1.00e-26 
3684.57 1.25e-07 1.00e+00 4.77e-07 9.49e-19 8.64e-28 
3909.64 1.17e-07 1.00e+00 2.94e-07 1.44e-18 1.71e-26 
4148.46 1.20e-07 1.00e+00 1.34e-07 1.83e-18 4.58e-27 
4401.86 1.44e-07 1.00e+00 6.90e-08 2.39e-18 7.96e-27 
4670.75 1.67e-07 1.00e+00 3.26e-08 3.10e-18 1.55e-26 
4956.05 1.59e-07 1.00e+00 1.83e-08 5.11e-18 2.18e-26 
5258.79 1.58e-07 1.00e+00 8.32e-09 9.38e-18 6.09e-27 
5580.02 1.69e-07 1.00e+00 5.96e-05 3.83e-13 1.90e-25 
5920.87 1.79e-07 1.00e+00 3.57e-09 1.00e-16 1.28e-24 
6282.54 2.02e-07 1.00e+00 1.04e-09 8.73e-17 2.60e-25 
6666.30 2.73e-07 1.00e+00 4.09e-10 2.51e-16 1.95e-24 
7073.50 3.74e-07 1.00e+00 3.48e-11 1.61e-17 3.66e-26 
7505.58 5.18e-07 1.00e+00 5.97e-12 3.71e-17 2.07e-26 
7964.05 7.11e-07 1.00e+00 4.39e-12 4.85e-17 8.88e-27 
8450.53 1.07e-06 1.00e+00 5.34e-12 2.97e-17 7.30e-27 
8966.72 1.34e-06 1.00e+00 1.51e-12 3.16e-18 8.94e-28 
9514.44 2.20e-06 1.00e+00 1.10e-12 7.34e-19 2.38e-28 
10095.62 2.89e-06 1.00e+00 8.67e-13 1.65e-19 5.24e-29 
10712.30 3.53e-06 1.00e+00 7.74e-13 3.95e-20 1.01e-29 
11366.65 4.86e-06 1.00e+00 6.50e-13 6.05e-21 1.80e-30 
12061.10 7.00e-06 1.00e+00 6.21e-13 1.03e-21 2.91e-31 
12793.43 6.06e-06 1.00e+00 6.94e-13 2.23e-22 4.51e-32 
13528.61 7.51e-06 1.00e+00 6.97e-13 5.17e-23 1.05e-32 
14194.74 6.83e-06 1.00e+00 8.10e-13 2.49e-23 4.18e-33 
14757.77 4.06e-06 1.00e+00 1.07e-12 1.85e-23 2.13e-33 
15240.48 8.85e-06 1.00e+00 9.82e-13 8.07e-24 8.61e-34 
15646.99 1.35e-05 1.00e+00 6.33e-13 5.31e-25 3.52e-34 
15960.30 4.71e-06 1.00e+00 8.00e-13 1.04e-24 1.61e-34 
16187.41 6.51e-06 1.00e+00 9.58e-13 6.85e-25 1.12e-34 
16354.17 5.03e-06 1.00e+00 8.01e-13 5.94e-25 9.66e-35 
16484.18 1.19e-05 1.00e+00 8.40e-13 7.77e-25 9.74e-35 
16593.12 1.89e-05 1.00e+00 9.95e-13 8.68e-25 1.07e-34 
16691.99 1.75e-06 1.00e+00 1.77e-12 1.26e-24 1.14e-34 
16788.59 7.14e-06 1.00e+00 1.41e-12 3.38e-25 1.18e-34 
16888.37 4.08e-06 1.00e+00 1.74e-12 1.55e-24 1.20e-34 
16998.79 7.45e-06 1.00e+00 1.79e-12 1.55e-24 1.23e-34 
17146.37 2.96e-06 1.00e+00 2.11e-12 2.08e-24 1.28e-34 
17415.23 2.04e-06 1.00e+00 3.02e-12 2.42e-24 1.38e-34 
17888.12 9.78e-07 1.00e+00 4.67e-12 4.55e-24 1.59e-34 
18532.37 1.29e-06 1.00e+00 5.28e-12 4.00e-24 1.71e-34 
19260.76 8.50e-07 1.00e+00 7.29e-12 7.33e-24 1.90e-34 
20034.10 4.22e-07 1.00e+00 1.10e-11 1.35e-23 2.26e-34 
20838.00 2.62e-07 1.00e+00 1.60e-11 5.63e-23 2.73e-34 
21647.97 2.41e-07 1.00e+00 2.31e-11 2.44e-23 3.10e-34 
22447.94 3.99e-07 1.00e+00 1.98e-11 2.40e-23 3.85e-34 
23245.88 8.09e-07 1.00e+00 2.29e-11 3.00e-23 5.00e-34 
24052.47 1.51e-07 1.00e+00 3.70e-11 1.88e-22 6.50e-34 
24867.72 8.48e-08 1.00e+00 4.50e-11 2.84e-22 8.45e-34 
25698.86 4.92e-08 1.00e+00 6.23e-11 6.36e-22 1.14e-33 
26587.16 5.45e-07 1.00e+00 1.71e-10 3.39e-22 3.21e-32 
27637.54 4.45e-07 1.00e+00 5.38e-10 5.32e-24 3.29e-32 
28986.97 8.61e-08 1.00e+00 9.57e-11 2.83e-24 7.20e-33 
#TIME: 55.69 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 4.63e-07 1.00e+00 4.44e-07 2.50e-17 3.05e-26 
999.11 5.35e-07 1.00e+00 4.18e-07 2.28e-17 3.05e-26 
1267.34 4.43e-07 1.00e+00 5.27e-07 2.51e-17 3.60e-25 
1514.05 4.28e-07 1.00e+00 4.80e-07 9.75e-18 1.72e-26 
1808.80 3.57e-07 1.00e+00 5.07e-07 7.16e-18 1.10e-26 
1919.29 2.63e-07 1.00e+00 8.05e-07 1.06e-17 9.56e-27 
2160.92 2.82e-07 1.00e+00 6.68e-07 5.45e-18 2.40e-26 
2292.92 2.44e-07 1.00e+00 8.28e-07 5.71e-18 5.40e-27 
2432.98 2.01e-07 1.00e+00 1.03e-06 5.87e-18 4.24e-27 
2581.60 1.93e-07 1.00e+00 9.51e-07 4.08e-18 7.20e-26 
2739.29 1.83e-07 1.00e+00 8.75e-07 3.04e-18 2.68e-26 
2906.62 1.74e-07 1.00e+00 8.07e-07 2.05e-18 1.65e-27 
3084.17 1.60e-07 1.00e+00 6.53e-07 1.82e-18 4.98e-27 
3272.56 1.44e-07 1.00e+00 6.54e-07 1.58e-18 2.12e-26 
3472.46 1.41e-07 1.00e+00 3.67e-07 1.00e-18 2.97e-27 
3684.57 1.37e-07 1.00e+00 2.63e-07 1.29e-18 1.59e-26 
3909.64 1.26e-07 1.00e+00 1.38e-07 1.51e-18 1.27e-26 
4148.46 1.34e-07 1.00e+00 8.99e-08 3.08e-18 7.75e-26 
4401.86 1.52e-07 1.00e+00 2.75e-08 2.20e-18 1.29e-27 
4670.75 1.75e-07 1.00e+00 1.68e-08 3.94e-18 2.92e-26 
4956.05 1.71e-07 1.00e+00 7.79e-09 6.02e-18 1.68e-26 
5258.79 1.63e-07 1.00e+00 3.84e-09 1.41e-17 3.43e-26 
5580.02 1.78e-07 1.00e+00 1.56e-09 1.64e-21 1.32e-26 
5920.87 1.99e-07 1.00e+00 2.00e-09 7.07e-17 2.48e-25 
6282.54 2.18e-07 1.00e+00 1.20e-09 2.47e-16 3.66e-24 
6666.30 2.80e-07 1.00e+00 2.22e-10 1.28e-16 2.06e-25 
7073.50 3.80e-07 1.00e+00 2.55e-11 1.24e-16 6.05e-25 
7505.58 5.24e-07 1.00e+00 7.80e-12 1.19e-16 4.34e-26 
7964.05 7.43e-07 1.00e+00 5.15e-12 4.35e-17 9.44e-27 
8450.53 9.67e-07 1.00e+00 6.72e-12 1.40e-17 3.19e-27 
8966.72 1.40e-06 1.00e+00 1.51e-12 3.24e-18 9.51e-28 
9514.44 1.98e-06 1.00e+00 1.17e-12 8.50e-19 2.54e-28 
10095.62 2.78e-06 1.00e+00 9.09e-13 1.71e-19 5.58e-29 
10712.30 4.29e-06 1.00e+00 7.13e-13 3.01e-20 1.07e-29 
11366.65 4.19e-06 1.00e+00 7.00e-13 6.67e-21 1.92e-30 
12061.10 5.25e-06 1.00e+00 6.59e-13 1.03e-21 3.10e-31 
12793.43 6.52e-06 1.00e+00 5.96e-13 1.47e-22 4.79e-32 
13528.61 8.86e-06 1.00e+00 6.81e-13 5.17e-23 1.12e-32 
14194.74 7.99e-06 1.00e+00 6.70e-13 1.73e-23 4.45e-33 
14757.77 3.77e-06 1.00e+00 1.11e-12 1.71e-23 2.27e-33 
15240.48 4.86e-06 1.00e+00 1.08e-12 7.57e-24 9.16e-34 
15646.99 4.16e-06 1.00e+00 1.00e-12 3.93e-24 3.74e-34 
15960.30 1.32e-05 1.00e+00 6.58e-13 5.92e-25 1.71e-34 
16187.41 1.31e-05 1.00e+00 2.85e-12 1.43e-24 1.62e-34 
16354.17 1.14e-05 1.00e+00 6.23e-13 3.55e-25 1.03e-34 
16484.18 1.36e-05 1.00e+00 8.40e-13 6.55e-25 1.04e-34 
16593.12 4.58e-06 1.00e+00 1.13e-12 9.39e-25 1.13e-34 
16691.99 2.86e-06 1.00e+00 1.55e-12 8.20e-25 1.21e-34 
16788.59 1.85e-06 1.00e+00 1.59e-12 1.26e-24 1.25e-34 
16888.37 1.08e-05 1.00e+00 1.28e-12 9.36e-25 1.28e-34 
16998.79 1.88e-06 1.00e+00 1.61e-11 1.17e-23 3.89e-33 
17146.37 2.02e-06 1.00e+00 2.25e-12 2.18e-24 1.36e-34 
17415.23 1.32e-06 1.00e+00 3.62e-12 2.81e-24 1.47e-34 
17888.12 6.53e-07 1.00e+00 6.55e-12 5.33e-24 1.69e-34 
18532.37 1.45e-06 1.00e+00 8.05e-12 8.10e-24 1.82e-34 
19260.76 7.83e-07 1.00e+00 1.04e-11 1.10e-23 2.02e-34 
20034.10 1.41e-06 1.00e+00 2.68e-11 5.19e-24 6.07e-34 
20838.00 3.85e-07 1.00e+00 4.34e-10 5.66e-22 1.23e-31 
21647.97 2.47e-07 1.00e+00 2.07e-11 2.88e-23 3.30e-34 
22447.94 5.94e-07 1.00e+00 4.93e-10 4.02e-22 6.18e-31 
23245.88 1.02e-06 1.00e+00 1.08e-11 7.10e-24 5.31e-34 
24052.47 1.83e-07 1.00e+00 4.96e-11 1.98e-22 6.91e-34 
24867.72 8.63e-08 1.00e+00 6.72e-11 3.30e-22 8.98e-34 
25698.86 2.12e-07 1.00e+00 4.32e-10 1.02e-21 1.46e-31 
26587.16 3.08e-07 1.00e+00 3.04e-09 2.60e-21 1.12e-29 
27637.54 1.32e-07 1.00e+00 7.78e-11 2.02e-22 3.20e-33 
28986.97 2.19e-07 1.00e+00 2.95e-10 3.40e-21 5.84e-28 
#TIME: 56.84 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 4.94e-07 1.00e+00 1.09e-07 1.47e-17 3.25e-26 
999.11 5.90e-07 1.00e+00 1.11e-07 1.61e-17 3.25e-26 
1267.34 5.06e-07 1.00e+00 1.55e-07 1.82e-17 3.21e-26 
1514.05 4.19e-07 1.00e+00 1.73e-07 1.21e-17 1.83e-26 
1808.80 3.51e-07 1.00e+00 2.31e-07 1.06e-17 1.17e-26 
1919.29 2.94e-07 1.00e+00 3.83e-07 1.03e-17 1.02e-26 
2160.92 2.76e-07 1.00e+00 3.08e-07 7.03e-18 7.05e-27 
2292.92 2.36e-07 1.00e+00 3.70e-07 6.02e-18 5.74e-27 
2432.98 2.15e-07 1.00e+00 4.29e-07 4.78e-18 7.02e-27 
2581.60 1.86e-07 1.00e+00 5.16e-07 5.00e-18 3.40e-27 
2739.29 1.79e-07 1.00e+00 4.63e-07 3.61e-18 2.48e-26 
2906.62 1.58e-07 1.00e+00 3.97e-07 2.47e-18 1.75e-27 
3084.17 1.48e-07 1.00e+00 3.62e-07 2.10e-18 5.70e-27 
3272.56 1.47e-07 1.00e+00 3.53e-07 1.57e-18 3.41e-26 
3472.46 1.39e-07 1.00e+00 1.89e-07 1.23e-18 2.83e-27 
3684.57 1.35e-07 1.00e+00 1.11e-07 1.00e-18 6.32e-27 
3909.64 1.30e-07 1.00e+00 9.60e-08 2.36e-18 4.45e-26 
4148.46 1.33e-07 1.00e+00 4.14e-08 2.20e-18 1.72e-26 
4401.86 1.57e-07 1.00e+00 1.46e-08 3.04e-18 1.83e-26 
4670.75 1.85e-07 1.00e+00 7.67e-09 3.57e-18 1.64e-26 
4956.05 1.78e-07 1.00e+00 3.73e-09 7.07e-18 3.86e-26 
5258.79 1.74e-07 1.00e+00 2.94e-09 2.42e-17 1.11e-25 
5580.02 1.87e-07 1.00e+00 6.92e-10 2.90e-17 4.13e-22 
5920.87 2.12e-07 1.00e+00 2.27e-10 1.48e-17 2.79e-26 
6282.54 2.43e-07 1.00e+00 9.48e-11 1.73e-17 4.72e-26 
6666.30 2.88e-07 1.00e+00 5.31e-11 5.87e-17 8.44e-26 
7073.50 3.92e-07 1.00e+00 8.45e-12 5.79e-17 4.14e-26 
7505.58 5.41e-07 1.00e+00 6.40e-12 7.83e-17 2.34e-26 
7964.05 6.88e-07 1.00e+00 7.16e-12 5.46e-17 1.27e-26 
8450.53 9.91e-07 1.00e+00 5.93e-12 1.02e-17 3.39e-27 
8966.72 1.32e-06 1.00e+00 1.63e-12 3.46e-18 1.01e-27 
9514.44 1.88e-06 1.00e+00 1.29e-12 9.00e-19 2.70e-28 
10095.62 2.79e-06 1.00e+00 8.56e-13 1.56e-19 5.93e-29 
10712.30 3.73e-06 1.00e+00 7.40e-13 3.53e-20 1.14e-29 
11366.65 5.30e-06 1.00e+00 6.63e-13 6.27e-21 2.04e-30 
12061.10 8.16e-06 1.00e+00 5.29e-13 7.91e-22 3.29e-31 
12793.43 5.69e-06 1.00e+00 7.01e-13 2.48e-22 5.10e-32 
13528.61 8.63e-06 1.00e+00 6.58e-13 5.04e-23 1.19e-32 
14194.74 8.49e-06 1.00e+00 7.96e-13 3.17e-23 4.73e-33 
14757.77 6.49e-06 1.00e+00 9.07e-13 1.22e-23 2.41e-33 
15240.48 7.39e-06 1.00e+00 9.93e-13 6.51e-24 9.74e-34 
15646.99 4.85e-06 1.00e+00 6.55e-13 9.74e-25 3.98e-34 
15960.30 9.66e-06 1.00e+00 5.98e-13 6.75e-25 1.82e-34 
16187.41 5.31e-06 1.00e+00 6.44e-13 1.11e-25 1.27e-34 
16354.17 5.06e-06 1.00e+00 8.47e-13 7.80e-25 1.09e-34 
16484.18 2.99e-06 1.00e+00 1.07e-12 7.68e-25 1.10e-34 
16593.12 9.50e-07 1.00e+00 1.89e-12 1.52e-24 1.21e-34 
16691.99 1.41e-06 1.00e+00 1.58e-12 1.01e-24 1.29e-34 
16788.59 5.73e-06 1.00e+00 1.22e-12 8.76e-25 1.33e-34 
16888.37 4.35e-06 1.00e+00 8.19e-11 5.07e-23 1.67e-31 
16998.79 1.52e-06 1.00e+00 2.31e-12 2.57e-25 1.39e-34 
17146.37 8.59e-07 1.00e+00 3.02e-12 2.85e-24 1.44e-34 
17415.23 3.67e-06 1.00e+00 3.03e-12 2.04e-24 1.56e-34 
17888.12 2.43e-06 1.00e+00 4.38e-12 2.67e-24 1.80e-34 
18532.37 9.68e-07 1.00e+00 6.96e-12 4.80e-24 1.94e-34 
19260.76 3.73e-07 1.00e+00 1.38e-11 1.07e-23 2.14e-34 
20034.10 1.30e-06 1.00e+00 2.16e-10 3.75e-23 1.08e-31 
20838.00 2.70e-06 9.78e-01 2.21e-02 2.00e-16 8.81e-29 
21647.97 1.93e-06 9.79e-01 2.05e-02 1.00e-13 2.38e-24 
22447.94 2.76e-07 1.00e+00 2.11e-11 2.31e-24 4.35e-34 
23245.88 3.02e-07 1.00e+00 2.72e-11 2.36e-22 5.65e-34 
24052.47 1.34e-07 1.00e+00 4.44e-11 1.32e-22 7.35e-34 
24867.72 1.09e-07 1.00e+00 1.02e-10 3.50e-22 9.55e-34 
25698.86 8.98e-08 1.00e+00 5.56e-11 5.55e-23 1.29e-33 
26587.16 4.23e-08 1.00e+00 7.10e-11 2.01e-23 1.93e-33 
27637.54 3.21e-08 1.51e-01 8.49e-01 9.81e-10 7.08e-19 
28986.97 1.01e-07 1.00e+00 7.73e-11 1.12e-21 8.14e-33 
#TIME: 58.02 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 6.38e-07 1.00e+00 5.45e-08 3.19e-17 3.45e-26 
999.11 5.33e-07 1.00e+00 6.24e-08 3.66e-17 3.45e-26 
1267.34 5.08e-07 1.00e+00 6.68e-08 2.76e-17 3.42e-26 
1514.05 4.35e-07 1.00e+00 1.02e-07 2.15e-17 1.94e-26 
1808.80 3.56e-07 1.00e+00 1.14e-07 1.20e-17 1.24e-26 
1919.29 2.97e-07 1.00e+00 1.48e-07 8.53e-18 1.08e-26 
2160.92 2.61e-07 1.00e+00 1.93e-07 1.03e-17 7.50e-27 
2292.92 2.24e-07 1.00e+00 3.45e-07 1.36e-17 3.66e-25 
2432.98 2.02e-07 1.00e+00 1.81e-07 4.96e-18 4.79e-27 
2581.60 1.77e-07 1.00e+00 2.83e-07 5.32e-18 3.61e-27 
2739.29 1.75e-07 1.00e+00 2.56e-07 4.02e-18 4.87e-27 
2906.62 1.62e-07 1.00e+00 2.87e-07 3.86e-18 1.05e-25 
3084.17 1.51e-07 1.00e+00 1.90e-07 2.10e-18 1.31e-27 
3272.56 1.44e-07 1.00e+00 1.41e-07 1.23e-18 9.20e-28 
3472.46 1.33e-07 1.00e+00 1.36e-07 1.81e-18 4.53e-26 
3684.57 1.33e-07 1.00e+00 4.72e-08 1.06e-18 6.49e-28 
3909.64 1.28e-07 1.00e+00 2.75e-08 1.01e-18 9.63e-28 
4148.46 1.29e-07 1.00e+00 2.27e-08 2.75e-18 3.41e-26 
4401.86 1.66e-07 1.00e+00 5.36e-09 2.20e-18 2.32e-27 
4670.75 1.87e-07 1.00e+00 2.62e-09 2.78e-18 4.90e-27 
4956.05 1.90e-07 1.00e+00 3.15e-09 1.31e-17 1.50e-25 
5258.79 1.87e-07 1.00e+00 7.19e-10 8.07e-18 7.32e-27 
5580.02 1.95e-07 1.00e+00 4.80e-10 4.75e-17 1.87e-25 
5920.87 2.33e-07 1.00e+00 9.01e-11 5.36e-17 2.97e-26 
6282.54 2.53e-07 1.00e+00 7.54e-11 1.83e-16 1.27e-24 
6666.30 3.13e-07 1.00e+00 1.59e-10 7.63e-16 1.27e-23 
7073.50 4.16e-07 1.00e+00 5.78e-12 1.23e-16 4.40e-26 
7505.58 5.23e-07 1.00e+00 1.52e-11 2.34e-16 8.41e-26 
7964.05 6.71e-07 1.00e+00 1.87e-11 1.10e-16 7.05e-26 
8450.53 9.10e-07 1.00e+00 7.29e-12 1.48e-17 3.60e-27 
8966.72 1.28e-06 1.00e+00 1.93e-12 3.99e-18 1.08e-27 
9514.44 2.01e-06 1.00e+00 1.12e-12 7.47e-19 2.87e-28 
10095.62 2.69e-06 1.00e+00 9.72e-13 2.31e-19 6.31e-29 
10712.30 4.15e-06 1.00e+00 6.87e-13 2.95e-20 1.21e-29 
11366.65 5.28e-06 1.00e+00 6.22e-13 5.78e-21 2.17e-30 
12061.10 8.47e-06 1.00e+00 5.78e-13 1.10e-21 3.50e-31 
12793.43 9.75e-06 1.00e+00 6.14e-13 1.60e-22 5.42e-32 
13528.61 8.59e-06 1.00e+00 7.09e-13 6.34e-23 1.27e-32 
14194.74 6.91e-06 1.00e+00 8.29e-13 2.94e-23 5.03e-33 
14757.77 5.27e-06 1.00e+00 8.48e-13 1.31e-23 2.56e-33 
15240.48 8.37e-06 1.00e+00 9.09e-13 5.10e-24 1.04e-33 
15646.99 2.15e-05 1.00e+00 6.36e-13 1.98e-24 4.23e-34 
15960.30 5.14e-06 1.00e+00 6.29e-13 7.61e-25 1.94e-34 
16187.41 1.03e-05 1.00e+00 6.98e-13 7.14e-25 1.35e-34 
16354.17 5.27e-06 1.00e+00 8.17e-13 5.81e-25 1.16e-34 
16484.18 3.39e-06 1.00e+00 1.02e-12 6.52e-25 1.17e-34 
16593.12 2.00e-06 1.00e+00 1.26e-12 5.53e-25 1.28e-34 
16691.99 2.41e-05 1.00e+00 4.25e-10 1.01e-22 1.67e-30 
16788.59 2.92e-05 1.00e+00 1.27e-12 1.50e-24 1.42e-34 
16888.37 2.60e-06 1.00e+00 1.95e-12 3.27e-26 1.44e-34 
16998.79 1.93e-06 1.00e+00 2.18e-12 1.51e-24 1.48e-34 
17146.37 2.44e-06 1.00e+00 2.05e-12 1.30e-24 1.53e-34 
17415.23 5.68e-06 1.00e+00 3.44e-12 6.39e-25 1.66e-34 
17888.12 7.89e-07 1.00e+00 6.29e-12 5.95e-24 1.91e-34 
18532.37 5.45e-07 1.00e+00 9.20e-12 7.65e-24 2.06e-34 
19260.76 8.65e-07 1.00e+00 9.53e-12 5.82e-24 2.28e-34 
20034.10 7.23e-07 1.00e+00 9.27e-12 6.95e-25 2.72e-34 
20838.00 6.01e-07 1.00e+00 1.14e-11 1.28e-32 3.29e-34 
21647.97 2.56e-07 1.00e+00 1.69e-11 2.67e-32 3.73e-34 
22447.94 5.23e-07 1.00e+00 3.39e-10 4.20e-22 4.18e-30 
23245.88 1.71e-06 1.00e+00 1.31e-10 8.31e-23 6.64e-33 
24052.47 1.94e-07 1.00e+00 3.47e-11 1.37e-22 7.81e-34 
24867.72 8.60e-08 1.00e+00 6.95e-11 1.75e-22 1.02e-33 
25698.86 8.60e-08 1.00e+00 5.65e-11 3.88e-22 1.38e-33 
26587.16 3.05e-07 1.00e+00 1.62e-10 3.38e-22 1.30e-30 
27637.54 2.13e-07 1.00e+00 2.48e-08 1.50e-25 3.62e-33 
28986.97 8.52e-08 1.00e+00 8.05e-11 4.16e-21 8.65e-33 
#TIME: 59.22 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 6.66e-07 1.00e+00 2.96e-08 3.72e-17 3.67e-26 
999.11 5.33e-07 1.00e+00 3.88e-08 4.33e-17 3.67e-26 
1267.34 4.79e-07 1.00e+00 4.10e-08 4.23e-17 3.64e-26 
1514.05 4.16e-07 1.00e+00 4.67e-08 1.74e-17 2.07e-26 
1808.80 3.38e-07 1.00e+00 6.78e-08 1.53e-17 7.43e-26 
1919.29 2.78e-07 1.00e+00 8.77e-08 1.40e-17 1.15e-26 
2160.92 2.48e-07 1.00e+00 1.06e-07 9.48e-18 7.97e-27 
2292.92 2.24e-07 1.00e+00 1.25e-07 5.55e-18 6.49e-27 
2432.98 1.88e-07 1.00e+00 1.34e-07 9.53e-18 5.09e-27 
2581.60 1.81e-07 1.00e+00 1.53e-07 5.57e-18 3.84e-27 
2739.29 1.67e-07 1.00e+00 1.71e-07 5.16e-18 9.73e-26 
2906.62 1.56e-07 1.00e+00 1.56e-07 3.10e-18 1.83e-26 
3084.17 1.47e-07 1.00e+00 1.94e-07 4.31e-18 1.47e-25 
3272.56 1.46e-07 1.00e+00 1.00e-07 2.31e-18 5.31e-26 
3472.46 1.34e-07 1.00e+00 5.08e-08 9.90e-19 7.41e-28 
3684.57 1.28e-07 1.00e+00 3.10e-08 1.75e-18 6.91e-27 
3909.64 1.32e-07 1.00e+00 2.32e-08 3.12e-18 6.20e-26 
4148.46 1.40e-07 1.00e+00 9.26e-09 2.14e-18 1.13e-26 
4401.86 1.62e-07 1.00e+00 2.36e-09 2.76e-18 1.55e-27 
4670.75 1.89e-07 1.00e+00 2.00e-09 6.60e-18 6.46e-26 
4956.05 1.96e-07 1.00e+00 9.88e-10 5.07e-18 1.47e-26 
5258.79 1.81e-07 1.00e+00 1.17e-09 5.58e-17 7.04e-25 
5580.02 2.10e-07 1.00e+00 1.44e-10 2.11e-17 1.67e-26 
5920.87 2.48e-07 1.00e+00 3.74e-11 5.90e-17 3.16e-26 
6282.54 2.70e-07 1.00e+00 2.10e-10 6.77e-16 3.53e-24 
6666.30 3.29e-07 1.00e+00 7.99e-12 1.32e-17 6.12e-26 
7073.50 4.06e-07 1.00e+00 3.70e-11 1.23e-15 1.91e-24 
7505.58 4.79e-07 1.00e+00 6.47e-12 4.46e-17 2.65e-26 
7964.05 6.40e-07 1.00e+00 8.55e-12 1.98e-17 1.13e-26 
8450.53 9.23e-07 1.00e+00 1.07e-11 1.91e-17 5.55e-27 
8966.72 1.37e-06 1.00e+00 2.53e-12 4.60e-18 1.14e-27 
9514.44 2.07e-06 1.00e+00 1.17e-12 9.34e-19 3.05e-28 
10095.62 3.10e-06 1.00e+00 8.47e-13 1.66e-19 6.70e-29 
10712.30 3.21e-06 1.00e+00 7.86e-13 3.92e-20 1.29e-29 
11366.65 4.71e-06 1.00e+00 6.85e-13 7.55e-21 2.30e-30 
12061.10 5.96e-06 1.00e+00 6.21e-13 1.19e-21 3.72e-31 
12793.43 7.69e-06 1.00e+00 6.50e-13 2.33e-22 5.76e-32 
13528.61 6.13e-06 1.00e+00 7.22e-13 6.06e-23 1.35e-32 
14194.74 6.36e-06 1.00e+00 8.55e-13 3.02e-23 5.35e-33 
14757.77 4.70e-06 1.00e+00 8.86e-13 1.55e-23 2.73e-33 
15240.48 4.86e-06 1.00e+00 8.55e-13 5.36e-24 1.10e-33 
15646.99 3.42e-06 1.00e+00 1.06e-12 4.80e-24 4.49e-34 
15960.30 5.86e-06 1.00e+00 7.72e-13 1.20e-24 2.06e-34 
16187.41 6.44e-06 1.00e+00 1.49e-12 1.19e-24 1.44e-34 
16354.17 4.23e-06 1.00e+00 8.68e-13 6.69e-25 1.24e-34 
16484.18 2.82e-06 1.00e+00 9.89e-13 6.09e-25 1.25e-34 
16593.12 1.00e-05 1.00e+00 1.08e-12 8.65e-25 1.36e-34 
16691.99 1.48e-05 1.00e+00 1.25e-12 3.77e-27 1.46e-34 
16788.59 1.13e-06 1.00e+00 2.04e-12 2.41e-24 1.51e-34 
16888.37 5.40e-06 1.00e+00 1.71e-12 1.37e-24 1.54e-34 
16998.79 2.13e-06 1.00e+00 2.00e-12 1.82e-24 1.57e-34 
17146.37 2.75e-06 1.00e+00 2.12e-12 2.09e-24 1.63e-34 
17415.23 8.05e-07 1.00e+00 3.82e-12 3.38e-24 1.77e-34 
17888.12 1.29e-06 1.00e+00 6.14e-12 4.29e-24 2.03e-34 
