#NTIMES: 265
#NSTAGES: 6
#TIMES[d]: 1.0736 1.18096 1.299056 1.428962 1.571858 1.729044 1.901948 2.092143 2.301357 2.531493 2.784642 3.063106 3.369417 3.706359 4.076994 4.484694 4.933163 5.426479 5.969127 6.56604 7.222644 7.944908 8.739399 9.613339 10.574673 11.574673 12.574673 13.574673 14.574673 15.574673 16.574673 17.574673 18.574673 19.574673 20.574673 21.574673 22.574673 23.574673 24.574673 25.574673 26.574673 27.574673 28.574673 29.574673 30.574673 31.574673 32.574673 33.574673 34.574673 35.574673 36.574673 37.574673 38.574673 39.574673 40.574673 41.574673 42.574673 43.574673 44.574673 45.574673 46.574673 47.574673 48.57467 49.57467 50.57467 51.57467 52.57467 53.57467 54.57467 55.57467 56.57467 57.57467 58.57467 59.57467 60.57467 61.57467 62.57467 63.57467 64.57467 65.57467 66.57467 67.57467 68.57467 69.57467 70.57467 71.57467 72.57467 73.57467 74.57467 75.57467 76.57467 77.57467 78.57467 79.57467 80.57467 81.57467 82.57467 83.57467 84.57467 85.57467 86.57467 87.57467 88.57467 89.57467 90.57467 91.57467 92.57467 93.57467 94.57467 95.57467 96.57467 97.574676 98.574676 99.574676 100.574676 101.574676 102.574676 103.574676 104.574676 105.574676 106.574676 107.574676 108.574676 109.574676 110.574676 111.574676 112.574676 113.574676 114.574676 115.574676 116.574676 117.574676 118.574676 119.574676 120.574676 121.574676 122.574676 123.574676 124.574676 125.574676 126.574676 127.574676 128.574676 129.574676 130.574676 131.574676 132.574676 133.574676 134.574676 135.574676 136.574676 137.574676 138.574676 139.574676 140.574676 141.574676 142.574676 143.574676 144.574676 145.574676 146.574676 147.574676 148.574676 149.574676 150.574676 151.574676 152.574676 153.574676 154.574676 155.574676 156.574676 157.574676 158.574676 159.574676 160.574676 161.574676 162.574676 163.574676 164.574676 165.574676 166.574676 167.574676 168.574676 169.574676 170.574676 171.574676 172.574676 173.574676 174.574676 175.574676 176.574676 177.574676 178.574676 179.574676 180.574676 181.574676 182.574676 183.574676 184.574676 185.574676 186.574676 187.574676 188.574676 189.574676 190.574676 191.574676 192.574676 193.574676 194.574676 195.574676 196.574676 197.574676 198.574676 199.574676 200.574676 201.574676 202.574676 203.574676 204.574676 205.574676 206.574676 207.574676 208.574676 209.574676 210.574676 211.574676 212.574676 213.574676 214.574676 215.574676 216.574676 217.574676 218.574676 219.574676 220.574676 221.574676 222.574676 223.574676 224.574676 225.574676 226.574676 227.574676 228.574676 229.574676 230.574676 231.574676 232.574676 233.574676 234.574676 235.574676 236.574676 237.574676 238.574676 239.574676 240.574676 241.574676 242.574676 243.574676 244.574676 245.574676 246.574676 247.574676 248.574676 249.574676 250.574676
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] C0 C1 C2 C3 C4 C5
3.975e+04 1.000000e+00 9.693956e-09 1.382872e-45 5.935806e-132 1.153802e-254 0.000000e+00
4.117e+04 1.000000e+00 3.580772e-10 9.060523e-51 4.822498e-145 1.349302e-278 0.000000e+00
4.247e+04 1.000000e+00 6.161435e-09 1.362156e-46 7.222799e-135 2.905498e-260 0.000000e+00
4.369e+04 1.000000e+00 1.709925e-09 1.017398e-48 2.217199e-140 1.911268e-270 0.000000e+00
4.488e+04 1.000000e+00 1.969890e-09 1.092175e-48 1.516432e-140 6.366848e-271 0.000000e+00
4.608e+04 1.000000e+00 1.280507e-08 4.541812e-46 2.429779e-134 7.106412e-260 0.000000e+00
4.729e+04 1.000000e+00 1.083277e-08 1.726575e-46 1.335630e-135 2.535710e-262 0.000000e+00
4.852e+04 1.000000e+00 4.321558e-12 1.516183e-58 9.717536e-166 3.367729e-317 0.000000e+00
4.975e+04 1.000000e+00 1.332842e-12 1.912730e-60 1.341714e-170 0.000000e+00 0.000000e+00
5.101e+04 1.000000e+00 1.525307e-11 5.789471e-57 2.988855e-162 3.445176e-311 0.000000e+00
5.229e+04 1.000000e+00 2.151248e-12 4.481009e-60 3.771921e-170 0.000000e+00 0.000000e+00
5.360e+04 1.000000e+00 1.853865e-11 5.653341e-57 1.116600e-162 2.915615e-312 0.000000e+00
5.492e+04 1.000000e+00 5.424739e-14 1.060647e-65 3.709333e-184 0.000000e+00 0.000000e+00
5.627e+04 1.000000e+00 3.805354e-14 2.267000e-66 5.419153e-186 0.000000e+00 0.000000e+00
5.762e+04 1.000000e+00 2.356082e-15 2.043159e-70 8.561148e-196 0.000000e+00 0.000000e+00
5.899e+04 1.000000e+00 1.079762e-15 1.146023e-71 5.513900e-199 0.000000e+00 0.000000e+00
6.034e+04 1.000000e+00 4.104140e-16 3.575380e-73 9.051299e-203 0.000000e+00 0.000000e+00
6.168e+04 1.000000e+00 8.606599e-16 2.638733e-72 5.946635e-201 0.000000e+00 0.000000e+00
6.297e+04 1.000000e+00 1.743106e-16 1.137743e-74 9.627907e-207 0.000000e+00 0.000000e+00
6.422e+04 1.000000e+00 1.091251e-14 4.553762e-69 9.833005e-194 0.000000e+00 0.000000e+00
6.539e+04 1.000000e+00 5.849383e-14 7.862273e-67 1.360720e-188 0.000000e+00 0.000000e+00
6.646e+04 1.000000e+00 2.354058e-15 1.878294e-71 1.007632e-199 0.000000e+00 0.000000e+00
6.742e+04 1.000000e+00 2.331634e-16 9.211524e-75 1.138939e-207 0.000000e+00 0.000000e+00
6.826e+04 1.000000e+00 1.499331e-17 1.144973e-78 5.118858e-217 0.000000e+00 0.000000e+00
6.896e+04 1.000000e+00 5.928533e-20 8.848889e-87 9.176893e-237 0.000000e+00 0.000000e+00
6.948e+04 1.000000e+00 1.099397e-16 5.016453e-76 5.756161e-211 0.000000e+00 0.000000e+00
6.976e+04 1.000000e+00 9.662231e-16 4.862239e-73 5.730367e-204 0.000000e+00 0.000000e+00
6.989e+04 1.000000e+00 1.573479e-13 7.260173e-66 6.677634e-187 0.000000e+00 0.000000e+00
6.995e+04 1.000000e+00 2.453226e-16 5.888837e-75 1.653542e-208 0.000000e+00 0.000000e+00
6.998e+04 1.000000e+00 2.573099e-17 4.364497e-78 6.881383e-216 0.000000e+00 0.000000e+00
7.000e+04 1.000000e+00 2.575953e-17 4.366200e-78 6.856632e-216 0.000000e+00 0.000000e+00
#TIME: 2.092143
#NVEL: 114
#vel_mid[km/s] C0 C1 C2 C3 C4 C5
4.401e+02 1.593882e-21 9.509082e-14 5.425189e-08 2.249209e-03 9.977507e-01 5.688119e-30
8.862e+02 2.729280e-20 9.954768e-13 3.992865e-07 7.368954e-03 9.926306e-01 5.310838e-33
9.061e+02 1.062323e-20 4.553154e-13 2.042776e-07 4.963297e-03 9.950365e-01 5.455006e-32
9.444e+02 3.100450e-21 1.645632e-13 8.606345e-08 2.967387e-03 9.970325e-01 1.120032e-30
9.991e+02 2.345967e-21 1.307553e-13 7.089410e-08 2.641837e-03 9.973581e-01 2.214483e-30
1.061e+03 1.599017e-21 9.534164e-14 5.437043e-08 2.252147e-03 9.977478e-01 5.646122e-30
1.126e+03 1.770241e-21 1.036597e-13 5.830681e-08 2.348741e-03 9.976512e-01 4.424581e-30
1.194e+03 7.744239e-22 5.245770e-14 3.297823e-08 1.663214e-03 9.983368e-01 3.383951e-29
1.267e+03 2.746044e-22 2.235108e-14 1.628054e-08 1.078580e-03 9.989214e-01 4.408942e-28
1.345e+03 7.698149e-23 7.847560e-15 6.936360e-09 6.318846e-04 9.993681e-01 1.105512e-26
1.427e+03 1.496480e-23 2.044569e-15 2.393748e-09 3.188865e-04 9.996811e-01 7.048604e-25
1.514e+03 3.715170e-24 6.566768e-16 1.012551e-09 1.820501e-04 9.998179e-01 1.976357e-23
1.607e+03 8.872161e-25 2.062043e-16 4.354062e-10 1.050028e-04 9.998950e-01 4.737614e-22
1.705e+03 1.881731e-25 5.874777e-17 1.791519e-10 5.831578e-05 9.999417e-01 1.620695e-20
1.809e+03 4.255882e-26 1.763483e-17 7.855565e-11 3.382311e-05 9.999662e-01 4.955101e-19
1.919e+03 8.972139e-27 5.019964e-18 3.404876e-11 1.983388e-05 9.999802e-01 1.617041e-17
2.037e+03 1.938702e-27 1.460563e-18 1.526993e-11 1.224984e-05 9.999878e-01 4.801291e-16
2.161e+03 4.288305e-28 4.351930e-19 7.047123e-12 8.028399e-06 9.999920e-01 1.161647e-14
2.293e+03 8.427799e-29 1.189056e-19 3.100312e-12 5.378666e-06 9.999946e-01 2.743479e-13
2.433e+03 1.998593e-29 3.786749e-20 1.510127e-12 3.929614e-06 9.999961e-01 4.027000e-12
2.582e+03 6.190812e-30 1.490791e-20 8.437636e-13 3.127102e-06 9.999969e-01 3.661584e-11
2.739e+03 2.706825e-30 7.726307e-21 5.603589e-13 2.694167e-06 9.999973e-01 1.696653e-10
2.907e+03 1.597932e-30 5.110685e-21 4.316469e-13 2.438137e-06 9.999976e-01 3.706913e-10
3.084e+03 1.198568e-30 4.130274e-21 3.736858e-13 2.257844e-06 9.999977e-01 3.613511e-10
3.273e+03 1.115988e-30 3.996277e-21 3.595534e-13 2.139764e-06 9.999979e-01 1.751390e-10
3.472e+03 1.439918e-30 5.037866e-21 4.065751e-13 2.144722e-06 9.999979e-01 3.819803e-11
3.685e+03 2.446063e-30 7.966636e-21 5.280058e-13 2.289142e-06 9.999977e-01 3.754783e-12
3.910e+03 4.054703e-30 1.248114e-20 6.808422e-13 2.501492e-06 9.999975e-01 2.709983e-13
4.148e+03 6.731989e-30 1.920488e-20 8.822644e-13 2.838518e-06 9.999972e-01 3.918196e-14
4.402e+03 9.785241e-30 2.586109e-20 1.066764e-12 3.131834e-06 9.999969e-01 1.944930e-14
4.671e+03 8.581636e-30 2.340825e-20 9.987824e-13 3.029454e-06 9.999970e-01 2.098318e-14
4.956e+03 4.380837e-30 1.405499e-20 7.128797e-13 2.555945e-06 9.999974e-01 3.053131e-14
5.259e+03 2.304274e-30 8.671724e-21 5.169238e-13 2.176018e-06 9.999978e-01 3.721978e-14
5.580e+03 1.718527e-30 7.000527e-21 4.468755e-13 2.025889e-06 9.999980e-01 3.248530e-14
5.921e+03 1.541259e-30 6.546131e-21 4.243972e-13 1.982877e-06 9.999980e-01 1.991917e-14
6.282e+03 1.662280e-30 7.106480e-21 4.433596e-13 2.049515e-06 9.999980e-01 7.932019e-15
6.666e+03 2.311351e-30 9.414029e-21 5.280342e-13 2.285561e-06 9.999977e-01 2.198218e-15
7.074e+03 3.895035e-30 1.458308e-20 6.977019e-13 2.735351e-06 9.999973e-01 3.782449e-16
7.506e+03 6.862704e-30 2.368959e-20 9.553158e-13 3.426271e-06 9.999966e-01 3.960897e-17
7.964e+03 1.561566e-29 4.727384e-20 1.518094e-12 4.777558e-06 9.999952e-01 2.438478e-18
8.451e+03 5.867768e-29 1.403737e-19 3.226698e-12 8.049016e-06 9.999920e-01 6.575499e-20
8.967e+03 3.749152e-28 6.453771e-19 9.781240e-12 1.725609e-05 9.999827e-01 4.414618e-22
9.514e+03 5.204659e-27 5.648981e-18 5.277886e-11 5.275730e-05 9.999472e-01 3.745520e-25
1.010e+04 2.463997e-25 1.370419e-16 7.457730e-10 2.737116e-04 9.997263e-01 1.658425e-29
1.071e+04 6.484064e-23 1.474318e-14 4.461935e-08 3.091117e-03 9.969088e-01 6.515027e-36
1.137e+04 1.484254e-19 1.238111e-11 1.644086e-05 9.255655e-02 9.074270e-01 2.955763e-45
1.206e+04 4.226007e-16 1.642892e-08 4.967514e-03 9.166061e-01 7.842640e-02 4.830153e-59
1.279e+04 3.222418e-13 7.669487e-06 2.650713e-01 7.347350e-01 1.860370e-04 2.547105e-77
1.353e+04 1.757097e-11 2.618506e-04 9.644696e-01 3.526857e-02 2.212171e-08 1.598060e-97
1.419e+04 3.444714e-10 2.592061e-03 9.969673e-01 4.406736e-04 6.387715e-13 2.005867e-118
1.476e+04 5.712483e-09 2.158569e-02 9.784089e-01 5.373903e-06 1.825317e-17 1.314508e-139
1.524e+04 1.511659e-07 1.963913e-01 8.036085e-01 4.293753e-08 2.815763e-22 7.946907e-161
1.565e+04 2.103715e-06 7.509564e-01 2.490415e-01 1.318214e-10 1.896715e-27 1.751462e-181
1.596e+04 9.855506e-06 9.692784e-01 3.071172e-02 2.442531e-13 1.413091e-32 2.967426e-200
1.619e+04 2.594824e-05 9.951053e-01 4.868763e-03 1.172640e-15 6.460177e-37 1.678657e-216
1.635e+04 6.054625e-05 9.991118e-01 8.276592e-04 6.504284e-18 3.639468e-41 1.002108e-232
1.648e+04 1.093378e-04 9.996819e-01 2.087551e-04 1.026451e-19 1.339988e-44 3.110148e-246
1.659e+04 2.013123e-04 9.997521e-01 4.655433e-05 1.053748e-21 2.074257e-48 2.023851e-261
1.669e+04 3.648176e-04 9.996242e-01 1.097059e-05 1.293660e-23 4.563540e-52 5.805912e-276
1.679e+04 5.970150e-04 9.993996e-01 3.350447e-06 3.523947e-25 4.644836e-55 7.800634e-288
1.689e+04 1.061045e-03 9.989381e-01 8.679834e-07 5.971447e-27 1.945828e-58 3.745434e-301
1.700e+04 1.872515e-03 9.981273e-01 2.244047e-07 9.922771e-29 7.768519e-62 1.337697e-314
1.715e+04 2.989090e-03 9.970108e-01 6.936907e-08 2.711735e-30 7.744691e-65 0.000000e+00
1.742e+04 7.059425e-03 9.929406e-01 7.362063e-09 2.647895e-33 1.233054e-70 0.000000e+00
1.789e+04 2.146774e-02 9.785323e-01 2.790433e-10 8.642696e-38 2.367627e-79 0.000000e+00
1.853e+04 8.349438e-02 9.165056e-01 5.451189e-12 4.475843e-43 1.488633e-89 0.000000e+00
1.926e+04 3.046703e-01 6.953297e-01 8.818673e-14 2.643635e-48 1.814658e-99 0.000000e+00
2.003e+04 6.930272e-01 3.069728e-01 7.575719e-16 7.245402e-54 8.698900e-110 0.000000e+00
2.084e+04 8.641799e-01 1.358201e-01 2.412865e-17 9.586331e-58 6.375738e-117 0.000000e+00
2.165e+04 9.449085e-01 5.509149e-02 8.355321e-19 2.047114e-61 1.312062e-123 0.000000e+00
2.245e+04 9.885129e-01 1.148705e-02 3.742290e-21 3.657978e-67 5.600067e-134 0.000000e+00
2.325e+04 9.972206e-01 2.779363e-03 2.891106e-23 2.442835e-72 2.525751e-143 0.000000e+00
2.405e+04 9.995846e-01 4.153924e-04 4.975714e-26 4.939717e-79 2.353322e-155 0.000000e+00
2.487e+04 9.998140e-01 1.860444e-04 2.734361e-27 3.279263e-82 3.670246e-161 0.000000e+00
2.570e+04 9.997145e-01 2.854536e-04 7.282936e-27 1.891001e-81 5.355972e-160 0.000000e+00
2.659e+04 9.999436e-01 5.639505e-05 2.549142e-29 1.561765e-87 4.940845e-171 0.000000e+00
2.764e+04 9.999724e-01 2.763595e-05 1.325034e-30 5.553508e-91 1.733693e-177 0.000000e+00
2.899e+04 9.999941e-01 5.901472e-06 3.347635e-33 9.316400e-98 4.965046e-190 0.000000e+00
3.065e+04 9.999993e-01 6.962779e-07 6.650506e-37 1.538170e-107 3.145232e-208 0.000000e+00
3.252e+04 9.999996e-01 3.525944e-07 9.544092e-39 3.569491e-113 3.070127e-219 0.000000e+00
3.446e+04 9.999999e-01 6.467200e-08 5.021500e-42 3.128309e-122 2.320953e-236 0.000000e+00
3.637e+04 1.000000e+00 2.128940e-08 3.900706e-44 5.095873e-128 2.820052e-247 0.000000e+00
3.815e+04 9.999859e-01 1.408587e-05 3.808763e-35 7.352663e-107 1.041331e-209 0.000000e+00
3.975e+04 9.999999e-01 6.535305e-08 6.711080e-43 1.445330e-125 2.825327e-243 0.000000e+00
4.117e+04 1.000000e+00 6.162936e-09 1.545220e-46 1.163849e-134 7.796489e-260 0.000000e+00
4.247e+04 1.000000e+00 1.146956e-08 8.621615e-46 4.575820e-133 3.950007e-257 0.000000e+00
4.369e+04 1.000000e+00 7.523246e-09 1.303491e-46 2.446931e-135 1.987892e-261 0.000000e+00
4.488e+04 1.000000e+00 4.621928e-09 1.579839e-47 7.639082e-138 3.794798e-266 0.000000e+00
4.608e+04 1.000000e+00 3.381969e-09 3.597065e-48 1.168951e-139 1.322015e-269 0.000000e+00
4.729e+04 1.000000e+00 1.436926e-09 1.259343e-49 1.783300e-143 1.101781e-276 0.000000e+00
4.852e+04 1.000000e+00 2.157916e-10 1.099136e-52 2.661876e-151 4.583056e-291 0.000000e+00
4.975e+04 1.000000e+00 1.655529e-10 2.990567e-53 6.442886e-153 3.715315e-294 0.000000e+00
5.101e+04 1.000000e+00 2.028319e-11 1.202567e-56 1.294116e-161 3.812309e-310 0.000000e+00
5.229e+04 1.000000e+00 3.954823e-11 9.024129e-56 1.264380e-159 1.147034e-306 0.000000e+00
5.360e+04 1.000000e+00 2.910653e-11 2.133938e-56 2.174777e-161 5.025371e-310 0.000000e+00
5.492e+04 1.000000e+00 2.267564e-11 6.195189e-57 6.274304e-163 5.664114e-313 0.000000e+00
5.627e+04 1.000000e+00 1.494085e-11 9.953231e-58 4.137847e-165 4.355794e-317 0.000000e+00
5.762e+04 1.000000e+00 5.367498e-12 1.891918e-59 1.343625e-169 0.000000e+00 0.000000e+00
5.899e+04 1.000000e+00 2.491145e-11 3.116268e-57 3.010364e-164 8.559378e-316 0.000000e+00
6.034e+04 1.000000e+00 7.575636e-11 1.166332e-55 1.698988e-160 4.276255e-309 0.000000e+00
6.168e+04 1.000000e+00 4.936297e-13 1.781935e-63 4.089469e-180 0.000000e+00 0.000000e+00
6.297e+04 1.000000e+00 7.427364e-12 1.649176e-59 1.800480e-170 0.000000e+00 0.000000e+00
6.422e+04 1.000000e+00 1.134234e-13 6.853130e-66 2.406310e-186 0.000000e+00 0.000000e+00
6.539e+04 1.000000e+00 7.000402e-14 1.042990e-66 1.743992e-188 0.000000e+00 0.000000e+00
6.646e+04 1.000000e+00 1.065768e-14 1.745920e-69 2.889319e-195 0.000000e+00 0.000000e+00
6.742e+04 1.000000e+00 8.125997e-14 1.042207e-66 8.778697e-189 0.000000e+00 0.000000e+00
6.826e+04 1.000000e+00 7.914652e-15 4.309163e-70 5.609463e-197 0.000000e+00 0.000000e+00
6.896e+04 1.000000e+00 1.478770e-15 1.667143e-72 8.714725e-203 0.000000e+00 0.000000e+00
6.948e+04 1.000000e+00 1.741826e-14 4.087113e-69 7.648036e-195 0.000000e+00 0.000000e+00
6.976e+04 1.000000e+00 1.017284e-14 6.780710e-70 9.903480e-197 0.000000e+00 0.000000e+00
6.989e+04 1.000000e+00 2.069222e-13 1.363398e-65 2.075701e-186 0.000000e+00 0.000000e+00
6.995e+04 1.000000e+00 1.649329e-13 6.248574e-66 3.046122e-187 0.000000e+00 0.000000e+00
6.998e+04 1.000000e+00 3.574423e-13 8.595932e-65 1.825570e-184 0.000000e+00 0.000000e+00
7.000e+04 1.000000e+00 3.602228e-13 8.801604e-65 1.927139e-184 0.000000e+00 0.000000e+00
#TIME: 2.301357
#NVEL: 114
#vel_mid[km/s] C0 C1 C2 C3 C4 C5
4.401e+02 5.075976e-21 2.701245e-13 1.536284e-07 4.420130e-03 9.955797e-01 2.703339e-32
8.862e+02 5.354808e-20 1.918289e-12 8.324193e-07 1.188812e-02 9.881111e-01 7.829575e-35
9.061e+02 4.648760e-20 1.704621e-12 7.514892e-07 1.120185e-02 9.887974e-01 1.114738e-34
9.444e+02 1.019789e-20 4.819161e-13 2.525007e-07 5.922259e-03 9.940775e-01 4.831328e-33
9.991e+02 4.465595e-21 2.429155e-13 1.402822e-07 4.189147e-03 9.958107e-01 3.706198e-32
1.061e+03 5.056722e-21 2.692708e-13 1.532081e-07 4.412949e-03 9.955869e-01 2.729958e-32
1.126e+03 3.660461e-21 2.059985e-13 1.218039e-07 3.853090e-03 9.961468e-01 6.073951e-32
1.194e+03 1.758600e-21 1.122524e-13 7.252459e-08 2.830994e-03 9.971689e-01 3.753744e-31
1.267e+03 5.356382e-22 4.202215e-14 3.154669e-08 1.717390e-03 9.982826e-01 7.239740e-30
1.345e+03 2.186750e-22 2.000415e-14 1.684437e-08 1.169797e-03 9.988302e-01 7.484439e-29
1.427e+03 4.094664e-23 5.024084e-15 5.385587e-09 5.755946e-04 9.994244e-01 5.442534e-27
1.514e+03 8.830458e-24 1.432504e-15 1.991338e-09 3.069834e-04 9.996930e-01 2.211537e-25
1.607e+03 1.610940e-24 3.600642e-16 6.966685e-10 1.568581e-04 9.998431e-01 1.037479e-23
1.705e+03 3.590841e-25 1.065108e-16 2.840087e-10 8.716878e-05 9.999128e-01 3.265939e-22
1.809e+03 7.374552e-26 2.949056e-17 1.137898e-10 4.744910e-05 9.999526e-01 1.296928e-20
1.919e+03 1.484338e-26 8.067518e-18 4.668574e-11 2.637432e-05 9.999736e-01 4.893314e-19
2.037e+03 2.925523e-27 2.174648e-18 1.948326e-11 1.507182e-05 9.999849e-01 1.864828e-17
2.161e+03 6.264161e-28 6.300912e-19 8.698641e-12 9.290624e-06 9.999907e-01 5.043423e-16
2.293e+03 1.134946e-28 1.609710e-19 3.626855e-12 5.762070e-06 9.999942e-01 1.486371e-14
2.433e+03 2.636053e-29 5.034640e-20 1.734939e-12 4.004379e-06 9.999960e-01 2.364515e-13
2.582e+03 7.656101e-30 1.879991e-20 9.340731e-13 3.037628e-06 9.999970e-01 2.551059e-12
2.739e+03 3.205489e-30 9.402994e-21 6.054712e-13 2.542160e-06 9.999975e-01 1.326479e-11
2.907e+03 1.844606e-30 6.091352e-21 4.600049e-13 2.269119e-06 9.999977e-01 3.094715e-11
3.084e+03 1.316363e-30 4.729986e-21 3.885929e-13 2.085305e-06 9.999979e-01 3.355333e-11
3.273e+03 1.259806e-30 4.680454e-21 3.795060e-13 2.006352e-06 9.999980e-01 1.515064e-11
3.472e+03 1.657331e-30 5.997648e-21 4.345521e-13 2.063328e-06 9.999979e-01 3.099718e-12
3.685e+03 2.945303e-30 9.846155e-21 5.803836e-13 2.308052e-06 9.999977e-01 2.674064e-13
3.910e+03 5.287186e-30 1.647050e-20 7.857495e-13 2.696367e-06 9.999973e-01 1.561196e-14
4.148e+03 9.420125e-30 2.685510e-20 1.064102e-12 3.231605e-06 9.999968e-01 1.879224e-15
4.402e+03 1.448380e-29 3.785371e-20 1.328762e-12 3.669029e-06 9.999963e-01 8.147420e-16
4.671e+03 1.277503e-29 3.442086e-20 1.247508e-12 3.552396e-06 9.999964e-01 8.682099e-16
4.956e+03 6.419479e-30 2.040331e-20 8.821854e-13 2.970882e-06 9.999970e-01 1.312931e-15
5.259e+03 3.382286e-30 1.260544e-20 6.401303e-13 2.528754e-06 9.999975e-01 1.595270e-15
5.580e+03 2.492621e-30 1.007999e-20 5.505570e-13 2.355137e-06 9.999976e-01 1.426335e-15
5.921e+03 2.249985e-30 9.477909e-21 5.260557e-13 2.332214e-06 9.999977e-01 8.559040e-16
6.282e+03 2.472642e-30 1.045213e-20 5.578274e-13 2.465122e-06 9.999975e-01 3.226974e-16
6.666e+03 3.525365e-30 1.413979e-20 6.782879e-13 2.829783e-06 9.999972e-01 8.314520e-17
7.074e+03 6.105951e-30 2.241811e-20 9.200221e-13 3.507390e-06 9.999965e-01 1.315905e-17
7.506e+03 1.137704e-29 3.815899e-20 1.321659e-12 4.613102e-06 9.999954e-01 1.179808e-18
7.964e+03 2.785559e-29 8.096286e-20 2.244641e-12 6.802215e-06 9.999932e-01 5.938185e-20
8.451e+03 1.134275e-28 2.573260e-19 5.194063e-12 1.214576e-05 9.999879e-01 1.276703e-21
8.967e+03 8.078450e-28 1.298319e-18 1.787387e-11 2.787137e-05 9.999721e-01 6.303956e-24
9.514e+03 1.287461e-26 1.283039e-17 1.150665e-10 9.200773e-05 9.999080e-01 3.596641e-27
1.010e+04 7.382022e-25 3.711238e-16 2.041423e-09 5.254869e-04 9.994745e-01 9.183359e-32
1.071e+04 2.687860e-22 5.492031e-14 1.661921e-07 6.908140e-03 9.930917e-01 1.431283e-38
1.137e+04 8.438780e-19 6.708285e-11 7.809027e-05 2.219951e-01 7.779269e-01 1.487539e-48
1.206e+04 1.586413e-15 6.424120e-08 1.337292e-02 9.657807e-01 2.084630e-02 9.347767e-64
1.279e+04 8.423333e-13 2.207380e-05 4.988266e-01 5.011228e-01 2.849045e-05 1.119751e-82
1.353e+04 2.869466e-11 4.307941e-04 9.875330e-01 1.203617e-02 1.547343e-09 2.220218e-103
1.419e+04 5.428965e-10 4.050604e-03 9.958036e-01 1.457672e-04 4.275914e-14 2.057278e-124
1.476e+04 9.346539e-09 3.389092e-02 9.661074e-01 1.670406e-06 1.077671e-18 7.951643e-146
1.524e+04 2.163366e-07 2.687467e-01 7.312531e-01 1.396984e-08 2.096078e-23 2.177823e-166
1.565e+04 2.154807e-06 7.937394e-01 2.062584e-01 5.298067e-11 2.627731e-28 1.014673e-185
1.596e+04 9.010896e-06 9.725346e-01 2.745640e-02 1.349710e-13 3.721534e-33 2.241389e-203
1.619e+04 2.500168e-05 9.960992e-01 3.875781e-03 4.633917e-16 9.072405e-38 1.162545e-220
1.635e+04 5.321176e-05 9.991501e-01 7.966555e-04 4.482155e-18 1.456022e-41 3.745788e-235
1.648e+04 8.962102e-05 9.996774e-01 2.330092e-04 1.092479e-19 1.216509e-44 2.678073e-247
1.659e+04 1.519773e-04 9.997858e-01 6.218229e-05 1.907634e-21 5.142440e-48 8.427447e-261
1.669e+04 2.494052e-04 9.997324e-01 1.822320e-05 4.471287e-23 3.848723e-51 2.763945e-273
1.679e+04 3.982485e-04 9.995959e-01 5.871976e-06 1.427395e-24 5.288037e-54 1.183289e-284
1.689e+04 6.322211e-04 9.993658e-01 1.945426e-06 5.007136e-26 8.769545e-57 1.151510e-295
1.700e+04 1.163042e-03 9.988365e-01 4.646771e-07 6.635581e-28 2.297701e-60 8.650144e-310
1.715e+04 1.988352e-03 9.980115e-01 1.258885e-07 1.242930e-29 1.133211e-63 5.928788e-323
1.742e+04 5.132549e-03 9.948674e-01 1.148576e-08 7.995898e-33 8.404306e-70 0.000000e+00
1.789e+04 1.488749e-02 9.851125e-01 5.276257e-10 4.859053e-37 5.475046e-78 0.000000e+00
1.853e+04 5.496487e-02 9.450351e-01 1.171047e-11 3.333439e-42 5.507582e-88 0.000000e+00
1.926e+04 1.663626e-01 8.336374e-01 4.258404e-13 1.520013e-46 2.671501e-96 0.000000e+00
2.003e+04 5.602509e-01 4.397491e-01 2.707355e-15 1.190576e-52 1.012301e-107 0.000000e+00
2.084e+04 7.552535e-01 2.447465e-01 1.518014e-16 5.400453e-56 6.255657e-114 0.000000e+00
2.165e+04 9.218561e-01 7.814385e-02 1.942347e-18 9.663045e-61 1.463068e-122 0.000000e+00
2.245e+04 9.745103e-01 2.548970e-02 3.449035e-20 4.190993e-65 1.730166e-130 0.000000e+00
2.325e+04 9.835201e-01 1.647990e-02 5.789887e-21 3.628929e-67 2.467480e-134 0.000000e+00
2.405e+04 9.916786e-01 8.321350e-03 4.583685e-22 5.635430e-70 1.731332e-139 0.000000e+00
2.487e+04 9.955019e-01 4.498056e-03 4.616760e-23 1.582481e-72 3.542728e-144 0.000000e+00
2.570e+04 9.997249e-01 2.750706e-04 4.723419e-27 4.340700e-82 2.763535e-161 0.000000e+00
2.659e+04 9.997792e-01 2.208413e-04 1.444765e-27 1.331299e-83 3.310256e-164 0.000000e+00
2.764e+04 9.998969e-01 1.030977e-04 6.550258e-29 3.522398e-87 7.013497e-171 0.000000e+00
2.899e+04 9.997970e-01 2.030062e-04 2.033763e-28 1.158173e-86 1.843499e-170 0.000000e+00
3.065e+04 9.998524e-01 1.475732e-04 1.482475e-29 2.435719e-90 9.123408e-178 0.000000e+00
3.252e+04 9.999687e-01 3.130912e-05 1.327584e-32 8.247191e-99 8.215085e-194 0.000000e+00
3.446e+04 9.999733e-01 2.666388e-05 1.114833e-33 1.434210e-102 1.931977e-201 0.000000e+00
3.637e+04 9.999972e-01 2.776947e-06 2.825903e-37 1.055939e-111 3.558589e-218 0.000000e+00
