#NTIMES: 265
#NSTAGES: 5
#TIMES[d]: 1.0736 1.18096 1.299056 1.428962 1.571858 1.729044 1.901948 2.092143 2.301357 2.531493 2.784642 3.063106 3.369417 3.706359 4.076994 4.484694 4.933163 5.426479 5.969127 6.56604 7.222644 7.944908 8.739399 9.613339 10.574673 11.574673 12.574673 13.574673 14.574673 15.574673 16.574673 17.574673 18.574673 19.574673 20.574673 21.574673 22.574673 23.574673 24.574673 25.574673 26.574673 27.574673 28.574673 29.574673 30.574673 31.574673 32.574673 33.574673 34.574673 35.574673 36.574673 37.574673 38.574673 39.574673 40.574673 41.574673 42.574673 43.574673 44.574673 45.574673 46.574673 47.574673 48.57467 49.57467 50.57467 51.57467 52.57467 53.57467 54.57467 55.57467 56.57467 57.57467 58.57467 59.57467 60.57467 61.57467 62.57467 63.57467 64.57467 65.57467 66.57467 67.57467 68.57467 69.57467 70.57467 71.57467 72.57467 73.57467 74.57467 75.57467 76.57467 77.57467 78.57467 79.57467 80.57467 81.57467 82.57467 83.57467 84.57467 85.57467 86.57467 87.57467 88.57467 89.57467 90.57467 91.57467 92.57467 93.57467 94.57467 95.57467 96.57467 97.574676 98.574676 99.574676 100.574676 101.574676 102.574676 103.574676 104.574676 105.574676 106.574676 107.574676 108.574676 109.574676 110.574676 111.574676 112.574676 113.574676 114.574676 115.574676 116.574676 117.574676 118.574676 119.574676 120.574676 121.574676 122.574676 123.574676 124.574676 125.574676 126.574676 127.574676 128.574676 129.574676 130.574676 131.574676 132.574676 133.574676 134.574676 135.574676 136.574676 137.574676 138.574676 139.574676 140.574676 141.574676 142.574676 143.574676 144.574676 145.574676 146.574676 147.574676 148.574676 149.574676 150.574676 151.574676 152.574676 153.574676 154.574676 155.574676 156.574676 157.574676 158.574676 159.574676 160.574676 161.574676 162.574676 163.574676 164.574676 165.574676 166.574676 167.574676 168.574676 169.574676 170.574676 171.574676 172.574676 173.574676 174.574676 175.574676 176.574676 177.574676 178.574676 179.574676 180.574676 181.574676 182.574676 183.574676 184.574676 185.574676 186.574676 187.574676 188.574676 189.574676 190.574676 191.574676 192.574676 193.574676 194.574676 195.574676 196.574676 197.574676 198.574676 199.574676 200.574676 201.574676 202.574676 203.574676 204.574676 205.574676 206.574676 207.574676 208.574676 209.574676 210.574676 211.574676 212.574676 213.574676 214.574676 215.574676 216.574676 217.574676 218.574676 219.574676 220.574676 221.574676 222.574676 223.574676 224.574676 225.574676 226.574676 227.574676 228.574676 229.574676 230.574676 231.574676 232.574676 233.574676 234.574676 235.574676 236.574676 237.574676 238.574676 239.574676 240.574676 241.574676 242.574676 243.574676 244.574676 245.574676 246.574676 247.574676 248.574676 249.574676 250.574676
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4
1.419e+04 6.399201e-11 5.170159e-03 9.948298e-01 1.501270e-08 1.157726e-29
1.476e+04 1.283118e-10 9.198628e-03 9.908014e-01 3.786551e-09 3.065945e-31
1.524e+04 3.152325e-10 1.713207e-02 9.828679e-01 1.088339e-09 1.297133e-32
1.565e+04 1.029500e-09 3.560015e-02 9.643999e-01 3.012958e-10 5.708416e-34
1.596e+04 4.199752e-09 8.065048e-02 9.193495e-01 7.482825e-11 2.163542e-35
1.619e+04 9.810777e-09 1.359431e-01 8.640569e-01 2.510964e-11 1.575589e-36
1.635e+04 1.671426e-08 1.924798e-01 8.075202e-01 1.039750e-11 1.851358e-37
1.648e+04 2.035635e-08 2.274173e-01 7.725827e-01 5.892150e-12 4.379761e-38
1.659e+04 2.116745e-08 2.476434e-01 7.523566e-01 3.904429e-12 1.454388e-38
1.669e+04 2.252436e-08 2.702932e-01 7.297067e-01 2.625005e-12 5.131778e-39
1.679e+04 2.272482e-08 2.818357e-01 7.181642e-01 2.084044e-12 2.756141e-39
1.689e+04 2.414057e-08 3.018773e-01 6.981227e-01 1.532270e-12 1.249437e-39
1.700e+04 2.574559e-08 3.243977e-01 6.756023e-01 1.099358e-12 5.343593e-40
1.715e+04 2.721359e-08 3.481324e-01 6.518676e-01 7.726927e-13 2.160487e-40
1.742e+04 2.973299e-08 3.895662e-01 6.104338e-01 4.267559e-13 4.751665e-41
1.789e+04 3.383956e-08 4.625201e-01 5.374799e-01 1.543286e-13 3.633428e-42
1.853e+04 4.590883e-08 5.839903e-01 4.160097e-01 3.553484e-14 1.103517e-43
1.926e+04 5.898750e-08 7.007655e-01 2.992345e-01 7.111596e-15 2.588573e-45
2.003e+04 7.088205e-08 8.003559e-01 1.996440e-01 1.193933e-15 4.230167e-47
2.084e+04 8.021402e-08 8.684851e-01 1.315148e-01 2.166056e-16 8.658472e-49
2.165e+04 9.472048e-08 9.206285e-01 7.937139e-02 3.388765e-17 1.443058e-50
2.245e+04 1.019123e-07 9.496156e-01 5.038433e-02 6.158958e-18 3.159097e-52
2.325e+04 1.027455e-07 9.656136e-01 3.438633e-02 1.397483e-18 1.075595e-53
2.405e+04 1.047392e-07 9.766791e-01 2.332075e-02 3.234641e-19 3.952257e-55
2.487e+04 1.118026e-07 9.851427e-01 1.485723e-02 6.505138e-20 1.142512e-56
2.570e+04 1.176371e-07 9.901614e-01 9.838484e-03 1.498088e-20 4.430616e-58
2.659e+04 1.273741e-07 9.940301e-01 5.969735e-03 2.633883e-21 9.792227e-60
2.764e+04 1.415606e-07 9.966956e-01 3.304227e-03 3.463335e-22 1.173111e-61
2.899e+04 1.814814e-07 9.987007e-01 1.299152e-03 1.640475e-23 1.746737e-64
3.065e+04 2.134417e-07 9.994687e-01 5.311247e-04 7.809556e-25 2.318462e-67
3.252e+04 2.080047e-07 9.997404e-01 2.593781e-04 5.237153e-26 5.027641e-70
3.446e+04 2.101306e-07 9.998906e-01 1.091628e-04 2.159359e-27 3.848855e-73
3.637e+04 2.060001e-07 9.999463e-01 5.352206e-05 1.493572e-28 9.052090e-76
3.815e+04 2.044975e-07 9.999709e-01 2.885924e-05 1.503156e-29 5.057504e-78
3.975e+04 2.164088e-07 9.999837e-01 1.613271e-05 1.929306e-30 5.386854e-80
4.117e+04 1.977980e-07 9.999868e-01 1.299050e-05 7.443878e-31 5.498940e-81
4.247e+04 1.827906e-07 9.999906e-01 9.226170e-06 1.841569e-31 2.096724e-82
4.369e+04 1.692266e-07 9.999936e-01 6.254121e-06 3.850137e-32 5.487683e-84
4.488e+04 1.560078e-07 9.999955e-01 4.318575e-06 8.562856e-33 1.641077e-85
4.608e+04 1.778134e-07 9.999980e-01 1.835566e-06 4.556727e-34 2.694393e-88
4.729e+04 1.582020e-07 9.999984e-01 1.471681e-06 1.657991e-34 2.316994e-89
4.852e+04 1.167632e-07 9.999980e-01 1.888755e-06 2.492631e-34 3.674970e-89
4.975e+04 1.095982e-07 9.999985e-01 1.343883e-06 6.396124e-35 1.560103e-90
5.101e+04 1.061617e-07 9.999990e-01 8.898902e-07 1.328861e-35 4.317050e-92
5.229e+04 1.005646e-07 9.999993e-01 6.256555e-07 3.317378e-36 1.747378e-93
5.360e+04 1.348809e-07 9.999997e-01 1.930504e-07 7.181316e-38 4.846669e-97
5.492e+04 1.038515e-07 9.999997e-01 2.244040e-07 8.055783e-38 4.237313e-97
5.627e+04 9.543725e-08 9.999997e-01 1.724314e-07 2.653941e-38 3.062450e-98
5.762e+04 9.484501e-08 9.999998e-01 1.110739e-07 5.215098e-39 7.778958e-100
5.899e+04 8.424615e-08 9.999998e-01 9.389703e-08 2.306440e-39 1.037053e-100
6.034e+04 7.421765e-08 9.999998e-01 8.195476e-08 1.131674e-39 1.725363e-101
6.168e+04 6.503204e-08 9.999999e-01 7.350848e-08 6.083543e-40 3.497530e-102
6.297e+04 4.099971e-08 9.999998e-01 1.464975e-07 3.540599e-39 9.221734e-101
6.422e+04 3.557092e-08 9.999998e-01 1.407750e-07 2.411358e-39 3.137251e-101
6.539e+04 2.790381e-08 9.999998e-01 1.777094e-07 3.780285e-39 5.994074e-101
6.646e+04 1.930173e-08 9.999997e-01 3.184209e-07 1.738347e-38 1.068986e-99
6.742e+04 2.990462e-08 9.999999e-01 8.282969e-08 2.571891e-40 1.567066e-103
6.826e+04 2.255198e-08 9.999998e-01 1.283903e-07 8.022281e-40 1.327857e-102
6.896e+04 2.585470e-08 9.999999e-01 7.577918e-08 1.454618e-40 3.491297e-104
6.948e+04 1.969695e-08 9.999999e-01 1.242687e-07 5.675078e-40 4.970786e-103
6.976e+04 3.872681e-08 9.999999e-01 2.367660e-08 3.993856e-42 1.958602e-107
6.989e+04 2.932241e-08 9.999999e-01 4.383632e-08 2.406804e-41 7.350891e-106
6.995e+04 1.415455e-08 9.999997e-01 2.500032e-07 4.254390e-39 2.820485e-101
6.998e+04 2.790950e-08 9.999999e-01 4.808906e-08 3.113237e-41 1.218210e-105
7.000e+04 2.974964e-08 9.999999e-01 4.124892e-08 1.972220e-41 4.798428e-106
#TIME: 18.574673
#NVEL: 114
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4
4.401e+02 4.804602e-20 4.978040e-11 6.548642e-04 9.990491e-01 2.960058e-04
8.862e+02 4.073884e-20 4.312315e-11 5.955897e-04 9.990634e-01 3.410041e-04
9.061e+02 4.250640e-20 4.474663e-11 6.103160e-04 9.990609e-01 3.288053e-04
9.444e+02 3.862316e-20 4.116792e-11 5.776014e-04 9.990654e-01 3.569630e-04
9.991e+02 3.288310e-20 3.579080e-11 5.265591e-04 9.990637e-01 4.097697e-04
1.061e+03 2.726238e-20 3.040553e-11 4.727374e-04 9.990460e-01 4.812397e-04
1.126e+03 2.325478e-20 2.647147e-11 4.312808e-04 9.990168e-01 5.519205e-04
1.194e+03 2.014661e-20 2.333222e-11 3.964216e-04 9.989770e-01 6.265344e-04
1.267e+03 1.703626e-20 2.009184e-11 3.583705e-04 9.989112e-01 7.303908e-04
1.345e+03 1.414706e-20 1.691076e-11 3.178944e-04 9.988013e-01 8.808319e-04
1.427e+03 1.202018e-20 1.444066e-11 2.838526e-04 9.986596e-01 1.056529e-03
1.514e+03 9.042915e-21 1.126262e-11 2.405925e-04 9.984066e-01 1.352796e-03
1.607e+03 5.907827e-21 7.897874e-12 1.916784e-04 9.979341e-01 1.874238e-03
1.705e+03 3.867915e-21 5.508119e-12 1.515170e-04 9.972067e-01 2.641823e-03
1.809e+03 2.510162e-21 3.793981e-12 1.184378e-04 9.960830e-01 3.798598e-03
1.919e+03 1.514203e-21 2.464466e-12 8.923109e-05 9.941718e-01 5.738981e-03
2.037e+03 8.451066e-22 1.496686e-12 6.423648e-05 9.906885e-01 9.247278e-03
2.161e+03 4.475109e-22 8.754562e-13 4.524682e-05 9.847506e-01 1.520410e-02
2.293e+03 2.092612e-22 4.676813e-13 3.022481e-05 9.736302e-01 2.633954e-02
2.433e+03 1.000794e-22 2.545022e-13 2.037621e-05 9.557298e-01 4.424984e-02
2.582e+03 5.544981e-23 1.553230e-13 1.469531e-05 9.330065e-01 6.697877e-02
2.739e+03 3.744143e-23 1.117006e-13 1.178351e-05 9.125691e-01 8.741915e-02
2.907e+03 3.052896e-23 9.555163e-14 1.070920e-05 9.033574e-01 9.663193e-02
3.084e+03 2.976918e-23 9.806860e-14 1.122593e-05 9.115277e-01 8.846109e-02
3.273e+03 3.465769e-23 1.199276e-13 1.344312e-05 9.325340e-01 6.745252e-02
3.472e+03 4.901510e-23 1.747870e-13 1.817503e-05 9.569909e-01 4.299093e-02
3.685e+03 7.437420e-23 2.729207e-13 2.576403e-05 9.750531e-01 2.492110e-02
3.910e+03 1.015802e-22 3.959543e-13 3.499612e-05 9.850943e-01 1.487068e-02
4.148e+03 1.799516e-22 6.815886e-13 5.158561e-05 9.917970e-01 8.151384e-03
4.402e+03 4.398547e-22 1.460414e-12 8.494775e-05 9.959583e-01 3.956786e-03
4.671e+03 8.999830e-22 2.793241e-12 1.324191e-04 9.978610e-01 2.006630e-03
4.956e+03 1.324130e-21 4.337093e-12 1.872366e-04 9.987099e-01 1.102859e-03
5.259e+03 1.943354e-21 6.787984e-12 2.673016e-04 9.991402e-01 5.925179e-04
5.580e+03 3.696614e-21 1.281876e-11 4.230908e-04 9.992955e-01 2.813682e-04
5.921e+03 8.270632e-21 2.761833e-11 7.262348e-04 9.991545e-01 1.192822e-04
6.282e+03 2.109613e-20 6.659583e-11 1.340232e-03 9.986143e-01 4.541926e-05
6.666e+03 6.663692e-20 1.901917e-10 2.737896e-03 9.972471e-01 1.503544e-05
7.074e+03 2.515317e-19 6.364288e-10 6.209865e-03 9.937859e-01 4.222803e-06
7.506e+03 9.320053e-19 2.158508e-09 1.440006e-02 9.855988e-01 1.105596e-06
7.964e+03 4.006551e-18 8.290363e-09 3.599076e-02 9.640090e-01 2.502610e-07
8.451e+03 2.369042e-17 4.091754e-08 1.031580e-01 8.968419e-01 4.131120e-08
8.967e+03 1.654281e-16 2.339710e-07 3.094805e-01 6.905192e-01 3.869053e-09
9.514e+03 1.074235e-15 1.217985e-06 7.201458e-01 2.798530e-01 1.013607e-10
1.010e+04 6.214833e-15 4.994252e-06 9.652010e-01 3.479398e-02 3.072475e-13
1.071e+04 5.146379e-14 2.358557e-05 9.983476e-01 1.628838e-03 1.200979e-16
1.137e+04 4.701497e-13 1.183413e-04 9.998216e-01 6.001982e-05 2.608584e-20
1.206e+04 2.791336e-12 4.535749e-04 9.995430e-01 3.383461e-06 1.556277e-23
1.279e+04 1.193026e-11 1.387368e-03 9.986123e-01 2.900622e-07 2.633654e-26
1.353e+04 4.083642e-11 3.623840e-03 9.963761e-01 3.377046e-08 9.653005e-29
1.419e+04 1.053458e-10 7.766127e-03 9.922339e-01 5.752744e-09 9.287821e-31
1.476e+04 2.088813e-10 1.366730e-02 9.863327e-01 1.481923e-09 2.607217e-32
1.524e+04 5.176487e-10 2.553753e-02 9.744625e-01 4.194843e-10 1.068533e-33
1.565e+04 1.703745e-09 5.315696e-02 9.468430e-01 1.125751e-10 4.410156e-35
1.596e+04 6.791201e-09 1.177123e-01 8.822877e-01 2.730227e-11 1.627686e-36
1.619e+04 1.557410e-08 1.942415e-01 8.057585e-01 8.762799e-12 1.104880e-37
1.635e+04 2.676649e-08 2.737021e-01 7.262978e-01 3.288422e-12 1.067306e-38
1.648e+04 3.150361e-08 3.145692e-01 6.854308e-01 1.887813e-12 2.663341e-39
1.659e+04 3.279423e-08 3.413824e-01 6.586175e-01 1.210425e-12 8.298974e-40
1.669e+04 3.302607e-08 3.591156e-01 6.408843e-01 8.827596e-13 3.582505e-40
1.679e+04 3.464185e-08 3.821444e-01 6.178555e-01 6.338363e-13 1.537748e-40
1.689e+04 3.701703e-08 4.089463e-01 5.910536e-01 4.452236e-13 6.359896e-41
1.700e+04 3.908765e-08 4.348383e-01 5.651617e-01 3.147094e-13 2.666964e-41
1.715e+04 4.013765e-08 4.568702e-01 5.431297e-01 2.278193e-13 1.169343e-41
1.742e+04 4.279507e-08 5.000588e-01 4.999411e-01 1.248597e-13 2.588540e-42
1.789e+04 4.798936e-08 5.794457e-01 4.205542e-01 4.137433e-14 1.698793e-43
1.853e+04 6.351660e-08 7.008878e-01 2.991121e-01 8.064382e-15 3.841175e-45
1.926e+04 8.023324e-08 8.056322e-01 1.943677e-01 1.300054e-15 6.069445e-47
2.003e+04 8.913779e-08 8.707629e-01 1.292370e-01 2.407115e-16 1.279019e-48
2.084e+04 1.004850e-07 9.209169e-01 7.908302e-02 3.697073e-17 1.918629e-50
2.165e+04 1.144498e-07 9.522345e-01 4.776540e-02 6.092099e-18 3.645304e-52
2.245e+04 1.204909e-07 9.694848e-01 3.051511e-02 1.158076e-18 8.858149e-54
2.325e+04 1.192357e-07 9.787997e-01 2.120015e-02 2.808576e-19 3.475173e-55
2.405e+04 1.214459e-07 9.858078e-01 1.419208e-02 6.306276e-20 1.204921e-56
2.487e+04 1.280789e-07 9.908355e-01 9.164420e-03 1.327651e-20 3.829605e-58
2.570e+04 1.326525e-07 9.937673e-01 6.232596e-03 3.318668e-21 1.755018e-59
2.659e+04 1.508771e-07 9.966343e-01 3.365526e-03 4.137674e-22 1.929951e-61
2.764e+04 1.624419e-07 9.980101e-01 1.989717e-03 6.625376e-23 3.449799e-63
2.899e+04 1.955649e-07 9.991031e-01 8.967283e-04 4.701248e-24 1.165638e-65
3.065e+04 2.230173e-07 9.996080e-01 3.917292e-04 2.720548e-25 2.295903e-68
3.252e+04 2.132376e-07 9.998005e-01 1.992833e-04 2.057342e-26 6.346297e-71
3.446e+04 2.160833e-07 9.999170e-01 8.279566e-05 8.138204e-28 4.447272e-74
3.637e+04 2.130215e-07 9.999599e-01 3.984338e-05 5.307857e-29 9.242850e-77
3.815e+04 2.077758e-07 9.999774e-01 2.234971e-05 6.004216e-30 6.546327e-79
3.975e+04 1.952614e-07 9.999830e-01 1.676123e-05 1.866694e-30 4.282633e-80
4.117e+04 2.144256e-07 9.999913e-01 8.528361e-06 1.804471e-31 2.547424e-82
4.247e+04 2.016675e-07 9.999940e-01 5.792649e-06 3.902482e-32 7.368292e-84
4.369e+04 1.986564e-07 9.999964e-01 3.364246e-06 5.126375e-33 7.433670e-86
4.488e+04 1.597064e-07 9.999966e-01 3.270532e-06 3.196324e-33 1.845886e-86
4.608e+04 1.324592e-07 9.999968e-01 3.066257e-06 1.838191e-33 4.004588e-87
4.729e+04 1.260921e-07 9.999978e-01 2.074564e-06 4.008829e-34 1.203308e-88
4.852e+04 1.161833e-07 9.999983e-01 1.536603e-06 1.155883e-34 6.459428e-90
4.975e+04 1.119296e-07 9.999989e-01 1.026229e-06 2.454918e-35 1.862745e-91
5.101e+04 1.068491e-07 9.999992e-01 7.054067e-07 5.712070e-36 6.509019e-93
5.229e+04 9.923018e-08 9.999994e-01 5.209507e-07 1.653342e-36 3.568894e-94
5.360e+04 1.005532e-07 9.999996e-01 3.132632e-07 2.602642e-37 5.661317e-96
5.492e+04 1.012800e-07 9.999997e-01 1.926738e-07 4.409551e-38 1.050480e-97
5.627e+04 1.032734e-07 9.999998e-01 1.160508e-07 7.066040e-39 1.751936e-99
5.762e+04 1.082286e-07 9.999998e-01 6.628918e-08 9.761093e-40 2.180269e-101
5.899e+04 6.479792e-08 9.999998e-01 1.409154e-07 6.605721e-39 7.470765e-100
6.034e+04 6.548739e-08 9.999998e-01 8.898533e-08 1.241843e-39 1.762129e-101
6.168e+04 5.062736e-08 9.999998e-01 1.071749e-07 1.598579e-39 2.113355e-101
6.297e+04 3.712840e-08 9.999998e-01 1.499635e-07 3.268033e-39 6.633666e-101
6.422e+04 3.181757e-08 9.999998e-01 1.484605e-07 2.432340e-39 2.705500e-101
6.539e+04 2.095108e-08 9.999997e-01 2.884326e-07 1.386513e-38 7.267262e-100
6.646e+04 2.614787e-08 9.999999e-01 1.218908e-07 8.489771e-40 1.883908e-102
6.742e+04 2.154996e-08 9.999998e-01 1.467791e-07 1.215542e-39 3.160653e-102
6.826e+04 2.477235e-08 9.999999e-01 8.264186e-08 1.861816e-40 5.706605e-104
6.896e+04 2.479828e-08 9.999999e-01 6.759910e-08 8.919571e-41 1.090519e-104
6.948e+04 1.769133e-08 9.999999e-01 1.298583e-07 5.573923e-40 4.062350e-103
6.976e+04 1.975110e-08 9.999999e-01 9.335366e-08 1.994548e-40 4.741601e-104
6.989e+04 1.977529e-08 9.999999e-01 9.017801e-08 1.760159e-40 3.585149e-104
6.995e+04 1.725280e-08 9.999999e-01 1.234421e-07 4.437505e-40 2.341482e-103
6.998e+04 1.588998e-08 9.999998e-01 1.496849e-07 7.848262e-40 7.469007e-103
7.000e+04 2.178922e-08 9.999999e-01 6.956983e-08 7.985159e-41 6.999419e-105
#TIME: 19.574673
#NVEL: 114
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4
4.401e+02 4.406069e-20 5.082211e-11 6.982951e-04 9.990527e-01 2.489983e-04
8.862e+02 4.478374e-20 5.154758e-11 7.048648e-04 9.990496e-01 2.455432e-04
9.061e+02 4.608844e-20 5.285287e-11 7.166066e-04 9.990438e-01 2.395638e-04
9.444e+02 4.012822e-20 4.684899e-11 6.617312e-04 9.990685e-01 2.698032e-04
9.991e+02 3.377236e-20 4.031845e-11 5.992408e-04 9.990879e-01 3.128345e-04
1.061e+03 2.955051e-20 3.589301e-11 5.549126e-04 9.990942e-01 3.508383e-04
1.126e+03 2.622117e-20 3.233705e-11 5.178553e-04 9.990931e-01 3.890220e-04
1.194e+03 2.259996e-20 2.837174e-11 4.745779e-04 9.990818e-01 4.436181e-04
1.267e+03 1.931707e-20 2.465719e-11 4.316663e-04 9.990558e-01 5.124902e-04
1.345e+03 1.672169e-20 2.151277e-11 3.921526e-04 9.990113e-01 5.965498e-04
1.427e+03 1.491369e-20 1.915687e-11 3.600310e-04 9.989533e-01 6.866266e-04
1.514e+03 1.165773e-20 1.544177e-11 3.119277e-04 9.988369e-01 8.511609e-04
1.607e+03 8.136347e-21 1.146409e-11 2.581241e-04 9.986269e-01 1.115010e-03
1.705e+03 5.623606e-21 8.377146e-12 2.105067e-04 9.982880e-01 1.501467e-03
1.809e+03 3.960858e-21 6.192361e-12 1.725068e-04 9.978126e-01 2.014868e-03
1.919e+03 2.607077e-21 4.336777e-12 1.367156e-04 9.970338e-01 2.829521e-03
2.037e+03 1.664667e-21 2.958947e-12 1.064677e-04 9.958189e-01 4.074606e-03
2.161e+03 1.000858e-21 1.932711e-12 8.088500e-05 9.938825e-01 6.036584e-03
2.293e+03 5.498786e-22 1.189339e-12 5.962768e-05 9.907527e-01 9.187722e-03
2.433e+03 3.097204e-22 7.487748e-13 4.462974e-05 9.863410e-01 1.361441e-02
2.582e+03 2.014365e-22 5.282115e-13 3.580400e-05 9.816265e-01 1.833767e-02
2.739e+03 1.587566e-22 4.369867e-13 3.182404e-05 9.785647e-01 2.140345e-02
2.907e+03 1.509559e-22 4.288888e-13 3.187173e-05 9.790263e-01 2.094179e-02
3.084e+03 1.604867e-22 4.746068e-13 3.504801e-05 9.823609e-01 1.760404e-02
3.273e+03 1.983190e-22 6.092864e-13 4.297747e-05 9.875102e-01 1.244680e-02
3.472e+03 2.870988e-22 9.018376e-13 5.804570e-05 9.923577e-01 7.584298e-03
3.685e+03 4.319349e-22 1.394747e-12 8.106255e-05 9.955743e-01 4.344638e-03
3.910e+03 5.764710e-22 1.988683e-12 1.084478e-04 9.972941e-01 2.597402e-03
4.148e+03 9.973788e-22 3.374872e-12 1.582500e-04 9.984206e-01 1.421164e-03
4.402e+03 2.371709e-21 7.110610e-12 2.578538e-04 9.990501e-01 6.920732e-04
4.671e+03 4.943917e-21 1.387477e-11 4.070860e-04 9.992504e-01 3.425065e-04
4.956e+03 7.425363e-21 2.190894e-11 5.804608e-04 9.992336e-01 1.859488e-04
5.259e+03 1.117788e-20 3.492035e-11 8.354697e-04 9.990656e-01 9.896150e-05
5.580e+03 2.176981e-20 6.704874e-11 1.331998e-03 9.986214e-01 4.659897e-05
5.921e+03 4.834477e-20 1.431597e-10 2.266387e-03 9.977136e-01 2.002137e-05
6.282e+03 1.210865e-19 3.394272e-10 4.128183e-03 9.958641e-01 7.751340e-06
6.666e+03 3.718567e-19 9.456597e-10 8.282379e-03 9.917150e-01 2.615240e-06
7.074e+03 1.339527e-18 3.037658e-09 1.824099e-02 9.817583e-01 7.533740e-07
7.506e+03 4.782493e-18 9.970556e-09 4.119965e-02 9.588001e-01 1.967677e-07
7.964e+03 2.011970e-17 3.753296e-08 1.003858e-01 8.996142e-01 4.145459e-08
8.451e+03 1.100096e-16 1.721243e-07 2.639351e-01 7.360647e-01 5.577665e-09
8.967e+03 6.070632e-16 7.828999e-07 6.081017e-01 3.918975e-01 3.009744e-10
9.514e+03 2.798800e-15 2.839182e-06 9.137640e-01 8.623317e-02 3.226231e-12
1.010e+04 1.709167e-14 1.105450e-05 9.932319e-01 6.757071e-03 4.293573e-15
1.071e+04 1.508068e-13 5.298723e-05 9.996524e-01 2.945751e-04 1.478151e-18
1.137e+04 1.169903e-12 2.363059e-04 9.997501e-01 1.357030e-05 5.604312e-22
1.206e+04 5.864441e-12 8.073989e-04 9.991917e-01 9.434438e-07 5.614290e-25
1.279e+04 2.280824e-11 2.319457e-03 9.976805e-01 9.024121e-08 1.242703e-27
1.353e+04 7.494933e-11 5.863081e-03 9.941369e-01 1.124245e-08 5.428445e-30
1.419e+04 1.850825e-10 1.213139e-02 9.878686e-01 2.056463e-09 6.299656e-32
1.476e+04 3.653953e-10 2.122284e-02 9.787772e-01 5.328649e-10 1.805599e-33
1.524e+04 8.875133e-10 3.900170e-02 9.609983e-01 1.532031e-10 7.772180e-35
1.565e+04 2.970634e-09 8.168819e-02 9.183118e-01 3.867448e-11 2.814975e-36
1.596e+04 1.157586e-08 1.761282e-01 8.238718e-01 8.817212e-12 9.394328e-38
1.619e+04 2.638170e-08 2.850498e-01 7.149501e-01 2.522644e-12 5.140266e-39
1.635e+04 4.336790e-08 3.843274e-01 6.156726e-01 8.998145e-13 4.674167e-40
1.648e+04 5.100044e-08 4.372101e-01 5.627899e-01 4.793230e-13 1.011918e-40
1.659e+04 5.032503e-08 4.576910e-01 5.423090e-01 3.324895e-13 3.834522e-41
1.669e+04 5.188086e-08 4.854822e-01 5.145177e-01 2.213846e-13 1.364634e-41
1.679e+04 5.380021e-08 5.104759e-01 4.895241e-01 1.564767e-13 5.741690e-42
1.689e+04 5.497284e-08 5.302014e-01 4.697986e-01 1.176285e-13 2.808052e-42
1.700e+04 5.826726e-08 5.611670e-01 4.388329e-01 7.829761e-14 1.047304e-42
1.715e+04 5.988260e-08 5.863696e-01 4.136303e-01 5.411300e-14 4.204022e-43
1.742e+04 6.335770e-08 6.318073e-01 3.681926e-01 2.769993e-14 8.232657e-44
1.789e+04 6.884563e-08 7.053678e-01 2.946321e-01 8.517940e-15 4.821754e-45
1.853e+04 8.563892e-08 8.025855e-01 1.974144e-01 1.568492e-15 1.033479e-46
1.926e+04 1.040154e-07 8.798143e-01 1.201856e-01 2.289715e-16 1.402033e-48
2.003e+04 1.141007e-07 9.247930e-01 7.520688e-02 3.747203e-17 2.368899e-50
2.084e+04 1.218925e-07 9.523668e-01 4.763309e-02 6.717879e-18 4.997185e-52
2.165e+04 1.414015e-07 9.733859e-01 2.661393e-02 9.006800e-19 6.328760e-54
2.245e+04 1.485259e-07 9.833498e-01 1.665000e-02 1.634069e-19 1.409265e-55
2.325e+04 1.416347e-07 9.876648e-01 1.233508e-02 4.835686e-20 8.308596e-57
2.405e+04 1.458183e-07 9.920291e-01 7.970776e-03 9.822300e-21 2.353099e-58
2.487e+04 1.517960e-07 9.947573e-01 5.242598e-03 2.189407e-21 8.396362e-60
2.570e+04 1.627297e-07 9.967223e-01 3.277572e-03 4.267779e-22 2.319641e-61
2.659e+04 1.711539e-07 9.979044e-01 2.095470e-03 8.786575e-23 7.059732e-63
2.764e+04 1.770412e-07 9.986467e-01 1.353166e-03 1.829475e-23 2.152059e-64
2.899e+04 2.169480e-07 9.994168e-01 5.829670e-04 1.134591e-24 5.518330e-67
3.065e+04 2.607847e-07 9.997761e-01 2.236691e-04 4.447961e-26 4.894097e-70
3.252e+04 2.625479e-07 9.998998e-01 9.991592e-05 2.273088e-27 6.047544e-73
3.446e+04 2.402149e-07 9.999473e-01 5.244960e-05 1.799185e-28 1.736622e-75
3.637e+04 2.090557e-07 9.999658e-01 3.403971e-05 2.872673e-29 2.251309e-77
3.815e+04 2.160906e-07 9.999833e-01 1.649915e-05 2.090981e-30 6.443813e-80
3.975e+04 2.051254e-07 9.999877e-01 1.205282e-05 6.003306e-31 3.577457e-81
4.117e+04 1.929421e-07 9.999908e-01 9.026546e-06 1.861308e-31 2.329979e-82
4.247e+04 1.846150e-07 9.999939e-01 5.870841e-06 3.531822e-32 5.150977e-84
