#NTIMES: 257
#NSTAGES: 6
#TIMES[d]: 2.2 2.42 2.662 2.9282 3.22102 3.543122 3.897434 4.287178 4.715896 5.187485 5.706233 6.276857 6.904542 7.594996 8.354497 9.189946 10.10894 11.10894 12.10894 13.108941 14.108941 15.108941 16.108941 17.108941 18.108941 19.108941 20.108941 21.108941 22.108941 23.108941 24.108941 25.108941 26.108941 27.108941 28.108941 29.108941 30.108941 31.108941 32.108941 33.108941 34.108941 35.108941 36.108941 37.108941 38.108941 39.108941 40.108941 41.108941 42.108941 43.108941 44.108941 45.108941 46.108941 47.108941 48.108941 49.108941 50.108941 51.108941 52.108941 53.108941 54.108941 55.108941 56.108941 57.108941 58.108941 59.108941 60.108941 61.108941 62.108941 63.108941 64.108941 65.108941 66.108941 67.108941 68.108941 69.108941 70.108941 71.108941 72.108941 73.108941 74.108941 75.108941 76.108941 77.108941 78.108941 79.108941 80.108941 81.108941 82.108941 83.108941 84.108941 85.108941 86.108941 87.108941 88.108941 89.108941 90.108941 91.108941 92.108941 93.108941 94.108941 95.108941 96.108941 97.108935 98.108935 99.108935 100.108935 101.108935 102.108935 103.108935 104.108935 105.108935 106.108935 107.108935 108.108935 109.108935 110.108935 111.108935 112.108935 113.108935 114.108935 115.108935 116.108935 117.108935 118.108935 119.108935 120.108935 121.108935 122.108935 123.108935 124.108935 125.108935 126.108935 127.108935 128.108935 129.108935 130.108935 131.108935 132.108935 133.108935 134.108935 135.108935 136.108935 137.108935 138.108935 139.108935 140.108935 141.108935 142.108935 143.108935 144.108935 145.108935 146.108935 147.108935 148.108935 149.108935 150.108935 151.108935 152.108935 153.108935 154.108935 155.108935 156.108935 157.108935 158.108935 159.108935 160.108935 161.108935 162.108935 163.108935 164.108935 165.108935 166.108935 167.108935 168.108935 169.108935 170.108935 171.108935 172.108935 173.108935 174.108935 175.108935 176.108935 177.108935 178.108935 179.108935 180.108935 181.108935 182.108935 183.108935 184.108935 185.108935 186.108935 187.108935 188.108935 189.108935 190.108935 191.108935 192.108935 193.108935 194.108935 195.108935 196.108935 197.108935 198.108935 199.108935 200.108935 201.108935 202.108935 203.108935 204.108935 205.108935 206.108935 207.108935 208.108935 209.108935 210.108935 211.108935 212.108935 213.108935 214.108935 215.108935 216.108935 217.108935 218.108935 219.108935 220.108935 221.108935 222.108935 223.108935 224.108935 225.108935 226.108935 227.108935 228.108935 229.108935 230.108935 231.108935 232.108935 233.108935 234.108935 235.108935 236.108935 237.108935 238.108935 239.108935 240.108935 241.108935 242.108935 243.108935 244.108935 245.108935 246.108935 247.108935 248.108935 249.108935 250.108935
#
#TIME: 2.200000
#NVEL: 81
#vel_mid[km/s] Ca0 Ca1 Ca2 Ca3 Ca4 Ca5
4.750e+03 1.151454e-22 8.008668e-13 4.635705e-05 2.807715e-01 7.191038e-01 7.834727e-05
5.250e+03 9.481066e-22 5.490383e-12 3.401039e-04 6.493351e-01 3.503193e-01 5.410301e-06
5.750e+03 4.795415e-21 2.319310e-11 1.541720e-03 9.003047e-01 9.815334e-02 2.034603e-07
6.250e+03 1.767356e-20 7.325750e-11 5.300435e-03 9.726156e-01 2.208394e-02 6.341446e-09
6.750e+03 6.092709e-20 2.207324e-10 1.773121e-02 9.779455e-01 4.323271e-03 1.568877e-10
7.250e+03 2.915165e-19 8.711696e-10 7.548303e-02 9.239826e-01 5.343564e-04 1.495645e-12
7.750e+03 2.185960e-18 4.629470e-09 3.803211e-01 6.196543e-01 2.457564e-05 2.423617e-15
8.250e+03 8.862811e-18 1.240653e-08 8.719823e-01 1.280175e-01 2.112382e-07 3.972380e-19
8.750e+03 1.829404e-17 1.755751e-08 9.882312e-01 1.176878e-02 7.046413e-10 2.125203e-23
9.250e+03 3.280667e-17 2.331073e-08 9.989622e-01 1.037754e-03 2.480141e-12 1.345327e-27
9.750e+03 5.619475e-17 3.210609e-08 9.999192e-01 8.075250e-05 6.547341e-15 5.153627e-32
1.025e+04 9.627715e-17 4.849070e-08 9.999963e-01 3.615684e-06 4.694888e-18 2.055246e-37
1.075e+04 1.851027e-16 8.892445e-08 9.999998e-01 6.613461e-08 4.153666e-22 2.223123e-44
1.125e+04 5.188612e-16 2.209213e-07 9.999998e-01 5.876523e-10 7.157621e-27 1.527454e-52
1.175e+04 1.603657e-15 6.062839e-07 9.999994e-01 4.377224e-12 8.277197e-32 5.334823e-61
1.225e+04 3.933651e-15 1.423454e-06 9.999986e-01 6.163050e-14 4.125165e-36 2.215021e-68
1.275e+04 4.868767e-15 1.920753e-06 9.999981e-01 9.110278e-15 4.686376e-38 9.731215e-72
1.325e+04 6.776221e-15 2.884824e-06 9.999971e-01 8.060230e-16 1.615996e-40 5.523835e-76
1.375e+04 9.180685e-15 4.212690e-06 9.999958e-01 8.204887e-17 7.714543e-43 5.469130e-80
1.425e+04 1.188678e-14 5.850194e-06 9.999941e-01 1.090445e-17 6.851064e-45 1.572427e-83
1.475e+04 1.424869e-14 7.555886e-06 9.999924e-01 2.046418e-18 1.354953e-46 1.783029e-86
1.525e+04 1.585471e-14 9.139682e-06 9.999909e-01 5.157663e-19 5.304817e-48 6.506554e-89
1.575e+04 1.616622e-14 1.027731e-05 9.999897e-01 1.784787e-19 4.323848e-49 8.321160e-91
1.625e+04 1.737739e-14 1.202077e-05 9.999880e-01 5.232604e-20 2.402261e-50 5.524852e-93
1.675e+04 1.825778e-14 1.377377e-05 9.999862e-01 1.676292e-20 1.638162e-51 5.206092e-95
1.725e+04 1.828716e-14 1.517081e-05 9.999848e-01 6.357069e-21 1.649975e-52 9.555816e-97
1.775e+04 1.916264e-14 1.727039e-05 9.999827e-01 2.092631e-21 1.197747e-53 1.001304e-98
1.825e+04 2.125456e-14 2.048940e-05 9.999795e-01 5.761749e-22 5.750284e-55 5.168952e-101
1.875e+04 2.291056e-14 2.372066e-05 9.999763e-01 1.755922e-22 3.489666e-56 3.981079e-103
1.925e+04 2.492111e-14 2.758636e-05 9.999724e-01 5.225657e-23 2.003419e-57 2.785816e-105
1.975e+04 2.641166e-14 3.138860e-05 9.999686e-01 1.701146e-23 1.414725e-58 2.775838e-107
2.025e+04 2.951607e-14 3.709337e-05 9.999629e-01 4.661055e-24 6.697495e-60 1.392973e-109
2.075e+04 3.189072e-14 4.265467e-05 9.999573e-01 1.428195e-24 4.104094e-61 1.086017e-111
2.125e+04 3.454310e-14 4.905740e-05 9.999509e-01 4.335999e-25 2.459506e-62 8.138760e-114
2.175e+04 3.405878e-14 5.252793e-05 9.999475e-01 1.804957e-25 3.061744e-63 2.133538e-115
2.225e+04 3.700015e-14 6.036416e-05 9.999396e-01 5.418751e-26 1.784915e-64 1.521454e-117
2.275e+04 4.468480e-14 7.490194e-05 9.999251e-01 1.129486e-26 4.457120e-66 2.528998e-120
2.325e+04 4.644842e-14 8.303515e-05 9.999170e-01 3.936354e-27 3.666685e-67 3.247885e-122
2.375e+04 4.972271e-14 9.391289e-05 9.999061e-01 1.245259e-27 2.408146e-68 2.831964e-124
2.425e+04 5.936808e-14 1.147675e-04 9.998852e-01 2.735537e-28 6.778471e-70 5.762875e-127
2.475e+04 5.593454e-14 1.178616e-04 9.998821e-01 1.359925e-28 1.271601e-70 3.044202e-128
2.525e+04 6.920612e-14 1.469618e-04 9.998530e-01 2.742014e-29 2.934512e-72 4.406551e-131
2.575e+04 6.362308e-14 1.479264e-04 9.998521e-01 1.502869e-29 6.906541e-73 3.436593e-132
2.625e+04 6.638113e-14 1.626917e-04 9.998373e-01 5.485079e-30 6.325883e-74 5.306200e-134
2.675e+04 5.657568e-14 1.550666e-04 9.998449e-01 3.869872e-30 2.675542e-74 1.131630e-134
2.725e+04 4.764745e-14 1.465417e-04 9.998535e-01 2.839472e-30 1.239413e-74 2.821116e-135
2.775e+04 3.398627e-14 1.232268e-04 9.998768e-01 3.566055e-30 1.999055e-74 5.984296e-135
2.825e+04 2.186569e-14 9.629402e-05 9.999037e-01 6.322311e-30 7.182792e-74 5.023376e-134
2.875e+04 1.891683e-14 9.273827e-05 9.999073e-01 4.250515e-30 2.716036e-74 8.838679e-135
2.925e+04 1.388334e-14 7.950224e-05 9.999205e-01 4.916354e-30 3.620917e-74 1.353140e-134
2.975e+04 9.952637e-15 6.702044e-05 9.999330e-01 6.159773e-30 5.813004e-74 2.850615e-134
3.025e+04 6.627766e-15 5.361407e-05 9.999464e-01 9.874839e-30 1.654501e-73 1.605526e-133
3.075e+04 5.860669e-15 5.243811e-05 9.999476e-01 6.173340e-30 5.283837e-74 2.113563e-134
3.125e+04 5.347959e-15 5.242570e-05 9.999476e-01 3.482651e-30 1.329297e-74 1.847042e-135
3.175e+04 4.171588e-15 4.690689e-05 9.999531e-01 3.304553e-30 1.118998e-74 1.284294e-135
3.225e+04 3.784489e-15 4.668107e-05 9.999533e-01 1.905383e-30 2.961539e-75 1.224377e-136
3.275e+04 2.793306e-15 4.016835e-05 9.999598e-01 2.170370e-30 3.811013e-75 1.764446e-136
3.325e+04 3.010559e-15 4.510218e-05 9.999549e-01 7.113498e-31 2.715485e-76 1.766813e-138
3.375e+04 2.329427e-15 4.011462e-05 9.999599e-01 6.941568e-31 2.439624e-76 1.373753e-138
3.425e+04 1.786172e-15 3.545276e-05 9.999645e-01 6.977602e-31 2.348021e-76 1.202195e-138
3.475e+04 1.524527e-15 3.377507e-05 9.999662e-01 4.935979e-31 9.991537e-77 2.590234e-139
3.525e+04 1.274650e-15 3.171186e-05 9.999683e-01 3.737955e-31 4.980865e-77 7.323975e-140
3.575e+04 1.588882e-15 3.933945e-05 9.999607e-01 7.692100e-32 1.203593e-78 1.144676e-142
3.625e+04 1.264003e-15 3.566404e-05 9.999643e-01 6.863031e-32 8.781280e-79 6.224677e-143
3.675e+04 1.280287e-15 3.824338e-05 9.999618e-01 2.794391e-32 1.035567e-79 1.480202e-144
3.725e+04 1.230754e-15 3.952874e-05 9.999605e-01 1.352541e-32 1.824995e-80 7.017193e-146
3.775e+04 1.160422e-15 4.029984e-05 9.999597e-01 6.983678e-33 3.737287e-81 4.305212e-147
3.825e+04 1.022700e-15 3.920550e-05 9.999608e-01 4.484873e-33 1.270244e-81 6.304749e-148
3.875e+04 8.927624e-16 3.788691e-05 9.999621e-01 2.970755e-33 4.639265e-82 1.044610e-148
3.925e+04 9.059548e-16 4.060282e-05 9.999594e-01 1.219842e-33 5.580948e-83 2.571090e-150
3.975e+04 1.006525e-15 4.626580e-05 9.999537e-01 3.794630e-34 3.525020e-84 2.094634e-152
4.025e+04 1.333277e-15 5.931660e-05 9.999407e-01 6.997059e-35 6.621591e-86 2.132409e-155
#TIME: 14.108941
#NVEL: 81
#vel_mid[km/s] Ca0 Ca1 Ca2 Ca3 Ca4 Ca5
2.500e+02 2.503680e-29 3.389607e-19 9.084691e-12 2.179015e-05 2.142139e-01 7.857643e-01
7.500e+02 2.168317e-28 2.776516e-18 8.138835e-11 1.064196e-04 4.454160e-01 5.544776e-01
1.250e+03 1.167360e-27 1.467474e-17 4.885940e-10 3.652663e-04 6.894508e-01 3.101840e-01
1.750e+03 5.247189e-27 6.471258e-17 2.460826e-09 1.034148e-03 8.624186e-01 1.365472e-01
2.250e+03 2.687912e-26 3.150912e-16 1.349665e-08 2.903443e-03 9.511396e-01 4.595689e-02
2.750e+03 1.765453e-25 1.889905e-15 8.939488e-08 8.781931e-03 9.790819e-01 1.213612e-02
3.250e+03 1.580464e-24 1.485065e-14 7.631782e-07 3.008027e-02 9.674054e-01 2.513576e-03
3.750e+03 1.668524e-23 1.345187e-13 7.453962e-06 1.078304e-01 8.917408e-01 4.213416e-04
4.250e+03 1.708244e-22 1.163802e-12 6.926650e-05 3.413539e-01 6.585268e-01 5.010333e-05
4.750e+03 1.232643e-21 7.029817e-12 4.484813e-04 7.068745e-01 2.926738e-01 3.228170e-06
5.250e+03 5.544468e-21 2.671532e-11 1.835715e-03 9.176922e-01 8.047191e-02 1.261405e-07
5.750e+03 1.892939e-20 7.919722e-11 5.949288e-03 9.752314e-01 1.881928e-02 4.370808e-09
6.250e+03 6.056540e-20 2.251211e-10 1.892187e-02 9.771802e-01 3.897914e-03 1.230087e-10
6.750e+03 2.263899e-19 7.399050e-10 7.028297e-02 9.291396e-01 5.774029e-04 1.727897e-12
7.250e+03 1.279533e-18 3.237731e-09 3.115708e-01 6.883902e-01 3.891158e-05 5.750161e-15
7.750e+03 5.439687e-18 9.473423e-09 8.021795e-01 1.978199e-01 6.151845e-07 2.449654e-18
8.250e+03 1.178257e-17 1.415777e-08 9.779739e-01 2.202609e-02 2.908005e-09 2.260804e-22
8.750e+03 2.130156e-17 1.873186e-08 9.978941e-01 2.105894e-03 1.222948e-11 1.935537e-26
9.250e+03 3.617482e-17 2.520048e-08 9.997999e-01 2.000509e-04 5.155862e-14 1.665707e-30
9.750e+03 6.087985e-17 3.623829e-08 9.999869e-01 1.301496e-05 8.903978e-17 3.040845e-35
1.025e+04 1.069024e-16 5.970660e-08 9.999996e-01 3.890496e-07 2.471393e-20 2.344920e-41
1.075e+04 2.479265e-16 1.281294e-07 9.999999e-01 5.152151e-09 1.055649e-24 7.466787e-49
1.125e+04 7.273569e-16 3.314459e-07 9.999997e-01 4.810499e-11 2.062179e-29 6.422084e-57
1.175e+04 2.026348e-15 8.469097e-07 9.999992e-01 4.990589e-13 5.115691e-34 8.206286e-65
1.225e+04 4.678040e-15 1.919220e-06 9.999981e-01 7.768183e-15 3.192818e-38 4.947477e-72
1.275e+04 5.918177e-15 2.653123e-06 9.999973e-01 1.002330e-15 2.639118e-40 1.254701e-75
1.325e+04 7.885885e-15 3.824254e-06 9.999962e-01 1.076510e-16 1.425889e-42 1.534815e-79
1.375e+04 1.060039e-14 5.487091e-06 9.999945e-01 1.232108e-17 8.955962e-45 2.438130e-83
1.425e+04 1.275724e-14 7.113518e-06 9.999929e-01 2.270410e-18 1.697639e-46 2.570499e-86
1.475e+04 1.460524e-14 8.805534e-06 9.999912e-01 5.178807e-19 5.276627e-48 6.320496e-89
1.525e+04 1.573114e-14 1.034106e-05 9.999897e-01 1.488980e-19 2.802136e-49 3.884962e-91
1.575e+04 1.756846e-14 1.245891e-05 9.999875e-01 3.848154e-20 1.163055e-50 1.566471e-93
1.625e+04 1.751528e-14 1.369395e-05 9.999863e-01 1.472435e-20 1.195986e-51 2.979788e-95
1.675e+04 1.864245e-14 1.580603e-05 9.999842e-01 4.572202e-21 7.587038e-53 2.480260e-97
1.725e+04 1.998862e-14 1.830198e-05 9.999817e-01 1.399068e-21 4.651148e-54 1.946096e-99
1.775e+04 2.171994e-14 2.135694e-05 9.999786e-01 4.131297e-22 2.624868e-55 1.324465e-101
1.825e+04 2.323696e-14 2.456763e-05 9.999754e-01 1.292976e-22 1.693858e-56 1.132910e-103
1.875e+04 2.561845e-14 2.884641e-05 9.999712e-01 3.685956e-23 8.801632e-58 6.681901e-106
1.925e+04 2.715342e-14 3.280543e-05 9.999672e-01 1.200629e-23 6.222659e-59 6.669416e-108
1.975e+04 2.882662e-14 3.728283e-05 9.999627e-01 3.899730e-24 4.367596e-60 6.568120e-110
2.025e+04 3.533847e-14 4.709682e-05 9.999529e-01 7.843729e-25 1.008809e-61 9.617398e-113
2.075e+04 3.705483e-14 5.283908e-05 9.999472e-01 2.649930e-25 7.741338e-63 1.100358e-114
2.125e+04 4.025483e-14 6.077358e-05 9.999392e-01 7.934733e-26 4.486479e-64 7.769965e-117
2.175e+04 4.401882e-14 7.013021e-05 9.999299e-01 2.318747e-26 2.454909e-65 4.964485e-119
2.225e+04 5.014899e-14 8.327326e-05 9.999167e-01 5.882674e-27 9.665743e-67 1.800764e-121
2.275e+04 5.707242e-14 9.858789e-05 9.999014e-01 1.502400e-27 3.861893e-68 6.690336e-124
2.325e+04 6.453259e-14 1.158739e-04 9.998841e-01 3.961863e-28 1.661525e-69 2.820796e-126
2.375e+04 6.739845e-14 1.282547e-04 9.998717e-01 1.386975e-28 1.380463e-70 3.681111e-128
2.425e+04 7.303058e-14 1.454747e-04 9.998545e-01 4.347399e-29 8.874697e-72 3.093563e-130
2.475e+04 7.684406e-14 1.612374e-04 9.998388e-01 1.525355e-29 7.416028e-73 4.079669e-132
2.525e+04 8.639043e-14 1.868531e-04 9.998131e-01 4.391939e-30 3.918785e-74 2.451956e-134
2.575e+04 8.174192e-14 1.915681e-04 9.998084e-01 2.224482e-30 7.682175e-75 1.397973e-135
2.625e+04 9.311260e-14 2.231574e-04 9.997768e-01 6.352257e-31 3.987165e-76 8.159305e-138
2.675e+04 7.011683e-14 1.951194e-04 9.998049e-01 6.604406e-31 4.144313e-76 8.132943e-138
2.725e+04 6.886234e-14 2.048868e-04 9.997951e-01 3.016926e-31 6.395954e-77 3.077489e-139
2.775e+04 4.388864e-14 1.596352e-04 9.998404e-01 5.278809e-31 2.223725e-76 2.433855e-138
2.825e+04 3.083988e-14 1.329509e-04 9.998670e-01 6.883951e-31 3.911930e-76 5.987611e-138
2.875e+04 1.764033e-14 9.581209e-05 9.999042e-01 1.760369e-30 3.287818e-75 2.159484e-136
2.925e+04 1.318213e-14 8.320101e-05 9.999168e-01 1.914645e-30 3.799105e-75 2.585740e-136
2.975e+04 1.244973e-14 8.515877e-05 9.999148e-01 9.701837e-31 7.449625e-76 1.473365e-137
3.025e+04 9.032618e-15 7.242491e-05 9.999276e-01 1.163401e-30 1.079890e-75 2.604022e-137
3.075e+04 7.091191e-15 6.509413e-05 9.999349e-01 1.079667e-30 8.632585e-76 1.656615e-137
3.125e+04 5.488023e-15 5.791596e-05 9.999421e-01 1.050974e-30 7.710747e-76 1.275195e-137
3.175e+04 4.630803e-15 5.475123e-05 9.999452e-01 7.707045e-31 3.567313e-76 3.171926e-138
3.225e+04 4.326242e-15 5.557810e-05 9.999444e-01 4.053487e-31 7.625639e-77 2.095427e-139
3.275e+04 3.730283e-15 5.332398e-05 9.999467e-01 2.774536e-31 3.005931e-77 3.958947e-140
3.325e+04 2.805537e-15 4.649410e-05 9.999535e-01 2.969081e-31 3.345602e-77 4.446269e-140
3.375e+04 2.288041e-15 4.289871e-05 9.999571e-01 2.439788e-31 2.016230e-77 1.741390e-140
3.425e+04 1.904961e-15 4.015421e-05 9.999598e-01 1.874649e-31 1.039588e-77 5.217397e-141
3.475e+04 1.794751e-15 4.096719e-05 9.999590e-01 9.627456e-32 2.102342e-78 3.132823e-142
3.525e+04 1.303891e-15 3.486359e-05 9.999651e-01 1.154699e-31 3.049771e-78 5.546119e-142
3.575e+04 1.653224e-15 4.370840e-05 9.999563e-01 2.267552e-32 6.611078e-80 7.193519e-145
3.625e+04 1.194921e-15 3.707136e-05 9.999629e-01 2.758067e-32 9.906496e-80 1.346158e-144
3.675e+04 1.137014e-15 3.804779e-05 9.999620e-01 1.379107e-32 1.882829e-80 7.265364e-146
3.725e+04 1.063439e-15 3.857463e-05 9.999614e-01 7.307161e-33 4.094083e-81 4.941054e-147
3.775e+04 9.835094e-16 3.879740e-05 9.999612e-01 4.019891e-33 9.714024e-82 3.903505e-148
3.825e+04 8.720418e-16 3.789607e-05 9.999621e-01 2.534187e-33 3.162632e-82 5.309328e-149
3.875e+04 8.204407e-16 3.855251e-05 9.999614e-01 1.323579e-33 6.651543e-83 3.410047e-150
3.925e+04 6.273266e-16 3.400233e-05 9.999660e-01 1.338825e-33 6.493497e-83 3.056429e-150
3.975e+04 8.672065e-16 4.500447e-05 9.999550e-01 2.087533e-34 8.248477e-85 1.585802e-153
4.025e+04 8.462099e-16 4.688473e-05 9.999531e-01 9.838968e-35 1.367425e-85 6.773290e-155
#TIME: 15.108941
#NVEL: 81
#vel_mid[km/s] Ca0 Ca1 Ca2 Ca3 Ca4 Ca5
2.500e+02 3.633940e-28 4.654985e-18 1.426991e-10 1.581795e-04 5.216886e-01 4.781533e-01
7.500e+02 1.615481e-27 2.030181e-17 6.982065e-10 4.626975e-04 7.347633e-01 2.647740e-01
1.250e+03 7.769182e-27 9.454663e-17 3.688501e-09 1.327046e-03 8.913943e-01 1.072786e-01
1.750e+03 4.136540e-26 4.741328e-16 2.071164e-08 3.737102e-03 9.619557e-01 3.430718e-02
2.250e+03 2.857837e-25 2.967477e-15 1.425148e-07 1.149091e-02 9.798315e-01 8.677462e-03
2.750e+03 2.522201e-24 2.299549e-14 1.199093e-06 3.887274e-02 9.593380e-01 1.788047e-03
3.250e+03 2.559833e-23 2.007038e-13 1.129122e-05 1.351578e-01 8.645351e-01 2.958022e-04
3.750e+03 2.420533e-22 1.608165e-12 9.725098e-05 3.991751e-01 6.006942e-01 3.342911e-05
4.250e+03 1.576965e-21 8.797374e-12 5.708258e-04 7.539972e-01 2.454300e-01 1.998248e-06
4.750e+03 6.570103e-21 3.117657e-11 2.183866e-03 9.320205e-01 6.579552e-02 7.834195e-08
5.250e+03 2.121895e-20 8.829598e-11 6.787256e-03 9.774593e-01 1.575347e-02 2.905823e-09
5.750e+03 6.514115e-20 2.429501e-10 2.096508e-02 9.756769e-01 3.358013e-03 8.755225e-11
6.250e+03 2.247590e-19 7.490536e-10 7.349872e-02 9.259675e-01 5.337328e-04 1.441838e-12
6.750e+03 9.971455e-19 2.756947e-09 2.890276e-01 7.109273e-01 4.506866e-05 7.524864e-15
7.250e+03 3.774415e-18 7.688924e-09 7.485704e-01 2.514285e-01 1.129167e-06 6.889346e-18
7.750e+03 8.140853e-18 1.178886e-08 9.650562e-01 3.494380e-02 8.261581e-09 1.283365e-21
8.250e+03 1.453795e-17 1.546960e-08 9.962979e-01 3.702090e-03 4.338570e-11 1.592609e-25
8.750e+03 2.440105e-17 2.043570e-08 9.995946e-01 4.053601e-04 2.547281e-13 2.424984e-29
9.250e+03 4.061639e-17 2.846044e-08 9.999654e-01 3.460275e-05 8.336283e-16 1.338632e-33
9.750e+03 6.861715e-17 4.376376e-08 9.999984e-01 1.589963e-06 6.341297e-19 5.887831e-39
1.025e+04 1.345882e-16 8.195150e-08 9.999999e-01 3.216416e-08 7.145243e-23 9.721913e-46
1.075e+04 3.667075e-16 1.979559e-07 9.999998e-01 3.695648e-10 2.248032e-27 1.884286e-53
1.125e+04 1.015366e-15 4.945085e-07 9.999995e-01 4.348309e-12 7.502022e-32 4.035831e-61
1.175e+04 2.561730e-15 1.179659e-06 9.999988e-01 5.954835e-14 3.519229e-36 1.517894e-68
1.225e+04 5.731515e-15 2.641247e-06 9.999974e-01 9.141130e-16 2.110505e-40 8.442430e-76
1.275e+04 7.401847e-15 3.704774e-06 9.999963e-01 1.111874e-16 1.521470e-42 1.692318e-79
1.325e+04 1.004069e-14 5.357417e-06 9.999946e-01 1.227898e-17 8.796426e-45 2.332574e-83
1.375e+04 1.263932e-14 7.203133e-06 9.999928e-01 1.933469e-18 1.159069e-46 1.320273e-86
1.425e+04 1.464543e-14 8.998242e-06 9.999910e-01 4.244929e-19 3.298202e-48 2.791507e-89
1.475e+04 1.580254e-14 1.057731e-05 9.999894e-01 1.216136e-19 1.737151e-49 1.691827e-91
1.525e+04 1.749335e-14 1.264894e-05 9.999874e-01 3.245775e-20 7.767104e-51 7.747053e-94
1.575e+04 1.803501e-14 1.426669e-05 9.999857e-01 1.112295e-20 6.189481e-52 9.527619e-96
1.625e+04 1.968878e-14 1.678359e-05 9.999832e-01 3.183751e-21 3.252237e-53 5.745039e-98
1.675e+04 2.258075e-14 2.045129e-05 9.999795e-01 7.821560e-22 1.199620e-54 1.889698e-100
1.725e+04 2.351103e-14 2.307650e-05 9.999769e-01 2.663774e-22 9.414998e-56 2.260418e-102
1.775e+04 2.692053e-14 2.792883e-05 9.999721e-01 6.677766e-23 3.634641e-57 8.021435e-105
1.825e+04 2.846819e-14 3.174690e-05 9.999683e-01 2.183878e-23 2.594245e-58 8.141510e-107
1.875e+04 3.078507e-14 3.662816e-05 9.999634e-01 6.653059e-24 1.570155e-59 6.223921e-109
1.925e+04 3.442825e-14 4.325372e-05 9.999567e-01 1.814175e-24 7.344807e-61 3.055989e-111
1.975e+04 3.585923e-14 4.834328e-05 9.999517e-01 6.266665e-25 5.937312e-62 3.825902e-113
2.025e+04 3.981345e-14 5.658146e-05 9.999434e-01 1.744269e-25 2.906702e-63 2.024817e-115
2.075e+04 4.711564e-14 6.932231e-05 9.999307e-01 3.889143e-26 8.494869e-65 4.414852e-118
2.125e+04 5.402509e-14 8.280033e-05 9.999172e-01 9.619428e-27 3.154045e-66 1.448519e-120
2.175e+04 5.643739e-14 9.213935e-05 9.999079e-01 3.287250e-27 2.478585e-67 1.719255e-122
2.225e+04 6.172056e-14 1.058514e-04 9.998941e-01 9.651912e-28 1.368830e-68 1.113118e-124
2.275e+04 7.662931e-14 1.330129e-04 9.998670e-01 1.862298e-28 2.850747e-70 1.350468e-127
2.325e+04 8.733126e-14 1.565097e-04 9.998435e-01 4.922212e-29 1.233590e-71 5.753008e-130
2.375e+04 9.526652e-14 1.779774e-04 9.998220e-01 1.536669e-29 7.861788e-73 4.766690e-132
2.425e+04 9.924259e-14 1.954885e-04 9.998045e-01 5.664340e-30 7.371286e-74 7.665411e-134
2.475e+04 1.197886e-13 2.374385e-04 9.997626e-01 1.335207e-30 2.451489e-75 2.084793e-136
2.525e+04 1.232381e-13 2.575552e-04 9.997424e-01 5.283991e-31 2.713246e-76 4.462274e-138
2.575e+04 1.282521e-13 2.812322e-04 9.997188e-01 2.040658e-31 2.838801e-77 8.677738e-140
2.625e+04 1.571563e-13 3.426539e-04 9.996573e-01 4.901651e-32 9.888747e-79 2.563980e-142
2.675e+04 1.264446e-13 3.136300e-04 9.996864e-01 4.129024e-32 6.305714e-79 1.104770e-142
2.725e+04 1.207301e-13 3.222445e-04 9.996778e-01 2.100166e-32 1.249581e-79 6.424656e-144
2.775e+04 7.315219e-14 2.434042e-04 9.997566e-01 4.105207e-32 5.602644e-79 7.832543e-143
2.825e+04 4.606893e-14 1.884900e-04 9.998115e-01 7.272839e-32 2.002197e-78 6.482025e-142
2.875e+04 2.552849e-14 1.334702e-04 9.998665e-01 1.953943e-31 1.881976e-77 2.822574e-140
2.925e+04 1.654609e-14 1.050952e-04 9.998949e-01 3.298022e-31 6.025844e-77 1.941028e-139
2.975e+04 1.423840e-14 1.007049e-04 9.998993e-01 2.271412e-31 2.409700e-77 3.759100e-140
3.025e+04 9.317650e-15 7.975246e-05 9.999202e-01 3.767223e-31 7.413760e-77 2.416571e-139
3.075e+04 8.434381e-15 7.916015e-05 9.999208e-01 2.204046e-31 2.029922e-77 2.442473e-140
3.125e+04 6.854502e-15 7.287818e-05 9.999271e-01 1.826448e-31 1.247294e-77 9.887881e-141
3.175e+04 5.104387e-15 6.312590e-05 9.999369e-01 2.009418e-31 1.480096e-77 1.239198e-140
3.225e+04 4.903714e-15 6.528125e-05 9.999347e-01 9.715827e-32 2.602785e-78 5.855578e-142
3.275e+04 4.818438e-15 6.853920e-05 9.999315e-01 4.387102e-32 3.905130e-79 2.107019e-143
3.325e+04 3.148643e-15 5.422483e-05 9.999458e-01 7.337832e-32 1.225731e-78 1.402609e-142
3.375e+04 2.740109e-15 5.233070e-05 9.999477e-01 4.889503e-32 4.539311e-79 2.380455e-143
3.425e+04 2.121491e-15 4.656037e-05 9.999534e-01 4.755027e-32 4.045118e-79 1.824698e-143
3.475e+04 1.889346e-15 4.565246e-05 9.999543e-01 2.942665e-32 1.261631e-79 2.305689e-144
3.525e+04 1.545964e-15 4.220300e-05 9.999578e-01 2.395369e-32 7.437618e-80 8.693696e-145
3.575e+04 1.755640e-15 4.893653e-05 9.999511e-01 6.811853e-33 3.811973e-81 4.944716e-147
3.625e+04 1.460415e-15 4.575006e-05 9.999542e-01 5.259449e-33 1.987424e-81 1.509574e-147
3.675e+04 1.104578e-15 4.005118e-05 9.999599e-01 5.507405e-33 2.102662e-81 1.553421e-147
